bigram,frequency
satire sarkas,1
jujur jomblo,1
lebih orang,1
orang malas,1
revanoficial wahahahaha,1
mindset sudah,1
sudah tanam,1
tanam jujur,1
jujur singkir,1
ngakak sakit,1
sakit perut,1
perut ketawa,1
ketawa ded,1
ded nular,1
nular benar,1
benar puas,1
puas banget,1
banget ketawa,1
ketawa nya,1
tni ngetawain,1
ngetawain polri,1
xpresi dedi,1
dedi narasumber,1
narasumber solah,1
solah nngetewain,1
nngetewain kerja,1
byorka tidak,1
randasofyanbukeranda lelucon,1
lelucon parah,1
parah ded,1
motor gee,1
gee tidak,1
tidak amatir,1
jadi meme,1
meme biar,1
biar malu,1
malu tujuh,1
tujuh turun,1
turun polri,1
konpers bjorka,1
tangkap ntah,1
ntah siapa,1
siapa tangkap,1
strategi untk,1
untk pancing,1
pancing bjorka,1
asli itu,1
itu muncul,1
muncul dng,1
dng saya,1
saya tertngkap,1
kosong emng,1
thumbnailnya lucu,1
banget sumpah,1
sumpah darkk,1
yaa bagaimana,1
bagaimana masyarakat,1
masyarakat saja,1
saja hobby,1
hobby makan,1
makan berita,1
berita verifikasi,1
verifikasi haha,1
kayas tapi,1
tidak sebodh,1
sebodh pancing,1
memang arepin,1
arepin orang,1
masuk saja,1
pake salah,1
bagaimana lulusa,1
lulusa sama,1
sama kalau,1
kalau terima,1
terima langsung,1
langsung mikir,1
mikir nikah,1
nikah modal,1
modal bagaimana,1
bagaimana haha,1
alih issue,1
issue noh,1
noh liat,1
liat kilang,1
ledak dumai,1
dumai abs,1
abs polisi,1
polisi press,1
press release,1
release nangkep,1
trus bjorka,1
asli kluar,1
kluar share,1
share data,1
data polri,1
polri akhrnya,1
akhrnya kta,1
kta fokus,1
fokus bjorka,1
bjorka mlah,1
mlah tidak,1
tidak nuntut,1
nuntut tuk,1
tuk usut,1
usut kenapa,1
kenapa kilang,1
ledak sudah,1
sudah bjorka,1
kerja oknum,1
oknum tuk,1
tuk alihin,1
alihin issue,1
issue gede,1
gede fokus,1
fokus usu,1
usu ledak,1
ledak nya,1
nya kilang,1
minyak pertamina,1
nyari simpati,1
simpati nyari,1
nyari empati,1
empati empedu,1
asli sudah,1
ngetik ngarang,1
ngarang tidak,1
tidak lucu,1
jadi keinget,1
keinget film,1
film accountant,1
yang anak,1
autis tapi,1
tapi hebat,1
iqmanfaturansyah abang,1
abang ngerespon,1
ngerespon menit,1
menit ngelucu,1
tunjuk hihihi,1
jangan dogging,1
dogging jangan,1
jangan doxxing,1
titikk terendahh,1
terendahh manusiiaa,1
manusiiaa hidupp,1
hidupp duniiaa,1
duniiaa adalaah,1
adalaah jadi,1
jadi polisii,1
polisii indonesiaa,1
indonesiaa bebann,1
bebann bagi,1
bagi rakyaattnyaa,1
rakyaattnyaa setiaapp,1
setiaapp kali,1
kali sayaa,1
sayaa dengerr,1
dengerr polisii,1
polisii terasaa,1
terasaa sakiitt,1
sakiitt ini,1
ini hati,1
hati cumn,1
cumn gara,1
gara uang,1
ribu sakiit,1
sakiit hati,1
hati ampe,1
ampe tidak,1
tidak ilang,1
ilang bnyk,1
bnyk orang,1
orang nominal,1
nominal yang,1
duit segitu,1
segitu sudah,1
sudah ckuplah,1
ckuplah uang,1
jajan keponakan,1
keponakan semingu,1
semingu cerita,1
cerita jenguk,1
jenguk ponakan,1
ponakan yang,1
yang pondok,1
pondok rencana,1
rencana duit,1
duit keponakan,1
keponakan ehh,1
ehh ampe,1
ampe tuju,1
tuju sudah,1
sudah makaann,1
makaann ama,1
nama polisii,1
btw kaya,1
kaya perempuan,1
perempuan panas,1
panas trus,1
trus suntik,1
suntik lumpuh,1
lumpuh smpe,1
smpe sekrng,1
spartacus syndrome,1
teori primitif,1
primitif banget,1
banget inti,1
inti mreka,1
mreka gamau,1
gamau ribet,1
ribet sudah,1
sudah vonis,1
vonis saja,1
polisi mesthinya,1
mesthinya pinter,1
pinter cerdik,1
cerdik tapi,1
tapi salah,1
salah konyol,1
iya ngakak,1
ngakak bnget,1
bnget bikin,1
nama prabowo,1
prabowo presiden,1
presiden haha,1
bayar memang,1
memang kamu,1
butuh duit,1
daengriyung tuju,1
biar negara,1
negara semrawut,1
semrawut andai,1
andai masyrakat,1
masyrakat jaman,1
jaman jajah,1
jajah mikirin,1
mikirin makan,1
minum cuek,1
cuek mending,1
mending gabung,1
gabung jajah,1
jajah biar,1
biar aman,1
aman jamin,1
jamin sandang,1
sandang pangan,1
pangan papan,1
papan ngapain,1
ngapain juang,1
juang merdeka,1
merdeka tidak,1
bayar gambar,1
gambar nya,1
mudah nyuruh,1
nyuruh tau,1
yang lue,1
lue laku,1
laku timbang,1
timbang terima,1
terima resiko,1
resiko nyawa,1
nyawa lue,1
lue anggota,1
anggota keluarga,1
yang taruh,1
daengriyung jiaah,1
jiaah makan,1
minum kamu,1
kamu pikirin,1
pikirin alternatif,1
alternatif yang,1
nama nasionalis,1
nasionalis mah,1
mah kaga,1
kaga mikirin,1
mikirin bayar,1
ajar beda,1
beda blackhat,1
blackhat whitehat,1
whitehat greyhat,1
greyhat kira,1
kira bjorka,1
bjorka identitas,1
sen kamu,1
baca ini,1
ini terus,1
terus yang,1
yang harus,1
harus saya,1
saya lkukan,1
lkukan brp,1
brp imbal,1
puja muji,1
muji jabat,1
jabat poltikus,1
poltikus busuk,1
busuk hancur,1
hancur negeri,1
negeri halus,1
yakali jahat,1
jahat gimanapun,1
gimanapun data,1
data kamu,1
kamu bocor,1
bocor gara,1
gara gara,1
gara reaksis,1
reaksis perintah,1
bikin rakyat,1
rakyat kesel,1
kesel gabisa,1
gabisa dipungkiri,1
dipungkiri bjorka,1
jahat bawa,1
bawa nasionalisme,1
nasionalisme kwwkw,1
kwwkw kocak,1
kamu kocak,1
thus spoken,1
spoken bjorka,1
bjorka nggih,1
nggih mbah,1
daengriyung bang,1
bang bjorka,1
bjorka mah,1
mah gampang,1
gampang nyari,1
nyari duit,1
minum ngpain,1
ngpain pikir,1
pikir kesana,1
ehh btw,1
btw cipta,1
cipta goritma,1
goritma orang,1
orang religius,1
religius loh,1
loh kamu,1
kamu khawarizmi,1
khawarizmi orang,1
orang liberal,1
liberal beliau,1
beliau ulama,1
ulama abbasiyah,1
moga real,1
real bjorka,1
bjorka hackers,1
hackers yang,1
yang jiwa,1
jiwa semangat,1
semangat patriotisme,1
patriotisme rampas,1
rampas asset,1
asset koruptor,1
koruptor miskin,1
miskin publikasi,1
data detail,1
detail nya,1
nya oknum,1
oknum parcok,1
parcok yang,1
sudah gemuk,1
gemuk makan,1
makan duit,1
duit haram,1
yak sodarasodara,1
sodarasodara scorenya,1
scorenya bjorka,1
podcast ngopi,1
ketawa ketawa,1
ketawa polisi,1
konoha gin,1
gin yak,1
nangkep bos,1
judol susah,1
bjorka gampang,1
gampang hebat,1
hebat isilop,1
isilop negara,1
cinta puji,1
puji kerja,1
kerja masyarakat,1
tuju cara,1
cara nya,1
nya sayembara,1
sayembara temu,1
temu celah,1
celah yang,1
yang perban,1
perban pentest,1
pentest aman,1
kpu bener,1
bener nyari,1
orang kpu,1
kpu tau,1
tau nama,1
nama lengkap,1
lengkap lihat,1
lihat alamat,1
alamat yang,1
cari buruk,1
banget sistem,1
ketawa puas,1
puas liat,1
liat laku,1
bjorka kerah,1
kerah sumber,1
sumber daya,1
daya gin,1
gin besar,1
besar tapi,1
tapi nangkepi,1
nangkepi jud,1
jud ljud,1
ljud purapura,1
purapura bego,1
bego aih,1
aih memang,1
memang keren,1
keren respect,1
nya asli,1
asli teguh,1
aprianto ajak,1
ajak deddy,1
corbuzier podcast,1
ketawa bicara,1
bicara kasar,1
kasar kecewa,1
kecewa memang,1
memang reformasi,1
total coklat,1
saya berfikir,1
berfikir anak,1
bener jago,1
jago dalam,1
dalam dunia,1
dunia ithacker,1
ithacker yang,1
yang dibicarakn,1
dibicarakn podcast,1
podcast sayang,1
sayang perintah,1
indonesia atensi,1
atensi khusus,1
khusus anak,1
anak oknum,1
oknum atas,1
atas yang,1
yang keras,1
kepala jago,1
jago menerimamengalah,1
menerimamengalah anak,1
yang bakat,1
bakat mahir,1
mahir dal,1
dal itcyberhacker,1
itcyberhacker arti,1
arti oknum,1
oknum keras,1
kepala ruang,1
ruang anak,1
anak skill,1
skill better,1
better cerdas,1
cerdas lebih,1
lebih oknum,1
oknum sokjago,1
sokjago keras,1
kepala kalah,1
kalah anak,1
anak hasil,1
hasil salah,1
orang wkwkwkw,1
sudah cyberpolice,1
cyberpolice tidak,1
tidak sibuk,1
sibuk bjorka,1
bjorka tuntasin,1
tuntasin saja,1
saja judol,1
sampe beneran,1
beneran bersih,1
bersih prestasi,1
prestasi atas,1
atas tangkap,1
cuman roy,1
suryo rismon,1
rismon nangkep,1
nonton gaduh,1
gaduh ngemil,1
drama bjorka,1
yang perintah,1
konoha karna,1
karna dana,1
pindah bank,1
bank bsi,1
bsi yang,1
yang kemarin,1
kemarin serang,1
serang perintah,1
perintah cuci,1
cuci tangan,1
tangan cerita,1
cerita nya,1
masyarakat tumbuh,1
haji tidak,1
kamu kemarin,1
kemarin bsi,1
bsi nasabah,1
nasabah haji,1
pindah tabung,1
tabung haji,1
haji danembuat,1
danembuat rekening,1
rekening sadar,1
sadar tumbuh,1
bsi lancar,1
lancar dampak,1
dampak muhammadiyah,1
muhammadiyah cabut,1
cabut dana,1
bsi asli,1
nya bsi,1
bsi goyah,1
goyah ampuh,1
ampuh orang,1
awam sudah,1
tau busuk,1
busuk nya,1
nya birokrat,1
birokrat negara,1
negara apa,1
apa yang,1
laku tahu,1
tahu jaman,1
jaman maj,1
bangsa jadi,1
jadi scurity,1
scurity cyber,1
cyber indonesiatenyata,1
indonesiatenyata anak,1
indonesia pintar,1
waduhh podcast,1
podcast chaotic,1
chaotic dalem,1
dalem banget,1
banget deddy,1
deddy seperti,1
seperti santai,1
santai tanya,1
tanya nusuk,1
nusuk topik,1
topik gila,1
gila anak,1
punk sampe,1
sampe bjorka,1
bjorka bahas,1
bahas haha,1
haha lucu,1
lucu iya,1
iya mikir,1
mikir iya,1
iya pokok,1
pokok episode,1
episode campur,1
campur aduk,1
aduk nagih,1
nagih banget,1
banget tonton,1
tonton sampe,1
sampe habis,1
programmer erti,1
erti betapa,1
betapa sistem,1
sistem aplikasiwebsite,1
aplikasiwebsite indonesia,1
indonesia gampang,1
gampang retas,1
retas web,1
kompeten incar,1
incar gaji,1
gaji coba,1
coba kalau,1
buka lowong,1
lowong kerja,1
kerja modal,1
modal kenal,1
kenal kompeten,1
kompeten bidang,1
ketangkep saya,1
percaya syahroni,1
syahroni hamil,1
hamil lucinta,1
lucinta luna,1
institusi beli,1
robot prototypes,1
prototypes dipakein,1
dipakein seragam,1
sudah telak,1
telak brp,1
brp kali,1
kali jago,1
jago ngepress,1
ngepress warga,1
warga doang,1
doang mrk,1
mrk mah,1
polisi miness,1
miness kak,1
bang wkwkwkwk,1
wkwkwkwk kalau,1
kalau interpol,1
interpol gerak,1
gerak saya,1
yang bnar,1
bnar kbnykan,1
kbnykan slh,1
slh tangkap,1
tangkap kblet,1
kblet pngkat,1
kehack salah,1
gambaralamkois malu,1
zienuart yes,1
yes yang,1
yang tukang,1
balas bre,1
bjorkan all,1
kalau maen,1
maen bola,1
bola rental,1
rental sudah,1
sudah more,1
tidak tanggepi,1
sudah kemaren,1
kemaren tukang,1
tukang keliling,1
keliling tangkap,1
tangkap anak,1
pintar masuk,1
sudah bng,1
inimah masuk,1
masuk tko,1
indonesia notice,1
notice channel,1
channel yang,1
anonymous individu,1
individu pake,1
pake nick,1
nick bjorka,1
haha orangorang,1
orangorang cerdas,1
gampang salah,1
salah jir,1
jir itu,1
itu anu,1
tangkep bjoker,1
bjoker malu,1
aneh tegak,1
loh kemaren,1
kemaren tangkep,1
orang ngerusak,1
ngerusak sistem,1
sistem judol,1
sampe rugi,1
rugi bang,1
bang wkw,1
hacker lokal,1
lokal pergi,1
pergi nagara,1
nagara laen,1
laen keja,1
keja ilegal,1
ilegal ini,1
ini nagara,1
merka bgus,1
bgus tapi,1
kerja dngan,1
dngan nagara,1
merka labih,1
labih pnting,1
pnting ambil,1
ambil dnaraga,1
dnaraga laen,1
laen sprti,1
sprti kamboja,1
kamboja tidak,1
harga nagara,1
nagara sndri,1
tangkap lawak,1
lawak baru,1
baru bos,1
judol ditangkep,1
ditangkep terus,1
terus besok,1
besok tidak,1
dapet setor,1
setor donk,1
bjorka mebocorkan,1
mebocorkan data,1
yang beking,1
beking bandar,1
jauh cctv,1
saja blepot,1
saya cyberpolice,1
cyberpolice nangkap,1
yang mudah,1
mudah telusur,1
telusur saja,1
saja alas,1
alas fokus,1
fokus blokir,1
blokir puluh,1
puluh ribu,1
ribu situs,1
situs web,1
web tidak,1
tidak periksa,1
periksa rekening,1
yang situs,1
situs kocak,1
tangkep rugi,1
sendiri broo,1
broo duiitt,1
nangkap nipu,1
nipu bandar,1
judol hebat,1
hebat facegreensmiling,1
nangkep fufafa,1
fufafa saja,1
susah bos,1
bos nangkep,1
judol server,1
server indo,1
indo ngakses,1
ngakses negeri,1
negeri iya,1
iya tau,1
tau negara,1
negara kalau,1
kalau ingin,1
ingin berantas,1
judol mah,1
mah sulit,1
yang berantas,1
judol mengkominfo,1
mengkominfo tau,1
tau kureng,1
kureng internet,1
internet cepat,1
kocak emng,1
emng tegak,1
hukum indo,1
indo gtu,1
gtu wkwkw,1
rumahproduksi kerja,1
kerja capek,1
capek mending,1
mending tidak,1
tidak bkerja,1
bkerja tapi,1
tapi gaji,1
nangkep bjroka,1
bjroka gampang,1
gampang recovery,1
recovery nyimpen,1
nyimpen barang,1
bukti cctv,1
cctv tidak,1
tidak kwkwkw,1
nya salah,1
rumahproduksi gin,1
gin bang,1
tau jual,1
jual atm,1
kosong akun,1
akun atm,1
kosong beli,1
beli milik,1
judol kedetek,1
kedetek tangkap,1
orang ngaku,1
ngaku ngejual,1
ngejual atm,1
kosong ngeblok,1
ngeblok situs,1
situs mengkominfo,1
mengkominfo kureng,1
kureng cyberpolicepun,1
cyberpolicepun mayoritas,1
mayoritas paham,1
paham networking,1
networking reng,1
reng bro,1
bro negara,1
negara angkat,1
angkat para,1
para hacker,1
programer indo,1
indo cyberpolice,1
cyberpolice masuk,1
masuk cyberpolice,1
cyberpolice polisi,1
polisi sana,1
sana tidak,1
tidak networking,1
networking susah,1
susah dalemin,1
dalemin negara,1
tidak ingin,1
ingin invest,1
invest ngangkat,1
ngangkat hacker,1
programer handal,1
handal indo,1
indo specialist,1
specialist sana,1
sana sudah,1
sudah kasus,1
kasus ingin,1
ingin dipanjangin,1
telusur orang,1
nya negeri,1
negeri yang,1
yang judol,1
jng salah,1
salah boss,1
boss bandar,1
itu keliling,1
keliling hacker,1
yang handal,1
untk jaga,1
jaga mengamankn,1
mengamankn judolnya,1
judolnya knpa,1
knpa susuah,1
susuah orang,1
orang hack,1
hack situs,1
isilopisi amplop,1
kayas sudah,1
sudah kedetek,1
kedetek bandar,1
judol lokasi,1
lokasi bagaimana,1
nangkepnya negeri,1
negeri sudah,1
sudah internasional,1
internasional itungannya,1
itungannya nangkep,1
koruptor lari,1
lari negeri,1
ribet proses,1
proses judol,1
bandar sana,1
sana nyuntik,1
nyuntik duit,1
duit perintah,1
perintah bagaimana,1
saja bantu,1
bantu warga,1
warga harap,1
judol tangkep,1
tangkep kalau,1
kalau piara,1
piara pastisetorannya,1
pastisetorannya gede,1
gede bos,1
nazwashaqifachannel bjoker,1
bjoker bang,1
bang bjirr,1
tangkap buka,1
buka situs,1
judol seponsor,1
seponsor utama,1
utama liga,1
inggris team,1
team liga,1
inggris sponsor,1
sponsor baju,1
baju nya,1
nya judol,1
ngapain nangkep,1
bjorka benerin,1
benerin sistem,1
sistem spy,1
spy tidak,1
tidak gmpang,1
gmpang bobol,1
rumahproduksi judol,1
judol pst,1
pst aman,1
aman orang,1
orang dpt,1
dpt ceper,1
ceper dari,1
situ gede,1
gede lagi,1
lagi tidak,1
tidak mngkin,1
mngkin hapus,1
hapus judol,1
judol jadi,1
jadi trima,1
trima aje,1
aje haha,1
bjorka rampok,1
rampok duit,1
duit koruptor,1
koruptor bagi,1
bagi sama,1
sama rakyat,1
pol nya,1
nya nangkap,1
nangkap kadal,1
kadal dpt,1
dpt nya,1
nya cicak,1
bandara judol,1
judol backingi,1
backingi anggota,1
lindungin berita,1
bjorka bijirka,1
orang ngasal,1
ngasal tangkep,1
nangkep judol,1
judol emng,1
emng melihara,1
melihara jangan,1
jangan pada,1
pada lupa,1
lupa sama,1
sama sambo,1
sambo yang,1
yang ngebacking,1
ngebacking judol,1
nya bayar,1
gede bro,1
bro smpai,1
ketangkep kalau,1
ketangkep keroco,1
keroco doang,1
ladusing nangkap,1
judol asa,1
asa tangkap,1
tangkap rugi,1
danain negara,1
negara itu,1
itu judol,1
judol moso,1
moso nangkap,1
bandar rugi,1
rugi dongg,1
tepuk tangan,1
tangan cuuiihh,1
fuadbarokah negara,1
negara invest,1
invest nya,1
bumn bro,1
ketangs bjirka,1
rizkydavinci asas,1
asas praduga,1
praduga salah,1
salah maksud,1
maksud negara,1
negara milih,1
milih invest,1
invest anggota,1
bumn tenaga,1
tenaga ahli,1
ahli hati,1
hati kamu,1
kamu nanti,1
nanti tuntut,1
memang ketangkep,1
ketangkep kaga,1
iya kalem,1
main judolnya,1
judolnya bandar,1
bandar keren,1
konoha asli,1
asli tukang,1
tukang tipu,1
polisi kont,1
boss intel,1
intel nyambi,1
nyambi lindung,1
lindung bandar,1
ladusing duit,1
duit dlu,1
dlu jalan,1
waismuvie bang,1
bang beliau,1
beliau sarkas,1
sarkas loh,1
tompimanurungdh judol,1
judol lokal,1
lokal sekarang,1
sekarang byk,1
byk website,1
website judol,1
judol untuk,1
untuk bandar,1
bandar lokal,1
lokal uda,1
uda byk,1
byk kudet,1
kudet bre,1
bre uda,1
uda spill,1
spill untuk,1
yang ngerugiin,1
ngerugiin bandar,1
yang megang,1
megang judol,1
judol oknum,1
oknum bagaimana,1
bagaimana nangkep,1
isilop bang,1
bandar cuan,1
cuan isilop,1
isilop tidak,1
tidak bklan,1
bklan hilang,1
hilang bandar,1
bandar ubas,1
nangkap salah,1
selamat lolot,1
lolot prestasi,1
prestasi baru,1
bang polisi,1
bandar saja,1
saja bikin,1
lapor rugi,1
rugi gila,1
itu akwowkakwoako,1
duit ngak,1
ngak main,1
main ketangkep,1
ketangkep bang,1
layan tulus,1
tulus hati,1
hati biaya,1
biaya pungut,1
pungut biaya,1
thekatzenbergbismillah assalamualaikum,1
agussv woy,1
woy jangan,1
jangan doxing,1
doxing klw,1
klw ingin,1
ingin dagang,1
dagang silah,1
silah posting,1
posting channel,1
channel pribadi,1
pribadi atw,1
atw channel,1
channel khusus,1
khusus dagang,1
maluin sudah,1
sudah prestasi,1
thekatzenbergkesempatan langka,1
langka beli,1
beli rumah,1
rumah incam,1
incam nya,1
nya tahun,1
tahun jual,1
jual harga,1
tanah lokasi,1
lokasi strategis,1
strategis keliling,1
keliling universitas,1
universitas besar,1
besar sby,1
sby hotel,1
hotel besar,1
besar indonesia,1
baruk kec,1
kec rungkut,1
rungkut sby,1
sby luas,1
polisi duit,1
duit judol,1
judol fufufafa,1
fufufafa masak,1
masak bodoh,1
ketangkep yang,1
main yang,1
judol konyol,1
okynurfattah wkwkwkwkwk,1
wkwkwkwkwk player,1
player ditangkep,1
ditangkep sesuai,1
sesuai lapor,1
lapor masyarakat,1
kompetisi bug,1
hunter tau,1
numpang komen,1
komen mampu,1
mampu tidak,1
tidak pusat,1
pusat bang,1
bang arah,1
arah nasionalism,1
nasionalism tidak,1
tidak perhati,1
perhati gov,1
gov btw,1
btw bjorkan,1
bjorkan tidak,1
kalau doi,1
doi sebenernya,1
sebenernya cuman,1
cuman ter,1
ter center,1
center data,1
data mudah,1
mudah bocor,1
bocor example,1
example data,1
data disdukcapil,1
disdukcapil partial,1
partial data,1
data contoh,1
contoh profesi,1
profesi yang,1
yang contoh,1
contoh kemarin,1
kemarin isilop,1
isilop tinggal,1
tinggal partialing,1
partialing saja,1
saja job,1
job data,1
data olah,1
olah olah,1
olah saja,1
video tidak,1
tidak siih,1
sudah jaman,1
jaman qris,1
qris wallet,1
kaya dalam,1
dalam polisi,1
polisi lihat,1
lihat jejak,1
jejak digital,1
digital rekrutmen,1
rekrutmen naik,1
naik pangkat,1
pangkat polisi,1
polisi terjun,1
terjun daerah,1
daerah operasi,1
operasi militer,1
militer dalam,1
dalam negeri,1
negeri negeri,1
negeri itu,1
itu pangkat,1
pangkat kopral,1
kopral sersan,1
sersan tni,1
ketawa geleng,1
geleng geleng,1
geleng kepala,1
leoja tepok,1
tepok jidat,1
jidat haha,1
tau dagang,1
dagang donat,1
nutupin pertamina,1
pertamina tidak,1
bapak pramuka,1
pramuka memang,1
memang cocok,1
cocok main,1
main api,1
api unggun,1
skin police,1
police saber,1
saber recall,1
recall ngekill,1
tidak puas,1
puas kek,1
kek kecewa,1
kecewa ilopsili,1
komennya ded,1
ded judol,1
duit boss,1
boss dekengane,1
dekengane dewe,1
bukti lembaga,1
lembaga ciber,1
ciber polri,1
polri kualitas,1
kualitas sedih,1
tidak pura,1
pura bego,1
bego bagaimana,1
bagaimana bro,1
bro yang,1
yang ngidupin,1
sama kmampuan,1
kmampuan ahli,1
cyber kpolisian,1
sebenernya kalau,1
kamu paham,1
paham sistem,1
sistem informatika,1
informatika kamu,1
data untuk,1
website itu,1
itu sulit,1
sulit nyari,1
data milik,1
akun sosmed,1
sosmed kalau,1
kalau bikin,1
bikin web,1
web bayar,1
nya via,1
via satellite,1
