username,comment,time
@bramsantoso-x8l,lo ngpain booss,1 hari yang lalu
@thekatzenberg,🧐,1 hari yang lalu
@merintislagi,percuma di blur dan gak disorot org2 udah tau ini si teguh,2 hari yang lalu
@sadifirmansyah2014,"​ @merintislagi wkwkwk pasti cuma lihat di awal aja,",2 hari yang lalu
@shinjiiiii,sefong terus,2 hari yang lalu
@anon75,individu bang menurut ku,1 hari yang lalu
@sempakkkkk111,​ @anon75 klo menurutku berkelompok ..tapi di sisi lain gw juga nuduh individu,1 hari yang lalu
@mainanrazan,"itu dia bekerja sendiri,, klw berkelompok sudh dri dulu didapat dan ditangkap,",1 hari yang lalu
@thekatzenberg,40+60=50+50=75+25=37+63=11+89=66+1+33,1 hari yang lalu
@yahyangegame8756,faktanya yang cerdas gak lebih dr 10%,1 hari yang lalu
@pe3720,yang cerdas sdh dapat kerja😂,1 hari yang lalu
@ichsan1st,"mana mau om jim ngomongin ginian, udah gak kelas dia lagi bahas server.. maenannya udah satelite security",1 hari yang lalu
@ritz_hiver,"halah, semua pada ngaku2 punya kenalan hacker 😂",2 hari yang lalu
@theagpsz,"setau gua, kalo hacker ga akan ngaku dirinya hacker dah. ini gua dapat dari mantan direktur cia yang pernah diwawancara, dia bilang kalo hacker pasti akan sembunyikan identitasnya sampai mati, apalagi kalo udh ada kerjasama dengan intelijen macam mi6, mossad, atau cia.",1 hari yang lalu (diedit)
@rezhayudha3205,"bener ini , malah saya di beri data para pekerja di badan intelejen nasional . dr no alamat kelurga dllnya",2 hari yang lalu
@crayonabdillah4056,cuma cek nomer rekening atau saldo?  atau bisa cek mutasi?,2 hari yang lalu
@slametriyadi-ih3nz,gw tadi sore ditelfon cwek penipu kok tau tentang gw anjirr dan atm gw 😅😅😅😅,1 hari yang lalu
@thekatzenberg,santuy aj bro,1 hari yang lalu (diedit)
@fakigaming4779,🤣🤣🤣🤣,2 hari yang lalu
@clarralloverra1573,lg ngebakso,2 hari yang lalu
@agungnovan3739,"pelajar yang di tembak polisi, trus di fitnah tawuran, juga bisa",2 hari yang lalu
@aaaa1-71,yg lindes orang aja 20 hari wkwk masi percaya kah?,2 hari yang lalu
@nwdorna,😊,1 hari yang lalu
@arinurcahyo692,"kalo polisi salah tangkap, dilaporkan balik gimana ya??",2 hari yang lalu
@sriyatibasman7684,"harusnya ank ank cerdas seperti ini
direspon positif oleh pemerintah
beri lapangan pekerjaan",1 hari yang lalu
@winkull3706,maaf kami dari pihak kepolisian salah tangkap👌 kami minta maaf ya guys🙏🙏🙏😬😬😬😬😬,1 hari yang lalu
@mtpmvlog,salah nangkep bjorka malah nangkep bjirka😂😂😂😂,1 hari yang lalu
@ferapujia.9762,ini podcast baru? kok dejavu ya obrolannya 🤔,2 hari yang lalu
@rizkyrich5159,om ded undang mega bintang pak mentri keuangan donggg om.,2 hari yang lalu
@haikalahmad-b6h,makanya polri harus rekrut calon polri yg ketat dan jujur ..jangan duit ..duit.  duit ...😂,1 hari yang lalu
@vikyidiarto1405,"sekali - kali undang pak jim geovedi , dari sudut pandang dia bagaimana keamanan cyber di indonesia om ded",1 hari yang lalu
@eghisopian9886,undang pak purbaya om!! 😊,2 hari yang lalu
@laogiman,"anak² yg keracunan makanan aja dianggap sepele, dan dianggap hanya 0, persen aja. itu nyawa loh. apalagi ini hanya data, pasti dianggap sepele buat pemerintah.",2 hari yang lalu
@kerang_hijau,"bjorka itu bukan 1 atau pemain utama..seperti hal nya annonimous,.jadi sampai kapanpun mereka akan tetap ada..dan percaya gak percaya para cyber ini juga sebenernya menjaga indonesia melalui dunia cyber..klo gak dah jebol parah data2 org2 indonesia baik di pemerintahan atau sipil.",1 hari yang lalu
@egg_in9937,pol poll…. 😌🤌,2 hari yang lalu
@segerrr_daddy,"narasumber ini valid sih om,, soalnya saya sendiri bjirka... :person-turqouise-waving:",2 hari yang lalu
@raditjani7979,om ded undang saroni dong om..,2 hari yang lalu
@praktisicinta,"bjorka: kena prank kan. 
teruslah menghibur masyarakat 😂😂",23 jam yang lalu
@_kadita.,bukannya dulu pernah ditangkep? yang katanya tukang es krim 😂,2 hari yang lalu
@metromebel4918,"saya yakin gak mungkin nangkap bjorka, simpel aja, karena nangkap fufufafa yang di kaskus aja gak bisa, apalagi nangkap hacker",2 hari yang lalu
@upukchanel,gw kasih kisi2 bjorka itu bukan independen atau seseorang tapi bjorka itu satu kelompok. tidak akan bisa negara ini menangkap bjorka. 380.04 pecahkanlah kode ini 🤣🤣 kalau memang instansi kepolisian bisa . itu pun belum tentu pasti,2 hari yang lalu
@novianaandriany,"anak""pintar bukan dipelihara negara,yg dipelihara koruptor😅",1 hari yang lalu
@fourtwenty-d6o,"boleh juga kontennya, tapi scatter di 𝙃𝙊𝙆𝘽𝙀𝙏 tetep juara",5 jam yang lalu
@ariqallammaseraty,"sudah banyak kasus kan, akhirnya ya ytta lah",2 hari yang lalu
@kotimcat,"kalau peraturan hk, pemerintah akan ngasih kompensasi uang kak, 
tapi kalau di indonesia kurang tahu 😂😂",2 hari yang lalu
@durray13,"saat anda berbicara dengan pengikut paulus~ ...

t: siapakah tuhan?
j: yesus
t: apakah yesus putra maria?
j: ya,
t: siapakah tuhan?
j: yesus
*tuhan yesus lahir dari ibu yang diciptakannya (maria)

t: apakah yesus lahir sebagai anak laki-laki?
j: ya,
t: siapa ayahnya?
tuhan
t: siapakah tuhan?
j: yesus
*tuhan yesus adalah ayah dari tuhan yesus dan pencipta ibu dia lahir darinya putra istrinya

t: apakah yesus adalah hamba tuhan?
j: ya,
t: apakah yesus mati di kayu salib?
j: ya,
t: dan untuk siapa dia naik?
j: untuk tuhan
*tuhan yesus disalibkan & naik ke tuhan yesus

t: apakah yesus seorang utusan?
j: ya,
t: siapa yang mengirimnya?
tuhan
t: siapakah tuhan?
j: yesus
*tuhan yesus adalah utusan tuhan yesus. tuhan mengirimkan dirinya sebagai utusan dirinya sendiri

t: apakah yesus berdoa ketika dia masih hidup?
j: ya,
t: siapa yang dia doakan?
j: untuk tuhan
t: siapakah tuhan?
j: yesus
*tuhan yesus menyembah tuhan yesus sendiri

t: apakah tuhan memiliki permulaan?
j: tidak
q: jadi siapa yang lahir pada tanggal 25 desember?
j: yesus
t: siapakah tuhan?
j: yesus
*tuhan yesus abadi sebelum segalanya tetapi dia lahir pada tanggal 25 desember

t: dimana tuhan?
j: di surga
t: berapa banyak tuhan yang ada di surga?
j: tuhan hanya satu.
t: di mana yesus duduk?
j: dia duduk di sebelah kanan tuhan.

t: apakah yesus adalah tuhan?
j: ya
t: jadi ada berapa banyak tuhan di surga?
j: hanya satu tuhan
t: dimana yesus?
j: dia duduk di sebelah kanan tuhan.
t: jadi ada berapa dewa di surga?
j: hanya satu tuhan. tetap

t: apakah yesus adalah tuhan?
j: ya
t: jadi siapakah tuhan-tuhan yang duduk di sana?
j: hanya satu tuhan?
t: dimana yesus?
j: dia duduk di sebelah tuhan.
t: berapa banyak tuhan di surga?
j: hanya satu.

t: apakah mereka duduk di kursi yang sama?
j: kata-kata ini hanya dipahami oleh orang yang memiliki hantu kudus.

*jadi.. tuhan mengorbankan tuhan kepada tuhan untuk menyelamatkan ciptaan tuhan dari tuhan. tuhan berdoa kepada tuhan untuk meminta bantuan tetapi tuhan tidak membantu tuhan, dan tuhan membunuh tuhan dengan bantuan manusia. dan bahwa tuhan adalah ayah dari dirinya sendiri dan ibu dari dirinya sendiri dan anak dari ibu yang diciptakannya pada waktu yang sama. dia juga abadi tapi tanggal ulang tahun'nya adalah...? 🙏

= kalau tulisan ini bisa sedikit membantu anda untuk ber'pikir, jangan sungkan untuk membagikan'nya (copy lalu paste, gratis kok😉) ke circle"" anda sebelum para keturunan kalian ikut ter'doktrin juga.. cheers 🥰",2 hari yang lalu
@nandarizqi5581,"bisa dilaporkan balik, nanti dipersidangan biasanya klo terbukti salah tangkap pihak kepolisian harus pulihin nama baik di ""media masa"" & diharuskan mengganti rugi materil sesuai tuntutan korban. cuma biasanya korbannya ga berani/ga ngerti karena harus sewa lowyer, makan waktu di persidangan,dll.",2 hari yang lalu
@michaelosborn2031,malah ruwed kebongkar semua kebobrokan nya apalagi dia tau sumber dana pinjol dan lain lain,2 hari yang lalu
@sulistiyono7024,kan dia kriminal juga😂 cm bukan byorka asli,2 hari yang lalu
@damararis21,"gak bisak kak krn mereka koloni, saling membela saling menutupi😂",2 hari yang lalu
@suryatani757,"​ @durray13 surat maryam 17, alloh meniup rahim maryam sehingga hamil dan lahirlah isa. jadi siapa bapaknya isa? siapa yg membuat maryam hamil? putar putar ka'bah untuk menjawab nya. 😂😂",2 hari yang lalu
@dscfishing4894,"harusnya bisa, tp kalo kasus yg di bahas ini menurut sy emg sengaja nangkap orang dengan kasus yg sama tp seolah"" dia bjorka biar kelihatan keren, jd ttep yg ditangkap mgkin memang tersangka tp bukan bjorka ... cuma biar keren aja 😂",2 hari yang lalu
@anturagennn,prittt 🎉,2 hari yang lalu
@arifascalon,bisa tapi bukan di konoha di negara lain yg bisa 😂,2 hari yang lalu
@aaaa1-71,berita pertamina ketutup nih,2 hari yang lalu
@evosfamss01,"​ @durray13  persoalan pertama, jika kau sebut tuhan itu 1. kenapa tuhan berdoa kepada tuhan ?

persoalan kedua, jika benar dia tuhan kenapa tuhan itu di lahirkan,  bukannya dia sang pencipta ? jika dia sangpencipta harusnya dia itu menciptakan bukan diciptakan atau di lahirkan, jika memang dia itu tuhan harusnya dia ada karna ingin meng adakan dan ingin menciptakan bukan malah tercipta.

persoalan terakhir, jika memang dia tuhan, kenapa dia itu meminta bantuan manusia ? harusnya dia yang membantu manusia dan dialah yang mengabulkan doa manusia bukan malah berdoa kepada tuhan dan di bantu oleh manusia",2 hari yang lalu
@abiimam5655,lapor balik rt/rw biar di hapus dari warrga😂,2 hari yang lalu
@viral6669,​ @durray13 apakah muhammad sunat??siapakah yg menyunat muhammad diumur 60 tahun 😅😅 silahkan dicopy paste dan dibagikan ya😅😅😅,1 hari yang lalu
@durray13,"nurut kek ama ysus: yohanes 17 : 3,
yesus mendefinisikan kehidupan kekal dengan berkata, “inilah hidup yang kekal, yaitu supaya mereka mengenal engkau, satu-satunya bapa yang benar, dan mengenal yesus kristus yang telah engkau utus.” tuhan cod tuhan? anda membatasi tuhan 🙏",1 hari yang lalu
@azismajnun666,mungkin yg di tangkep punya akun fake bjorka,1 hari yang lalu
@愛konohaxonepiece,kamu ga nyimak mereka ga mau terima kerjaan dari pemerintah.,1 jam yang lalu
@guigore3358,yaa... dia emang prnh di undang sebelum nya,2 hari yang lalu
@remondewa6224,"karna memang sudah pernah, dan parahnya lagi yang dibahas ya bjorka juga masih 😂.",2 hari yang lalu
@ferapujia.9762,"​ @guigore3358 justru karna pernah diundang, isi obrolannya kok kyk pengulangan 😂",2 hari yang lalu
@semzapi,"​ @ferapujia.9762 iya pengulangan dan penegasan,  tpi kalau gak di goreng begini itu bjirka kw kasihan cuy😅😅😅",2 hari yang lalu
@syifaelfath6608,up laah,12 jam yang lalu
@chotijahmaslan4423,up,2 hari yang lalu
@tanpanama-u9w,"jangan salahin presiden yh, salahin pembisik nya... yang di sayangkan presiden kita gk main sosmed secara langsung seperti dedi mulyadi...jadi tau apa yang sebenernya terjadi di bawah, soalnya pembisik sekarang masih terafiliasi dengan periode sebelumnya.",2 hari yang lalu
@dhanisapristi,"covid aja di bisniskan kok, 😂😂",1 hari yang lalu
@rezoye710,mau berharap apa😂,2 hari yang lalu
@fifitu-v9v,bjirka yaa😭,2 hari yang lalu
@yosiaandre2432,"kenalin, saya byurka",2 hari yang lalu
@sobatmager17,asli ngakak 😂,2 hari yang lalu
@anakesolikin-k7v,bijipelerka,2 hari yang lalu
@lutfira3842,bjirlah,2 hari yang lalu
@jonasimbolon5860,saya bjorlah 😂,2 hari yang lalu
@myandy1314,saya kejeburkya,2 hari yang lalu
@kuroshakidante900,penting juga kagak tuh orang,1 hari yang lalu
@dioamynovian2967,mang eak?,2 hari yang lalu
@riskanahak,kan katanya bukan fakta nya?🤭,2 hari yang lalu
@aaaa1-71,pengalihan isu pertamin kah?,2 hari yang lalu
@indraaprillianto2690-l2c,"ada juga di bandung ternyata penjual bakso cuanky, di tegal penjual telor asin, dan di jateng tukang sate kambing",2 hari yang lalu
@zaynazara-19,betullll bgtttt🎉🎉🎉🎉,2 hari yang lalu
@blacklibra75,siplester aja msh blm ketangkep...😅,2 hari yang lalu
@mohammadkhoirulazman2627,fakta wkwk,2 hari yang lalu
@suryapratama-u6h,"ada dua yang ga bisa ditangkap polisi kita
pertama orang berduit
kedua orang yang jenius kaya bjorka 
dan hanya satu yang bisa ditangkap polisi kita, orang dengan stnk mati kwkwk",2 hari yang lalu
@cittosinyataya957,😂😂,2 hari yang lalu
@m.mahardika-c9k,setdah... bener lagi kata lu bang 🤣,2 hari yang lalu
@iswanhadiparinduri-1634,op,2 hari yang lalu
@yukifoya,"plot twist nya eh ujung2 nya bjorka kerjaan pemerintah sendiri juga,bikin gaduh sendiri demi menutupi kasus lain,bersihin sendiri cuma buat sebuah pujian dan validasi masyarakat seolah pemerintah hebat 🤣",2 hari yang lalu
@studioye8535,36:21 deddy masuk kantor cyber  yang tv pake video ala² matrix 😂,2 hari yang lalu
@cepetngakak,smoga cepat sadar la tu org korup kalau data itu penting 😸,13 jam yang lalu
@xwzhhh,2 kata lucu nangkep bjorka😂,2 hari yang lalu
@shamzi5889,0:12 dari suaranya saja saya tau ni yg mas g0ndrong it kan ya??😊😊,2 hari yang lalu
@brian.ramahesa,menurut gw itu sengaja di salah tangkapin biar berita nya rame biar supaya kasus kasus yang besar ke tutupin,2 hari yang lalu
@jackbrownjack3797,"thn 2000 an awal kalo udang denger chiter gamer kok langsung dapet datanya dari anak2 binus,emang mantab 😂
hecker jebolin data udah dari lama pak,ngapain baru di cari sekarang.
tolong cyber police belajar lagi masalag programer yg lebih ditil pak,apa di tampung aja anak2 ini supaya negara bisa lebih beruntung bisa memperkerjakan anak2 bangsa,banyak lapangan kerja model lama yang sudah tergerus mati,tapi banyak juga lapangan pekerjaan baru yang akan muncul.
terus berkarya aja buat generasi muda 👍🙏",1 hari yang lalu
@devionspectre,"gw pernah, 37:48 windows gw masuk ke 2nd computer (setiap mw shutdown ada notifikasi), sedangkan gw cuma punya laptop 1 biji, gw gatau siapa yg make, gw gatau harus gimana, jd ywdh wkwkwk",2 hari yang lalu
@mystery-b8n2v,😮,2 hari yang lalu
@rian_ceo,"lagian gimana ceritanya lulusan sma yg masuk institusi aja harus bayar ratusan juta dulu, bisa nangkap hacker?😂🤣",2 hari yang lalu
@halawahmediachannel,"berapa aja..
itu adalah kata2 agar kesan nya tidak meminta..tp rakyat yg ngasih duit😂",1 jam yang lalu
@healing_mood_,mamang gondrong ga gondrong lagi😅😮🥰,2 hari yang lalu
@rayamercury,"hacker"" hebat di indonesia di anggurin pemerintah 😂😂 itu udah jelas,,dari pada pemerintah biaya'in hacker pinter,,mending dananya buat beli'in tas branded istri,,beli'in mobil pajero buat anak 😂 indonesia bos,,apa yg bisa kalian harapkan dari tikus"" berdasi di pemerintahan",2 hari yang lalu
@rama7-rb1mj,"""gak tau ya, mungkin selama ini gak ada prestasi...""
santai tp pedes...😅😅😅",1 hari yang lalu
@genocase9025,hari2 bikin malu instansi kita 1 ini 😅😅😅😂😂😂 pengen ngomong kasar aja rasanya😂😂😂,1 hari yang lalu
@ceritaemak2674,"intinya kalau mau dicari bisa, karena orangnya paling itu2 aja. tapi mereka gamau, karena buat apa? ga ada urgensinya buat mereka. malah dgn adanya bjorka mereka jadi banyak klien krn makin banyak yg sadar pentingnya cyber security.",1 hari yang lalu
@manusiabumiiiiiiiiii,"orang indonesia tuh pinter"" tapi karena kurang dilirik, dan yg dapet kedudukan ordal. jadi akhirnya mereka bawa kepinteran mereka ke jalan yg salah",11 jam yang lalu
@akundolanan1272,yg mestinya dibawa ke sini bukan cuma orang yang tau it aja pak. coba yang katanya udah nangkep bjorka juga di undang kira kira bakal ngomong apa dia,3 jam yang lalu
@premwewe,suka bgt kalo ngobrolnya sm om hacker yg 1 ini... yg dulu aja pernh gw ulang2 😂 ...,1 hari yang lalu
@ezymenzyofficial,bjorka yg asli lgi ketawa sambil baca berita😂,1 hari yang lalu
@baihaqihakim2981,no offense kayakny pemerintah org yg duduk sana ga sekompeten itu,2 hari yang lalu
@ekakurniadi9693,padahal cuman visual comand doang,1 hari yang lalu
@bestclip513,buka miscrosoft exel aja gak bisa 😅,2 hari yang lalu
@savrizvic,mas teguh aprianto mngkin y,2 hari yang lalu
@formula1epic,iyaa betul,2 hari yang lalu
@ahmadsampit7745,"muka nya,kaya nya sama..",2 hari yang lalu
@formula1epic,iyaa itu teguh yg pernah diundang juga sebelumnya,2 hari yang lalu
@r.q.a2265,plotwis nya ternyata dia bjorka nya,2 hari yang lalu
@shamzi5889,​ @r.q.a2265 bisa jadi plot wist lg yg punya close the dor bjorka.😂,2 hari yang lalu
@yogichannel9746,​ @r.q.a2265 sempat mikir kayak gitu juga kau 😂😂,2 hari yang lalu
@wongranggadek,pikiran gua juga kesini deh bro,2 hari yang lalu
@adimahendraaa,kasus besar contohnya,2 hari yang lalu
@wongranggadek,​ @adimahendraaa yaa ga tau bro kan di kita cuma menduga duga. udah kaga kaget yang gini an,2 hari yang lalu
@adimahendraaa, @wongranggadek masalahnya belum ad berita yg besar2 amat buat ditutupi brok 😂,1 hari yang lalu
@brian.ramahesa,​ @adimahendraaa pertamina trus tambang di raja ampat,1 hari yang lalu
@wongranggadek,​ @brian.ramahesa nah abang ini cerdas.,1 hari yang lalu
@hanaindrianisetiawan109,ia..mnrt ku mereka disuruh jadi lelucon aja biar jd guyonan se indonesia. biar pada hilang focus ni orng2,1 hari yang lalu
@hery.potter6306,manuk akal,2 hari yang lalu
@papabro-t8d,mungkin mu udah menang kwkwkw,2 hari yang lalu
@novembereleven87,​ @papabro-t8d bukan ni orang bambang 😅😂,1 hari yang lalu
@jenkkelin.gaming3858,"“mungkin tidak ada prestasi selama ini, jadi butuh” kelas bangg.. paling abis ini komunitasnya diperiksain tuh🫢🫢",31 menit yang lalu
@taufikhidayat-q4t,kerjanya polisi cuma duduk ngerokok ngopi suruh nangkep hacker 😅 😅,20 jam yang lalu
@iwandharmawan8160,lho byorka lagi demen sound horeg om jedah jedug in data wkwkkw,22 jam yang lalu
@nalommarbun4060,masukin perintah ke mesin automation mencari celah pintu masuk ke aplikasi.  40:31. apalagi sekarang lagi tren automation ai.,1 hari yang lalu
@aziegareng114,bjorka : pengalihan isu apalagi ini😂,20 jam yang lalu
@anisdinarki,"fufufafa aja gak ketangkep,,gitu mau nangkep bjorka😂😂😂😂",1 hari yang lalu
@abuiandi8573,"bjorka.
harus diangkat menjadi menkominfo. karena hebat",15 menit yang lalu
@bjnbjn-x4v,"jangan pernah takut lagi rakyat indonesia melawan pejabat2 korup   ,,,, harus ada institusi rahasia yg hanya presiden yg tau untuk membasmi para koruptor., langsung di karungin aja sprti jaman soeharto",18 jam yang lalu
@bima-yy9ho,57:21 saya pake shopee 🗿,13 jam yang lalu
@djoebintangtimur6345,"kalau bukan bjorka, berarti yang ketangkep bjirka 😂😂",1 hari yang lalu
@marjonokaliprak,"bjorka: wahh gue ketangkep lg gumamnya sambil guling"" menonton beritanya.  🤣🤣",1 jam yang lalu
@mhmmdalfarzkyy,"kerenn cara ngmong narasumber nyaa bikin betah dengerinn , hebatt mas😅",1 hari yang lalu
@tanguyaung2467,kasus di sumut orang ditangkep sabunya dikantongin oknum pinter banget rekayasa nya emang real penjahat,15 jam yang lalu
@racingold,"7:46 ada suara misterius,,,(haaaaaaaaaaaaaaa) 😂😅🤣😅",1 hari yang lalu
@chjwoo7,"buat yang tertarik dengan cybersecurity dan ctf ada komunitas namanya nusahack, komunitas masih baru",2 hari yang lalu (diedit)
@alfianleosaputra5710,"masyarakat di suruh percaya sama polisi pake acara nangkep hacker..
.
nangkep bandar judol aja ga becus..",2 hari yang lalu
@sintanays6430,gue sepakat dengan narsum bahwa bjorka bukan perseorangan tetapi ini semacam organisasi hacker. sehingga jika ada 2 orang yang dicurigai bjorka maka akan ada klaim itu yang dicurigai bukan bjorka....,2 hari yang lalu
@losung-k1u,"udah tarik berkali-kali,💙ℙℝ𝕆𝔹𝔼𝕋-855💙gak pernah mengecewakan!💯",16 jam yang lalu
@lapakwd_caridigoogle-19,"di komunitas anak2 it, sekarang sudah ada pelatihan hacker ( kayaknya ga bayar , krn ini bocah ga pernah minta duit buat ikutan pelatihan tsb). mereka biasanya nanti legally jual kemampuannya perusahaan2 besar, untuk melihat apakah system mereka ada kebocoran. bayarannya lumayan.",1 hari yang lalu
@edhoangkot,"gue pikir cuma di video ini yang seru, ternyata di 𝙃𝙊𝙆𝘽𝙀𝙏 juga lebih seru 😍",5 jam yang lalu
@w1thre,wih discord servernya ada bang?,2 hari yang lalu
@nopedawn,mw join kk :3,2 hari yang lalu
@harachwe9797,kalau kepoin dulu boleh ka?,2 hari yang lalu
@acellegend6630,"malah gw lebih percaya yang di tangkap itu emang betulan bjorka 
karna gini hacker itu ngk sebdoh itu terang terang menamai diri nya atau memberi kan organisasi bjorka
bisa aja hacker itu mencari nama bjorka atau aku sebenarnya bjorka terus di jadikan nama jadi orang orang memikir nama dia bjorka nanti suatu saat jika di tangkap yang akan di tangkap itu ya si bjorka nha bukan hacker nya, karna hacker nya menajdi kan bjorka sebagai membuat nama hacker itu besar aja jika pun ke tangkap itu bjorka nya bukan hacker itu",2 hari yang lalu
@teknokaryaestima,​ @acellegend6630  ngomong apaan sih 😭,2 hari yang lalu
@aaaa1-71,pertamina,2 hari yang lalu
@blacklibra75,​ @acellegend6630 apaan sih ???😢,2 hari yang lalu
@anwarpurbalingga,​ @teknokaryaestima kirain gua doang yg bingung nyesel baca jir,2 hari yang lalu
@bintangmuhamad5724,wkwkkw sejak kapan ada pelatihan ..kebanyakan otodidak,1 hari yang lalu
@karowonglanang,info loker min,1 hari yang lalu
@rizkyaja-y7o,​ @bintangmuhamad5724 seriusan amat ama komen judol,1 hari yang lalu
@helixid-ch,itumah bug hunter ajc,1 hari yang lalu
@inyiakputiah-l9v,"bg mau nanya, kalau bajak kamera hp orang lain tanpa sentuh hp si target atau tanpa kirim link ke si target apakah bisa?",1 hari yang lalu
@yuurrr_,​ @inyiakputiah-l9v bisa tapi cari tau sendiri😂,1 hari yang lalu
@torikin1176,"​ @inyiakputiah-l9v  susah klu gk tau hp nya apa sama imei hpnya,",1 hari yang lalu
@whoami_46,iya mencari bug di system tersebut,1 hari yang lalu
@cristoperteguh1825,​ @karowonglanang sejak kapan pelatihan menjadi hacker gak bayar (gratis) 😂 coba sebutkan nama komunitas nya apa biar saya nantii daftar ke komunitas tersebut..😊,1 hari yang lalu
@tothepoint6055,info pelatihan nya dimana kak..bagi link,1 hari yang lalu
@komputerbanyak,otodidak mah.. 😂.. mana ada pelatihan.. makanya anak it ga mau bantu pemerintah karena ga di bayar.. kerja bakti doang..,1 hari yang lalu
@mf_short47,"yg ada coding bang, hacker gak ada pelatihan.",1 hari yang lalu
@kagome12hc,orang awam boleh ikutan belajar gak ya,1 hari yang lalu
@monovlog9254,yg aku garis bawahi gak berprestasi 😂😂😂😂,1 hari yang lalu
@andrysetyoso1696,pelatihab hacker wkwkwkw pelatihan cyber security,1 hari yang lalu
@kent_murphii,"bener bang ,terutama di jogja ,banyak banget anak"" pinter soal it hacking"" ,temen gua aja rela kuliah disana 😂",1 hari yang lalu
@ariefsetyawan9475,hoax wkwk,1 hari yang lalu
@lapakwd_caridigoogle-19,gas bg di lapakwd 🎉🎉,1 hari yang lalu
@antgen9023,​ @kent_murphii kuliah dimana bang ?,1 hari yang lalu
@yosep_juan6330,😂😂😂,1 hari yang lalu
@cungkringandi2761,sebelum 2003 udh ada.. cuma publikasi gk seluas dan gampang sekarang.,1 hari yang lalu
@wearelornashore,"​ @bejouhuy123 lu yg lawak kayanya, keliatan ga pernah mengikuti itu. ctf itu juga pelatihan. kemarin juga ada di russia pelatihan hacker dari seluruh dunia dan dari indonesia perwakilanya ada 14 orang untuk mengikuti pelatihan cybersecurity disana😂😂😂

lawak ngatain lawak kocak",1 hari yang lalu
@kusiahhartati,anak2 special malah cerdas2,1 hari yang lalu
@iniwahyu_kw,bot judol njir 😂,1 hari yang lalu
@rafikgunawan8802,spil bang dimana ?,1 hari yang lalu
@indrasaputra3710,​ @mf_short47 ada pelatihan tapi tdk gratis,1 hari yang lalu
@alpatihmia,​ @inyiakputiah-l9v bisa bang😂😂😂,1 hari yang lalu
@fsgaming-x8z,​ @inyiakputiah-l9v bisa nyuruh tuyul 😂😂😂😂,11 jam yang lalu
@topfarmid,"bug bounty ya, aku lagi proses belajar bug bounty jga",2 jam yang lalu
@pharsageming9437,kocak juga ya pak pol.klu gitu para pol bisa ikut stan up komedi😂😂😂,16 jam yang lalu
@tipstrick6981,emang bpa2 coklat ni paling pintar bikin malu. 😂😂😂😂😂,21 jam yang lalu
@brameswaraarizona-e2m,bjorka kebangetan ngeliatin masyarakat isi otak satu istansi,10 jam yang lalu
@kiswara21,karena gw ngefans sama bjorka otw ganti nama sosmed pake nama sendiri ah tkut ketangkap🗿,20 jam yang lalu
@iqbaladitiyadiary3687,"singkat padat ""yahhh karna selama ini engga ada prestasi kali ya"" cuaakksss",1 hari yang lalu
@cancier4,"disini bisa disimpulkan klo indonesia banyak sekali anak anak muda yang memiliki talenta it , namum ................!!!!
😁😁",1 hari yang lalu
@mvjr3289,berita bjorka ketangkap!!! gue ngakak abis sampai perut sakit cuk😂😂 bjorkanya macam mabuk lem!,1 hari yang lalu
@rahmadcahyoagung7803,"hampir bangga dengan polri,..... saat kondisi tidak dipercaya masyarakat.

semoga polri real bisa nangkap hacker sungguhan.",18 jam yang lalu
@yss5006,"kalo di konoha mah kalo generasi muda mkin maju dan pnya kemampuan khusus,sma negara di biarin.....tapi kalo pejabat korup di piara...inilah realitanya....",23 jam yang lalu
@farobiekukuhsaputra3834,bjorka : kocak gimang 😂😂,11 jam yang lalu
@hidayat-n6k,"intinya jngn pernah bantu aparat karna bs berbalik ke kita ujungnya cm minta maaf tau anjink, tapi nama baik kita hancur..",1 hari yang lalu
@firdausnainggolan3803,"makin bnyk dong yg salah tangkap,,dihukum lagi,,kacau nih polisi ini klo salah nangkap mulu",21 jam yang lalu
@apnteam-i5g,"stiap aspek pemerintahan gk mikin org itu pinter atau jago,,, yg penting famili,, bukan krn validasi yg mumpunin",2 jam yang lalu
@andriansyah_07,iya bener kaya cit ff garena itu dari gringo orang brazil itu juga ke butuhan kusus❤❤,23 jam yang lalu
@zakocy,"tapi serius komunitas hacker itu orang nya asik asik, tahun 2012-2013 tuh pernah join salah satu grup blackhat dan isinya bener bener orang ga pelit ilmu. ilmu yg diajarin selalu dikasih catatan ""gunakan dengan bijak, jangan digunakan di negara sendiri"". jadi aktivitas nya pernah² di pantau sama anak komunitas tersebut",1 hari yang lalu
@barooqq,"policinya sibuk olahraga lari kalau pagi, nggak sempet belajar wkwkwk",1 hari yang lalu
@raxordy67,"saran bang deddy, undang pak onno purbo beliau menyediakan kelas gratis tentang hal ini",1 hari yang lalu
@achmadarif-c2q,"kalau lihat kasus bjorka ini , jujur saya kok jadi makin ragu ya , dengan narasi indonesia emas 2045 !!",22 jam yang lalu
@agungnovan3739,"51:25 polisi punya, temen gw pernah kena salah tangkep soal narkoboy, dia diminta hp nya, trus di colokin alat, wa wa yg udah di hapus, pada keluar semua. gilaaa",22 jam yang lalu
@nasukiazt,hacker itu bisa berkelompok. bahkan bisa berbaur dan tidak terlihat 😂😂,1 hari yang lalu
@arulhuznie,wow,1 hari yang lalu
