no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto
285,N/A,Awa Najwa,5,2 bulan lalu,"Tempatnya nyaman, rekomended buat yang doyan matcha 😍",N/A,Tidak
286,N/A,Rifky Nur Rohman,5,2 bulan lalu,N/A,N/A,Tidak
287,N/A,Angela Dea Prastika _,5,2 bulan lalu,"tempatnya enak banget, matchanya juga 😍😍😍😍😍",N/A,Tidak
288,N/A,Clara Riber,5,2 bulan lalu,"Tempatnya cozy banget, matcha nya enakk ga bikin eneg",N/A,Tidak
289,N/A,Reisya Athaveda Sando,5,2 bulan lalu,N/A,N/A,Tidak
290,N/A,Lieselotte Sherlock,5,2 bulan lalu,N/A,N/A,Tidak
291,N/A,Nadia Salsabila_12,5,2 bulan lalu,N/A,N/A,Tidak
292,N/A,Sri Suniawati,5,2 bulan lalu,Suasana nya Oke banget,N/A,Tidak
293,N/A,salsa billa,5,2 bulan lalu,N/A,N/A,Tidak
294,N/A,Kartiko Nugroho,5,2 bulan lalu,"Enak baristanya ramah,",N/A,Tidak
295,N/A,Muh AlHanif,5,2 bulan lalu,Kerennn,N/A,Tidak
296,N/A,Ghina Nur alya,5,2 bulan lalu,"tempatnya nyaman, tenang ga terlalu ramai",N/A,Tidak
297,N/A,Akrimi Salsa,4,2 bulan lalu,N/A,N/A,Tidak
298,N/A,Inkhasanah Arum,5,2 bulan lalu,Seruuuuu bgttt,N/A,Tidak
299,N/A,dwi septi rahmawati,5,2 bulan lalu,"Tempat nyaman, pelayanan sangat ramah",N/A,Tidak
300,N/A,Sekar Gayatri,5,2 bulan lalu,tempatnya nyaman,N/A,Tidak
301,N/A,Gandung Saputra,5,2 bulan lalu,tempatnya nyaman buat nongkrong ataupun nugas,N/A,Tidak
302,N/A,Nama Kosong,5,2 bulan lalu,N/A,N/A,Tidak
303,N/A,Vegi Sylvia Wardhani,5,2 bulan lalu,best matcha in town🫶🏻 tempatnya bagusss buat nongki cantik cantikkk🩵🩷,N/A,Tidak
304,N/A,Bunga Karisa,5,2 bulan lalu,mantap,N/A,Tidak
305,N/A,Sumpeno Priyanto,5,2 bulan lalu,N/A,N/A,Tidak
306,N/A,Ajeng,5,2 bulan lalu,N/A,N/A,Tidak
307,N/A,Berlia Rama Shika,5,2 bulan lalu,"Tempatnya bagus, layanannya baik, ramah” dll",N/A,Tidak
308,N/A,Putri Nabila,5,2 bulan lalu,"Tempatnya nyaman minumanya enak poll,pelayanannya juga ramah ramah top deh pokoknya😍",N/A,Tidak
309,N/A,alkanon,5,2 bulan lalu,"overall nice, matchanya more onto bitter side sesuai preferensi. matcha cheesecakenya juga bukan tipe yang manis, jadi blend dengan antara cheese dan matchanya",N/A,Tidak
310,N/A,Almay Rayhan,5,2 bulan lalu,N/A,N/A,Tidak
311,N/A,salsa dv,5,2 bulan lalu,"nyaman, pelayanan bagus rekomen",N/A,Tidak
312,N/A,Rivanilla,5,2 bulan lalu,Matcha terbaik di kota ini,N/A,Tidak
313,N/A,Farda Bilqis,5,2 bulan lalu,N/A,N/A,Tidak
314,N/A,alfan fauzan,5,2 bulan lalu,pelayanan ramah👍,N/A,Tidak
315,N/A,Mas yaki,5,2 bulan lalu,tempatnya enak banget menunya bervariasi,N/A,Tidak
316,N/A,Rifqi Muzakky,5,2 bulan lalu,N/A,N/A,Tidak
317,N/A,zhafranafif,5,2 bulan lalu,tempat yang bagus untuk dikunjungi,N/A,Tidak
318,N/A,Padma Tiara Aisya,5,2 bulan lalu,tempatnya oke😍,N/A,Tidak
319,N/A,Raffi Haidariza,5,2 bulan lalu,N/A,N/A,Tidak
320,N/A,Viola tahlita Walus,5,2 bulan lalu,N/A,N/A,Tidak
321,N/A,ARINA AZZAHRA PRIHANDINA,5,2 bulan lalu,N/A,N/A,Tidak
322,N/A,Renzo Hanan,5,2 bulan lalu,mantap pokoknya,N/A,Tidak
323,N/A,Putri Devya Permata Sari,5,2 bulan lalu,"tempatnya super comfy dan cozy, matcha nya enakkk!! wajib bgtt cobainn",N/A,Tidak
324,N/A,eka novita sari,5,2 bulan lalu,"tempatnya aesthetic buat foto foto baguss krna banyak spot fotonya, pelayanannya juga ramah",N/A,Tidak
325,N/A,ellien delinov,5,2 bulan lalu,nyaman tempatnya,N/A,Tidak
326,N/A,Queennina juice Mutiara dewi,5,2 bulan lalu,N/A,N/A,Tidak
327,N/A,Dorothea Carellsa,5,2 bulan lalu,Pelayanan ramah,N/A,Tidak
328,N/A,Ellya Agni W,5,2 bulan lalu,N/A,N/A,Tidak
329,N/A,Agnes Delia,5,2 bulan lalu,"recommend bgt nih buat kalian yg suka matcha, tempatnya jg lucuuu bgt",N/A,Tidak
330,N/A,vid levite,5,2 bulan lalu,"suasana dan minumannya bagus, rekomendasi buat kalian semua",N/A,Tidak
331,N/A,Marisyah Aulia,5,2 bulan lalu,N/A,N/A,Tidak
332,N/A,Tiara Salsabila,5,2 bulan lalu,N/A,N/A,Tidak
333,N/A,Nurhaliza Gadisha,5,2 bulan lalu,Tempatnya nyaman sekali.,N/A,Tidak
334,N/A,Dela lailia shafira,5,2 bulan lalu,tempatnya bagus dan pelayanannya oke banget,N/A,Tidak
335,N/A,Imellia Maysandri,5,2 bulan lalu,tempatnya nyaman buat nongki,N/A,Tidak
336,N/A,Rizki Oktaviani,5,2 bulan lalu,"ambiencenya cozy,servicenya okee,matchanya enak",N/A,Tidak
337,N/A,faizah azhahiro,5,2 bulan lalu,"tempatnya PW, banyak spot fotooo. minumannya juga enaaak!!🥰",N/A,Tidak
338,N/A,Linda Serdiani,5,2 bulan lalu,tempatnya nyaman buat nongkrong bareng temen maupun keluarga,N/A,Tidak
339,N/A,Muhammad Riduwan,5,2 bulan lalu,👍🏻 …,N/A,Tidak
340,N/A,Maria Laurensia Angela Haliem,5,2 bulan lalu,N/A,N/A,Tidak
341,N/A,Nabila Oktavia,5,2 bulan lalu,pelayanan nya sangat ramah,N/A,Tidak
342,N/A,24 Monika Sekar,5,2 bulan lalu,"makanan nya enak, staf nya ramah2 dan tempatnyaa nyaman, instagramable bgt!",N/A,Tidak
343,N/A,Happy wife,5,2 bulan lalu,"Rekomended bgt , ga ada yg ga enak 😍",N/A,Tidak
344,N/A,28_ShafanaSatwika,5,2 bulan lalu,kak angga sangat ramah,N/A,Tidak
345,N/A,Shalika Aurelia,5,2 bulan lalu,Matcha berkualitas baik,N/A,Tidak
346,N/A,siti rofiaini,5,2 bulan lalu,bagus banget tempatnya aesthetic minumnya juga banyak bgt grade pokoknya kalo pecinta matcha wajib kesini deh,N/A,Tidak
347,N/A,Aisyah Wulan,5,2 bulan lalu,tempatnya nyaman dan matchanya juga enak bgttt ✨,N/A,Tidak
348,N/A,Shofi Syakila,5,2 bulan lalu,"minumannya enakk buat yang suka pure matcha harus cobain siii,dan suasan nya enak jg buat nugas",N/A,Tidak
349,N/A,Naftali Alshad,5,2 bulan lalu,tempatnya bagus dan minumannya enak,N/A,Tidak
350,N/A,Rizki Triwibowo,5,2 bulan lalu,N/A,N/A,Tidak
351,N/A,Rey Kusuma,5,2 bulan lalu,"Bagus banget tempatnya asik, nyaman, seru lagi",N/A,Tidak
352,N/A,aiueoscdr13,4,2 bulan lalu,N/A,N/A,Tidak
353,N/A,Indri zahrotul,5,2 bulan lalu,N/A,N/A,Tidak
354,N/A,sayyida nafisa,5,2 bulan lalu,N/A,N/A,Tidak
355,N/A,Taqiyyana Channel,5,2 bulan lalu,N/A,N/A,Tidak
356,N/A,Hanif Fadilah,5,2 bulan lalu,N/A,N/A,Tidak
357,N/A,Nadira Amara Putri,5,2 bulan lalu,"tempatnya okee, macha nya best, service nya juga ga kalah best✨✨",N/A,Tidak
358,N/A,Alvar Rolly Richadi,5,2 bulan lalu,N/A,N/A,Tidak
359,N/A,alyaiueo,5,2 bulan lalu,"matcha nya enak bgtt, tempatnya super cozyyyy!",N/A,Tidak
360,N/A,Hanif Rifai,5,2 bulan lalu,BUTTERSCOTHNYA ENAKK,N/A,Tidak
361,N/A,aufara,5,2 bulan lalu,Tempatnya nyaman banget buat menghabiskan waktu luang..,N/A,Tidak
362,N/A,Christine Kinanthi,5,2 bulan lalu,"tempatnya asik banget, nilai plus nya 24jam!!",N/A,Tidak
363,N/A,lisna proof,4,2 bulan lalu,tempatnya cozy abiez buat foto-foto,N/A,Tidak
364,N/A,Watashi No,5,2 bulan lalu,"first-time kesini bakal nagih sih, pas banget ada dj 🫶🏼",N/A,Tidak
365,N/A,Bayu Adi,5,2 bulan lalu,"Pelayanan mantap, tempatnya nyaman, ada dj tiap selasa dan jumat",N/A,Tidak
366,N/A,nada salsabila,5,2 bulan lalu,"tempatnya pw, ada live dj nya juga asik",N/A,Tidak
367,N/A,Andryant,5,2 bulan lalu,enakk,N/A,Tidak
368,N/A,DUTA WARDAH AZUMAH -,5,2 bulan lalu,"Tempat nyaa asik banget, 24 jam pulakk!!",N/A,Tidak
369,N/A,Maulida Gustie El-Aisy,5,2 bulan lalu,suasana nyaman dan rekomen bgtt,N/A,Tidak
370,N/A,Dwi Suryani,5,2 bulan lalu,"Matchanya okee, pelayanannya bagus",N/A,Tidak
371,N/A,Vivi Trihagita,5,2 bulan lalu,N/A,N/A,Tidak
372,N/A,Andhira Puspa,5,2 bulan lalu,"Highly recommended buat para pecinta matcha. Semuanya exceeding expectations! Nongkrong disini juga super nyaman, tempat spacious dengan ambience yang sangat comfy. Mas mbak nya juga sangat welcoming dan ramah-ramah, super helpful juga dalam bantu decide menu apa yang mau dipesan. Shout out buat Mas Abel, makasih udah being super friendly dan ngasih tau tentang info-info cabang Matchia dan C28 yang lain! 🙂‍↕️🙂‍↕️🙂‍↕️",N/A,Tidak
373,N/A,Vanny,5,2 bulan lalu,"I highly recommend this place karena minumannya enaak dan tempatnya cozy bangeeet! Matcha nya banyak varian dan pelayanannya okeee (ramah sekaliii) untuk aku yang baru sekali ke sinii, aku betah banget :D shout out to kak Abelll 👍👍👍",N/A,Tidak
374,N/A,Kiyaa Fadya,5,2 bulan lalu,N/A,N/A,Tidak
375,N/A,defitapuspita,5,2 bulan lalu,tempatnya nyaman dan pelayanannya oke bgt,N/A,Tidak
376,N/A,andita dhuha,5,2 bulan lalu,"tempat cozy, rasa matcha pas",N/A,Tidak
377,N/A,Reza Shavira,5,2 bulan lalu,"Tempatnya bersih, makanan minuman yang enak dan juga karyawannya ramah ramah, untuk mas abel juga humble dan sopan ke customer ... terimakasih kakak kakak",N/A,Tidak
378,N/A,Rizkaa Rachman,5,2 bulan lalu,Tempatnya enak buat nongkrong 😍 …,N/A,Tidak
379,N/A,inova phapezt,5,2 bulan lalu,N/A,N/A,Tidak
380,N/A,inayahyashelmi putri,5,2 bulan lalu,N/A,N/A,Tidak
381,N/A,Brigita Audrey,5,2 bulan lalu,"Tempatnya nyaman, makanannya enak, matchanya mantapp",N/A,Tidak
382,N/A,Merry Friana,5,2 bulan lalu,N/A,N/A,Tidak
383,N/A,Aaron Dan,5,2 bulan lalu,Sangat baik menarik dan tenang,N/A,Tidak
384,N/A,Magdalena Dhea Amelia,5,2 bulan lalu,Calm tempatnya bagus² ada koleksi komiknya juga,N/A,Tidak
385,N/A,Rezkyaini Putri,5,2 bulan lalu,"Suasananya enak bgtt, kalcerr batt gokielsss aesthetic😍🤙🏻",N/A,Tidak
386,N/A,Via Rafita,5,2 bulan lalu,Tempatnya nyaman,N/A,Tidak
387,N/A,Widya Vintarini,5,2 bulan lalu,N/A,N/A,Tidak
388,N/A,Hanifah Zahra772,5,2 bulan lalu,N/A,N/A,Tidak
389,N/A,Tri Afani,5,2 bulan lalu,"tempatnya super cozy, minumnya enak enak",N/A,Tidak
390,N/A,Nilam Noer,5,2 bulan lalu,estetika parah kalcerrr,N/A,Tidak
391,N/A,SHIFA RAHMA,5,2 bulan lalu,N/A,N/A,Tidak
392,N/A,Alfina Damayanti,5,2 bulan lalu,"tempatnya instagramable, pelayanan ramah, minumannya rekomen👍🏻",N/A,Tidak
393,N/A,Reynaldi Stok,5,2 bulan lalu,"Tempat nya bersih, karyawan nya super duper ramah sekali, matcha nya the best, pelayanan nya super sekali",N/A,Tidak
394,N/A,rafi pranata,5,2 bulan lalu,N/A,N/A,Tidak
395,N/A,Rifka Nur Aini,5,2 bulan lalu,"matchanya enak, tempatnya nyaman, banyak spot bagus buat foto",N/A,Tidak
396,N/A,Syiva Nur,5,2 bulan lalu,N/A,N/A,Tidak
397,N/A,diajeng almas,5,2 bulan lalu,N/A,N/A,Tidak
398,N/A,dream life,5,2 bulan lalu,"Kuenya enak &&& banyak varian matchaa

Wajib ke sini, mampir dulu ya~~~⭐️⭐️",N/A,Tidak
399,N/A,Arini Kusuma Putri,5,2 bulan lalu,"ceremonial matcha nya enak, dijelasin satu satu jenis matchanya.
tempat duduknya comfy banget, wfc approved!",N/A,Tidak
400,N/A,binn 4r,5,2 bulan lalu,keren,N/A,Tidak
401,N/A,Ghaida Tsuraya,5,2 bulan lalu,Coozyy bgttt buat chill,N/A,Tidak
402,N/A,hanif ardiansyah,5,2 bulan lalu,tempat nyaa baguss nyaman aestetik,N/A,Tidak
403,N/A,Desry Isliko,5,2 bulan lalu,Rasa matcha nyaa enak ✨,N/A,Tidak
404,N/A,Srirahadita Pamungkas,5,2 bulan lalu,N/A,N/A,Tidak
405,N/A,Enzo,5,2 bulan lalu,N/A,N/A,Tidak
406,N/A,Malik Abde,5,2 bulan lalu,N/A,N/A,Tidak
407,N/A,Nadya Ulya,5,2 bulan lalu,pelayanan nya ramahh dan tempat nya rekomend,N/A,Tidak
408,N/A,Intan Puspitasari,5,2 bulan lalu,N/A,N/A,Tidak
409,N/A,Raihan Rafi Malik,5,2 bulan lalu,Kerenn,N/A,Tidak
410,N/A,Dhiya Sahra,5,2 bulan lalu,N/A,N/A,Tidak
411,N/A,Azyahra Dyah,5,2 bulan lalu,harganya sangat terjangkau dan pelayanannya sangat ramah,N/A,Tidak
412,N/A,Benedicta Pinandi,5,2 bulan lalu,Tempat yang nyaman untuk nongkrong dan menikmati rasa matcha..,N/A,Tidak
413,N/A,Intan Agatha,5,2 bulan lalu,"Tempat nya nyaman pelayanan nya baik, ada musik dj nya juga asiiik kalau ke jogja wajib mampir kesini karna banyak spot photo2 cantik 👍🏻🥰",N/A,Tidak
414,N/A,Fenii,5,2 bulan lalu,N/A,N/A,Tidak
415,N/A,Divana Ainur indah,5,2 bulan lalu,N/A,N/A,Tidak
416,N/A,lesye nini,5,2 bulan lalu,makanannya enak pelayanannya ramah🤍🤍🤍,N/A,Tidak
417,N/A,Safira Dita Prawesti,5,2 bulan lalu,"Kak angga pelayanan bagus, ramah tempat nyaman bagus cocom buat ootd",N/A,Tidak
418,N/A,Amanda Putri,5,2 bulan lalu,"Tempatnyaaaa nyaman, pelayanannya cepatttt. Makanan minumannya enak enak.
Apalagi yang namanya kak Angga pelayanan mantap👍🏻",N/A,Tidak
419,N/A,Cici Paramila,5,2 bulan lalu,N/A,N/A,Tidak
420,N/A,salsabila a,5,2 bulan lalu,N/A,N/A,Tidak
421,N/A,Vattaya Zahra,5,2 bulan lalu,"Great place, suka banget sama photoboothnya ❤️‍🔥",N/A,Tidak
422,N/A,Amanda M,5,2 bulan lalu,"Tempatnya oke, buka 24 jam, ada photobox lucu",N/A,Tidak
423,N/A,Natasya Aulia,5,2 bulan lalu,Matcha nya enak dan enak tempatnya untuk nongkrong ! Servisnya juga baik2!,N/A,Tidak
424,N/A,Zul Somadayo,5,2 bulan lalu,untuk tempatnya syahdu banget rekomendasi buat nongki ataupun nugas,N/A,Tidak
425,N/A,Nidia Kusuma Ning Tias,5,2 bulan lalu,Mantap banget pelayanan dan menu menunya,N/A,Tidak
426,N/A,Agatha,5,2 bulan lalu,N/A,N/A,Tidak
427,N/A,07. fa'aizza aghni alfareza,5,2 bulan lalu,bagusss,N/A,Tidak
428,N/A,maria tri,5,2 bulan lalu,Secara keseluruhan oke,N/A,Tidak
429,N/A,Elisabeth Nadia,5,2 bulan lalu,N/A,N/A,Tidak
430,N/A,Ananda E.R,5,2 bulan lalu,"Tempatnyaa enak buat nongkrong banyak spot fotonyaa jugaa, pelayanannya juga ramah banget😍 …",N/A,Tidak
431,N/A,beryl azza,5,2 bulan lalu,bagus bagus,N/A,Tidak
432,N/A,Ilham Makarim,5,2 bulan lalu,Tuhan Tuhan,N/A,Tidak
433,N/A,ardiyansyah koko,5,2 bulan lalu,tempatnya nyaman and estetik banget buat foto' apalagi buat anak gen z cocok banget buat nongkrong' nugas di sini,N/A,Tidak
434,N/A,Aqiilah Salmaa,5,2 bulan lalu,"Tempatnya cozyy, nyaman ,ambiencemya seru, point plus 24 jam! Banyak spot foto, rasa dan ambiencenya wotrth the price!",N/A,Tidak
435,N/A,Demas Arya,5,2 bulan lalu,Usucha (ginza)! Terbaiktt,N/A,Tidak
436,N/A,Zihni Zia,5,2 bulan lalu,Bagus,N/A,Tidak
437,N/A,kereta prit,5,2 bulan lalu,N/A,N/A,Tidak
438,N/A,halida aira,5,2 bulan lalu,vibes nya gemees bgttt tempatnya nyamannn trs luuu lucuu bgtt dan ada photoboothnya jugaaaak gemeeess super gemess dan aestheticc sukakk!!!!,N/A,Tidak
439,N/A,nayla velysia1,5,2 bulan lalu,"tempatnya luas, pelayanannya ramah, atribut photoboothnya lucu-lucu.. POKOKNYAA KEREN BANGET TEMPATNYAA!!",N/A,Tidak
440,N/A,Ega Yudis,5,2 bulan lalu,"Matchanya enak tempatnya nyaman pelayanan nya juga oke, pecinta Matcha wajib cobain sih😍",N/A,Tidak
441,N/A,Selvia Helsan Eka Saputri,5,2 bulan lalu,"Good taste , Good Serve, kalian harus cobain guysss",N/A,Tidak
442,N/A,I’m Carl0 (oscarlisius),5,2 bulan lalu,N/A,N/A,Tidak
443,N/A,Syalomitha Mutiara David,5,2 bulan lalu,"tempatnya nyaman banget, cocok buat nyantai sama teman teman",N/A,Tidak
444,N/A,halomroct,5,2 bulan lalu,"tempat bagus banget, buruan kesini",N/A,Tidak
445,N/A,Regina Gina,5,2 bulan lalu,matchanya enak!! ada photobooxnyaa dan tempatnya lucuuuu😊💗👀,N/A,Tidak
446,N/A,annisa mita,5,2 bulan lalu,rekomen macha paling enakkkkk😍😍😍 …,N/A,Tidak
447,N/A,Fathiyya,5,2 bulan lalu,Pelayanan Ramah,N/A,Tidak
448,N/A,saddam darmawan,5,2 bulan lalu,tempat yg nyaman dan suasana menyenangkan terutama pelayanan dari mas satria,N/A,Tidak
449,N/A,Ryzal Nur,5,2 bulan lalu,"Tempatnya cozy, asik buat nongkrong..",N/A,Tidak
450,N/A,Cossete Cos,5,2 bulan lalu,N/A,N/A,Tidak
451,N/A,Sania Rizqiana,5,2 bulan lalu,N/A,N/A,Tidak
452,N/A,Karina Zahhra,5,2 bulan lalu,"coffe nya enakk, tempatnyaa baguss",N/A,Tidak
453,N/A,nia fajar,5,2 bulan lalu,Machia Cloud pink nya enak dan tempat nyaman rekomendasi buat kalian yg suka nongki nongki,N/A,Tidak
454,N/A,Riswanti Sepnia Bolani,5,2 bulan lalu,N/A,N/A,Tidak
455,N/A,danang akhirudin,5,2 bulan lalu,Recomend banget!!,N/A,Tidak
456,N/A,Desy Arima,5,2 bulan lalu,Tempatnya cozy bgt lucu parahh tiap sudutnya aesthetic dan instagramble bgt 😍,N/A,Tidak
457,N/A,Nabila Salsa,5,2 bulan lalu,N/A,N/A,Tidak
458,N/A,Tita Widyasari,5,2 bulan lalu,N/A,N/A,Tidak
459,N/A,Sri Muji,1,3 bulan lalu,Ko aneh ya parkir ko langsung di kasir,N/A,Tidak
460,N/A,Widitya Nurwesti,5,3 bulan lalu,"First time di Machia Palagan. Karena memang matcha lovers, dan keren karena varian nya banyak.
Service nya yg good & staff pny knowledge tentang matcha.
Excellent !!",N/A,Tidak
461,N/A,dede nofian,5,3 bulan lalu,Suasananya bagus dan ramah,N/A,Tidak
462,N/A,Eltriscy Natasya Sambenthiro,5,3 bulan lalu,"tempatnyaa comfyy bangett, servicenyaa kerennn",N/A,Tidak
463,N/A,Micela Yogma,5,3 bulan lalu,tempatnya bagus,N/A,Tidak
464,N/A,Meisya Asifatur rohmah,5,3 bulan lalu,tempatnya bagus,N/A,Tidak
465,N/A,Elizabeth Novi,5,3 bulan lalu,Matcha asli di kota.,N/A,Tidak
466,N/A,amanda dwi,5,3 bulan lalu,N/A,N/A,Tidak
467,N/A,Aak Gaming,5,3 bulan lalu,N/A,N/A,Tidak
468,N/A,rizkiihamzahh,5,3 bulan lalu,N/A,N/A,Tidak
469,N/A,Khoiri Amala,5,3 bulan lalu,N/A,N/A,Tidak
470,N/A,Araaa Zahra,5,3 bulan lalu,tempatnya enak kopinya juga enak,N/A,Tidak
471,N/A,Adhisa Arlinda,5,3 bulan lalu,"matchanyaaa enak, pelayanan ramah 👍🏻 …",N/A,Tidak
472,N/A,Irma Dewi,5,3 bulan lalu,"Matchanya enakkkk tempatnyaa nyaman bangett banyak spot foto..
Staff ramah bintang tujuuu",N/A,Tidak
473,N/A,Ghazi kun,5,3 bulan lalu,"The matcha is pretty good maybe one of the best matcha place in town, mungkin butuh sedikit penerangan di beberapa sudut hehe... Tapi overall the place is nice dan servicenya nagus banget orang2 nya ramah",N/A,Tidak
474,N/A,Kania Diva,5,3 bulan lalu,"tempatnya nyaman, estetik, makanannya enak",N/A,Tidak
475,N/A,R P,5,3 bulan lalu,"Nice, machanya one of the best. Ada mushola",N/A,Tidak
476,N/A,Bagas Riski,5,3 bulan lalu,"Pelayanan sangat baik, suasana nya sangat nyaman dan bisa membaur dengan customer",N/A,Tidak
477,N/A,Rifkasyrfa,5,3 bulan lalu,"baguss bangettt tempatnya, makanan minumannya recommended bangett",N/A,Tidak
478,N/A,Keisha Maisarah Naziihah,5,3 bulan lalu,"pelayanan nya ramah banget, matcha latte nya enak, matcha pistachio nya enak juga",N/A,Tidak
479,N/A,putri damayanti,5,3 bulan lalu,"Tempatnya kece banget, staffnya ramah. Recommended buat yg suka foto2🥰",N/A,Tidak
480,N/A,Ar- Ramadhani,5,3 bulan lalu,sangat bagus,N/A,Tidak
481,N/A,Henny Cristin Emmanuela,5,3 bulan lalu,Tempat nya nyaman dan enak bgt,N/A,Tidak
482,N/A,Laurentia Arda,5,3 bulan lalu,"Pertama coba matcha pistachio di Machia langsung suka, pelayanan baik semuanya ramah dan menyenangkan. Tempat estetik dan cocok untuk nongkrong atau foto-foto. Tersedia makanan manis atau gurih untuk pendamping minum matcha. Enjoy!",N/A,Tidak
483,N/A,Devanisa Tiarachma,5,3 bulan lalu,"Tempatnya comfy, pelayanannya ramah. Matchanya okeee!!!!",N/A,Tidak
484,N/A,Endah Setyasih,5,3 bulan lalu,pelayananya sangat ramah!🤩,N/A,Tidak
485,N/A,Bella Rizky Rahmalia,5,3 bulan lalu,N/A,N/A,Tidak
486,N/A,fida eni fida,5,3 bulan lalu,tempatnya cozy,N/A,Tidak
487,N/A,Nana,5,3 bulan lalu,"Lucu” tempat nya, palayanan nya cepet ramah",N/A,Tidak
488,N/A,Muhammad Imada Farza,5,3 bulan lalu,matchanya enak bangettt,N/A,Tidak
489,N/A,Hafifa Indra,5,3 bulan lalu,"Pelayananya bagus crewnya asik ganteng baik asikk deh klau mau ngkrong sini hehehe
Lobe buat mas sadam sama mas chevin",N/A,Tidak
490,N/A,rina meila putri,5,3 bulan lalu,"good service buat Mas Saddam dan Chelvin!! sukses selalu, matchanya enak",N/A,Tidak
491,N/A,halya afaren,5,3 bulan lalu,N/A,N/A,Tidak
492,N/A,raihan asyam,5,3 bulan lalu,"untuk makanan dan pelayan sangat ok, minuman dan makanannya enak,pelayanan juga sangat ramah",N/A,Tidak
493,N/A,satria gnwan76,5,3 bulan lalu,"Overall pelayanan, suasana, Makanan & minuman enak .. mungkin lebih di perbanyak varian minuman yang laiinya dan perbanyak promonya",N/A,Tidak
494,N/A,Resvilia Nurzikiresa,5,3 bulan lalu,N/A,N/A,Tidak
495,N/A,Elysa umiati,5,3 bulan lalu,Tempat yang bagus dan nyaman ✨,N/A,Tidak
496,N/A,Anindita Rezha,5,3 bulan lalu,N/A,N/A,Tidak
497,N/A,Nouval Daffa H.,5,3 bulan lalu,N/A,N/A,Tidak
498,N/A,Angelina Ichakk,5,3 bulan lalu,mantap,N/A,Tidak
499,N/A,Yupita Pebrianti,5,3 bulan lalu,N/A,N/A,Tidak
500,N/A,Mahardhika Unggul Prakarsa,5,3 bulan lalu,"Getaran yang bagus, direkomendasikan",N/A,Tidak
501,N/A,Haris Apriantino,5,3 bulan lalu,N/A,N/A,Tidak
502,N/A,MUHAMMAD NARENDRA WIBAWA,5,3 bulan lalu,sangat direkomendasikan,N/A,Tidak
503,N/A,Ninda Lilia Putri,5,3 bulan lalu,N/A,N/A,Tidak
504,N/A,danurwindo,5,3 bulan lalu,Very nice ambience enak buat ngobrol,N/A,Tidak
505,N/A,Ghania Taufiqa Salma Wibowo,5,3 bulan lalu,N/A,N/A,Tidak
506,N/A,Gita Putri Pramudyasari,5,3 bulan lalu,tempatnyaa lucuu & comfyyy,N/A,Tidak
507,N/A,Melvi Izza Hedarina,5,3 bulan lalu,tempatnya nyaman dan cantik! matchanya enak totally recommend,N/A,Tidak
508,N/A,Tania Nia,5,3 bulan lalu,N/A,N/A,Tidak
509,N/A,MAYANG T,5,3 bulan lalu,N/A,N/A,Tidak
510,N/A,Alfiana Puspa,5,3 bulan lalu,recomended bgt buat yg sukaa matchaa 🫶🏻,N/A,Tidak
511,N/A,nitti astriani,5,3 bulan lalu,"Matcha nya enakk, musiknya juga asik",N/A,Tidak
512,N/A,Durian Momtys,5,3 bulan lalu,"Musiknya asik, suasananya asik, banyak spot foto, minumannya juga relatif untuk kantong mahasiswa",N/A,Tidak
513,N/A,Rafli Ahmad Mulyana,5,3 bulan lalu,Enak matchanya,N/A,Tidak
514,N/A,Fakhrul Zidan,5,3 bulan lalu,tempat nya cozy banget + banyak spot² aesthetic nya buat foto². minuman nya juga rekomen semua,N/A,Tidak
515,N/A,Nurul Annisa,5,3 bulan lalu,"rekomendasi tempat matcha enakk, tempat nya bagus banyak spot foto!!",N/A,Tidak
516,N/A,Eries Risnawan,5,3 bulan lalu,tempatnyaa enak dan,N/A,Tidak
517,N/A,Rayhan Naufal,5,3 bulan lalu,"Matchanya oke, tempatnya nyaman, staff ramah",N/A,Tidak
518,N/A,27. Syifa anggita aulya,5,3 bulan lalu,TEMPATNYA NYAMAN,N/A,Tidak
519,N/A,Desthi Anggraini Prayoga,5,3 bulan lalu,"pelayanannya sanggar kerenn, bayak spot foto",N/A,Tidak
520,N/A,Mifta Nikmatul H.,5,3 bulan lalu,"tempatnyaa nyaman, pelayanannya oke ramah’",N/A,Tidak
521,N/A,tika hapsahroni panjaitan,5,3 bulan lalu,Mantap banget pelayang mas Angga dan mas Saddam terimakasih 👍👍👍 …,N/A,Tidak
522,N/A,Ripandi Yuspa,5,3 bulan lalu,"Pilihan matcha yang beragam, customisasi tingkat kemanisan yang bisa menyesuaikan selera.

Menu snack yang beragam

Fasilitas lengkap, suasana nyaman, fasilitas mushola dan toilet yang bagus dan bersih

Inovasinya adalah dengan biaya parkir dibayar di kasir, ga khawatir kalau ga bawa cash",N/A,Tidak
523,N/A,Trikartika Sari21,5,3 bulan lalu,tempat nya bagu dan nyaman,N/A,Tidak
524,N/A,Chevin Ariyus,5,3 bulan lalu,"overall tempatnya dan layanan nya okee banget, cocok buat kalian para Gen Z",N/A,Tidak
525,N/A,Herlina Hengkengbala,5,3 bulan lalu,"Pelayanan yang ramah, matcha nya juga enak, tempatnya juga nyaman.",N/A,Tidak
