no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto
257,N/A,zhazcya maharani,5,2 minggu lalu,N/A,N/A,Tidak
258,N/A,Cindy Pratiwi,5,2 minggu lalu,Cafenya buka 24 jam di sekitar malioboro tempatnya aesthetic bgt!!,N/A,Tidak
259,N/A,Ros Iyana,5,2 minggu lalu,Matcha nya enakkkk!!!!,N/A,Tidak
260,N/A,angger salahudin alayubi,5,2 minggu lalu,"tempat nyaman keren ,harga okee",N/A,Tidak
261,N/A,Irma Sudiawan,5,2 minggu lalu,oke banget buat skena skenaan,N/A,Tidak
262,N/A,yuvita amalya,5,2 minggu lalu,"tempat enak nyamann, bnyak spot foto",N/A,Tidak
263,N/A,Dimas Saputra,5,2 minggu lalu,N/A,N/A,Tidak
264,N/A,Fety Dwi Sulistyowati,5,2 minggu lalu,N/A,N/A,Tidak
265,N/A,Athirazahra Desepri,5,2 minggu lalu,N/A,N/A,Tidak
266,N/A,Triana Zulianti,5,2 minggu lalu,"Sangat nyaman, enak, aesthetic, dan semua sepotong foto bagus",N/A,Tidak
267,N/A,Yosi Andro,5,2 minggu lalu,"tempat bagus buat foto"" dan aestetic",N/A,Tidak
268,N/A,Yuli Nurliahh,5,2 minggu lalu,N/A,N/A,Tidak
269,N/A,smir kick,5,2 minggu lalu,N/A,N/A,Tidak
270,N/A,arin khoirunnisa,5,2 minggu lalu,"ramah, baik",N/A,Tidak
271,N/A,Dimas Damar M,5,3 minggu lalu,N/A,N/A,Tidak
272,N/A,De Joy,5,3 minggu lalu,"Tempatnya nyaman bangettt!! Minuman makanannya lumayan enakk, saran bisa lebih dibanyakin lagi savoury nyaa biar makin beragam menu buat nongkiii 😍😘",N/A,Tidak
273,N/A,Rifa Masli Putri,5,3 minggu lalu,Keren tempatnya suka,N/A,Tidak
274,N/A,Virsa Tildjuir,5,3 minggu lalu,"Tempatnya bagus banget, karyawannya juga ramah2. Rekomendasi sih",N/A,Tidak
275,N/A,Uci Tenri,5,3 minggu lalu,N/A,N/A,Tidak
276,N/A,Andi Tenri Gatrindah Lestari,5,3 minggu lalu,"Baguss bangett, nyaman, bersih dan lucu tempatnyaa❤️",N/A,Tidak
277,N/A,Evra,5,3 minggu lalu,"Suasana dan pelayanannya sangat luar biasa, saya akan kembali lagi segera 🫰🏻",N/A,Tidak
278,N/A,Rehan yoga pratama,5,3 minggu lalu,N/A,N/A,Tidak
279,N/A,Riu atmm,5,3 minggu lalu,N/A,N/A,Tidak
280,N/A,Muhammad Raihan Nawwaf,5,3 minggu lalu,Tempat nyaman dan betahh untuk nongkrong disini,N/A,Tidak
281,N/A,Sherllya Junita,5,3 minggu lalu,N/A,N/A,Tidak
282,N/A,Yohana AN,5,3 minggu lalu,N/A,N/A,Tidak
283,N/A,Ester Lina,5,3 minggu lalu,N/A,N/A,Tidak
284,N/A,altizer,5,3 minggu lalu,N/A,N/A,Tidak
285,N/A,vernii d2,5,3 minggu lalu,N/A,N/A,Tidak
286,N/A,Tiara Charolien,5,3 minggu lalu,Baik untuk pelayanan,N/A,Tidak
287,N/A,Haruman H,5,3 minggu lalu,Yang bagian milih lagunya siapa ya aneh banget playlistnya,N/A,Tidak
288,N/A,Meytha Vitriyani,5,3 minggu lalu,N/A,N/A,Tidak
289,N/A,Adi Juniawan,5,3 minggu lalu,N/A,N/A,Tidak
290,N/A,Yuda Januardi,5,3 minggu lalu,N/A,N/A,Tidak
291,N/A,Nadra Fitri,5,3 minggu lalu,hebat,N/A,Tidak
292,N/A,Diyaa Humaira,5,3 minggu lalu,N/A,N/A,Tidak
293,N/A,KADIKS,5,3 minggu lalu,N/A,N/A,Tidak
294,N/A,ARYA MAHENDRA,5,3 minggu lalu,N/A,N/A,Tidak
295,N/A,Pemuda Punkjalanan,5,3 minggu lalu,N/A,N/A,Tidak
296,N/A,Devira Arifma,5,3 minggu lalu,tempatnya kerenn bgtt,N/A,Tidak
297,N/A,Zahra Rizky wulandari,5,3 minggu lalu,nyaman si tempatnya kalau buat nongkrong gitu,N/A,Tidak
298,N/A,Lina Amalia,5,3 minggu lalu,menarik spot foto banyak,N/A,Tidak
299,N/A,riki harun,5,3 minggu lalu,sangat mengesankan,N/A,Tidak
300,N/A,Pino,5,3 minggu lalu,N/A,N/A,Tidak
301,N/A,Son Ny,5,3 minggu lalu,N/A,N/A,Tidak
302,N/A,Abeth Satriaa,5,3 minggu lalu,N/A,N/A,Tidak
303,N/A,Muhammad Prakasaa,5,3 minggu lalu,N/A,N/A,Tidak
304,N/A,Michelle Sianipar,5,3 minggu lalu,N/A,N/A,Tidak
305,N/A,Vadhilla Hakim,5,3 minggu lalu,N/A,N/A,Tidak
306,N/A,Juita Anastasya,5,3 minggu lalu,Enak,N/A,Tidak
307,N/A,Aftiasari Lestari,5,3 minggu lalu,N/A,N/A,Tidak
308,N/A,asyahra09ahha,5,3 minggu lalu,N/A,N/A,Tidak
309,N/A,Nabilah Permata,5,3 minggu lalu,gemes,N/A,Tidak
310,N/A,afifudin zulhan,5,3 minggu lalu,N/A,N/A,Tidak
311,N/A,Fino fno,5,3 minggu lalu,Menyenangkan dan staf ramah,N/A,Tidak
312,N/A,Afifah Amani Putri,5,3 minggu lalu,N/A,N/A,Tidak
313,N/A,Filia Febriandita,5,3 minggu lalu,"Pelayanan ramah, makanan dan minuman enak",N/A,Tidak
314,N/A,Gracesia Anita,5,3 minggu lalu,N/A,N/A,Tidak
315,N/A,Retno W,5,3 minggu lalu,"Tempatnya nyaman, rekomendasi cafe di Malioboro🤍 …",N/A,Tidak
316,N/A,Callysta Maharani,5,3 minggu lalu,N/A,N/A,Tidak
317,N/A,Muhammad Prima setiawan,5,3 minggu lalu,N/A,N/A,Tidak
318,N/A,Afton Umam,5,3 minggu lalu,N/A,N/A,Tidak
319,N/A,Afdol Wahidin,1,3 minggu lalu,Nyaman buat nyantai,N/A,Tidak
320,N/A,Fatimah Zahraa,5,3 minggu lalu,bagus bangetttt keren,N/A,Tidak
321,N/A,Nadiatul Humairoh,5,3 minggu lalu,N/A,N/A,Tidak
322,N/A,Siti Fatonah,5,3 minggu lalu,N/A,N/A,Tidak
323,N/A,diyahpawestri 28,5,3 minggu lalu,N/A,N/A,Tidak
324,N/A,06_Cahaya Zahrottussyita Putri Prawira,5,3 minggu lalu,"tempatnya sangat cozyy, comfort juga buat nongki, kece abiezz, pelayanan ramah bangett, bintang 5 🤩🤩",N/A,Tidak
325,N/A,Amru bintang,5,3 minggu lalu,N/A,N/A,Tidak
326,N/A,Saskia Nailah,5,3 minggu lalu,N/A,N/A,Tidak
327,N/A,Berlliant freyadua,4,3 minggu lalu,N/A,N/A,Tidak
328,N/A,Aryo Lintang P,5,3 minggu lalu,N/A,N/A,Tidak
329,N/A,Asyifa Dwi,5,3 minggu lalu,baguss polll,N/A,Tidak
330,N/A,dea zalwa,5,3 minggu lalu,N/A,N/A,Tidak
331,N/A,Zy akk,5,4 minggu lalu,N/A,N/A,Tidak
332,N/A,ALFARIZKY BIO One naize,5,4 minggu lalu,mantapppp poull,N/A,Tidak
333,N/A,Yandigsa,5,4 minggu lalu,"Keren sih tempatnya, cocok buat pilihan anak zaman now.",N/A,Tidak
334,N/A,Jaskentis id,5,4 minggu lalu,Tongkrongan gen z,N/A,Tidak
335,N/A,Dyah Uswatun,5,sebulan lalu,N/A,N/A,Tidak
336,N/A,bambang febrianto,5,sebulan lalu,N/A,N/A,Tidak
337,N/A,Dede Ridwan,5,sebulan lalu,Tempatnya nyaman pelayanan juga baik apalagih kalau ngopinya bareng sama orang tersayang❤️ makin pengen lama lama,N/A,Tidak
338,N/A,nesya katili,5,sebulan lalu,caffenya cakepp bangettt banyakk spacee buat futu futuu estetikkkk,N/A,Tidak
339,N/A,Hilma Hijau,5,sebulan lalu,N/A,N/A,Tidak
340,N/A,Afifah Zuhro,5,sebulan lalu,"tempatnya baguss bangett nyaman juga, minuman sama makanannya enak, bestt🫰🏻",N/A,Tidak
341,N/A,Ghina achmad,5,sebulan lalu,N/A,N/A,Tidak
342,N/A,sultan muhammad Agustian,5,sebulan lalu,pelayanan yang baik,N/A,Tidak
343,N/A,Razin Inam,5,sebulan lalu,N/A,N/A,Tidak
344,N/A,Muhammad Alvin,4,sebulan lalu,N/A,N/A,Tidak
345,N/A,Sintia Amanda,5,sebulan lalu,N/A,N/A,Tidak
346,N/A,Debrina Cecilia,5,sebulan lalu,N/A,N/A,Tidak
347,N/A,HAJRAH MARDIANA,5,sebulan lalu,N/A,N/A,Tidak
348,N/A,Fatia Rizka Adela,5,Diedit sebulan lalu,"suasana baru untuk ngecafe sih, new experience juga!!
tiap sudut dibuat amaze, nge cafe, ngobrol-ngobrol jadi ada semangatnya gitu karena suasananya unikk! ☆`",N/A,Tidak
349,N/A,Rizky,5,sebulan lalu,N/A,N/A,Tidak
350,N/A,Reza Bayu,5,sebulan lalu,pelayanan mantap👍👍,N/A,Tidak
351,N/A,pamela rbtb,5,sebulan lalu,N/A,N/A,Tidak
352,N/A,Erick Ferdiansyah,5,sebulan lalu,"Selalu suka sama ambience coffeeshop ini, vibesnya yg y2k, big thank u jugaa untuk trainee ""kak astri"" yang selalu ngebantuin customer kakak baik bgt, semangat ya kak kerjanyaa!!!",N/A,Tidak
353,N/A,Aprilia Zawanski,5,sebulan lalu,"Nah ini.. satu lagi, yang cari tempat nongkrong yang spot fotonya banyak.. ya disini..",N/A,Tidak
354,N/A,Stay Kur,5,sebulan lalu,N/A,N/A,Tidak
355,N/A,Bagus Satria,5,sebulan lalu,kalcerr abisss,N/A,Tidak
356,N/A,Matthew Kriswinarso Putra,5,sebulan lalu,Tempatnya aestheticc nyelll,N/A,Tidak
357,N/A,Maolidya Salisa Putri,5,sebulan lalu,jajak pendapat nyell,N/A,Tidak
358,N/A,Alexa,5,sebulan lalu,"Staff nya ramah tempat nya asikk
“Mas anand & mas anip👍🏻👍🏻",N/A,Tidak
359,N/A,Aurelia Rumokoy,5,sebulan lalu,anjay mantap👍🏾😇,N/A,Tidak
360,N/A,Alba Nbl,5,sebulan lalu,Tempatnya bagus banget! sangat instagramable! cocok buat kumpul2 bareng temen2,N/A,Tidak
361,N/A,mayang puji,5,sebulan lalu,"Kerenn cafe asthetic di yogyakartaa...
Rekomendasi jika sedang liburan di jogja wajib mampir sini....",N/A,Tidak
362,N/A,lifazzh,5,sebulan lalu,"cafe asthetic di dekat area malioboro, karyawan juga ramah ramah...
sukses",N/A,Tidak
363,N/A,Ratina Mawazi,5,sebulan lalu,N/A,N/A,Tidak
364,N/A,Fitri Ambarwati,5,sebulan lalu,N/A,N/A,Tidak
365,N/A,alifia ananda,5,sebulan lalu,keren banget 🥰,N/A,Tidak
366,N/A,Andeeka Ilham Kurniawan,5,sebulan lalu,N/A,N/A,Tidak
367,N/A,Muhammad Nazha,5,sebulan lalu,Tempat nya sangat bagus dan nyaman,N/A,Tidak
368,N/A,Fina Novita Ramadhani,5,sebulan lalu,"tempatnya nyaman, recomend😍",N/A,Tidak
369,N/A,Thoriq Wafa,5,sebulan lalu,"cafenyaa asikkk, konsepnyaa menarikk, kopinyaa enakk bangettt lagii, dan yap pacar saya cantik juga🫶",N/A,Tidak
370,N/A,DAVID Pratama,5,sebulan lalu,N/A,N/A,Tidak
371,N/A,Khoirul Anwar,5,sebulan lalu,N/A,N/A,Tidak
372,N/A,Sifauzakia,5,sebulan lalu,"Tempatnya luas dan modern banget, cocok buat nongkrong rame-rame, nugas, atau sekadar ngopi santai tengah malam.
Interiornya kekinian dengan pencahayaan yang pas bikin suasana tetap hidup tapi nggak bikin sumpek.
Musik dan vibes-nya enak, stafnya juga ramah dan cepat tanggap.
Harga juga masih masuk akal untuk area Malioboro.
Paling suka karena buka 24 jam, jadi aman banget buat pelarian tengah malam atau nongkrong tanpa batas waktu. 🔥",N/A,Tidak
373,N/A,tasyakuran gabungan,5,sebulan lalu,udaa empat kali kesinii dann minumannyaa selalu enakkk setiap sudutnyaa juga instagram able dan yang paling pentingg ada photo booth nyaa🤩🤩,N/A,Tidak
374,N/A,Nisa Maysena,5,sebulan lalu,N/A,N/A,Tidak
375,N/A,Dwi Putra Septian,5,sebulan lalu,Kita tes dulu ya kan,N/A,Tidak
376,N/A,Amar,5,sebulan lalu,Asik buat meeting,N/A,Tidak
377,N/A,susi susanti,4,sebulan lalu,suka sih sama suasana nya apalgi bnyak spot foto nyaaa,N/A,Tidak
378,N/A,Izka Adika,5,sebulan lalu,"tempatnya aestethic bgt, buat nongki dna foto foto sama temen seruuu",N/A,Tidak
379,N/A,Wilda Fitria Novianti,1,sebulan lalu,"makanan ditaruh parkiran  eh tau”nya pas balik hilang, ngambil yg bukan haknya",N/A,Tidak
380,N/A,Baiqdara Wulandari,1,sebulan lalu,"tadi si pelayannya itu ga ngasih tau klo pakai oatmilk itu kena biaya tambahan, kayak cari kesempatan buah bodohi custumer jatuhnya, tolong ya diperbaiki pelayanannya
tadi juga teman saya naruh bakpia kukus jogja di motor malah pas pupang tuh makanan hilang di parkiran, apaan cobak padahal makanan loh",N/A,Tidak
381,N/A,diah ay_25,5,Diedit sebulan lalu,"Tempatnya super cozy dan estetik banget! ✨ Interiornya clean, modern, dan banyak spot foto yang instagramable. Suasana nyaman, cocok buat nongkrong santai, ngerjain tugas, atau sekadar me time sambil ngopi,pelayanannya ramah sekali",N/A,Tidak
382,N/A,af un,5,sebulan lalu,N/A,N/A,Tidak
383,N/A,Amelia Lia,5,sebulan lalu,N/A,N/A,Tidak
384,N/A,Karisma Putri Aryani,5,sebulan lalu,"Harga bersahabat, pegawainya ramah
Matchanya enakkkk 💕💕💕💕",N/A,Tidak
385,N/A,Bara Juni,5,sebulan lalu,Joss,N/A,Tidak
386,N/A,Trisno Prasetyo,5,sebulan lalu,N/A,N/A,Tidak
387,N/A,ilyas Mardiyanto,5,sebulan lalu,Tempatnya cozy,N/A,Tidak
388,N/A,Annisa Ayu,5,sebulan lalu,Rekomen bgttttt,N/A,Tidak
389,N/A,maulinda della,5,sebulan lalu,Oke bangettt,N/A,Tidak
390,N/A,Cinda Juliana Putri,5,Diedit sebulan lalu,Tempatnya bagus nyaman cocok untuk anak muda buat ootd juga baguss bngtt deh,N/A,Tidak
391,N/A,Asis Lexsandrof,5,sebulan lalu,Tempatnyaa enak makanannya enakkk,N/A,Tidak
392,N/A,aby yesa,5,sebulan lalu,N/A,N/A,Tidak
393,N/A,Rika,5,sebulan lalu,N/A,N/A,Tidak
394,N/A,Nazwa Saharani,5,sebulan lalu,"nyaman, estetis, sepadan dengan sensasinya, suasananya asyik, semua kreativitas ada di satu tempat🫰🏻",N/A,Tidak
395,N/A,Elsa Sukraseni,5,sebulan lalu,tempatnua bagus,N/A,Tidak
396,N/A,Kartika Ramadhanti,5,sebulan lalu,suasana yang bagus,N/A,Tidak
397,N/A,omg,5,sebulan lalu,N/A,N/A,Tidak
398,N/A,Ansel Raya,5,sebulan lalu,kalcer banget dan kopinya oke,N/A,Tidak
399,N/A,download foto,5,sebulan lalu,Atas,N/A,Tidak
400,N/A,Gery Alessandro,5,sebulan lalu,pelayanannya bagus,N/A,Tidak
401,N/A,Siska Manurung,5,sebulan lalu,N/A,N/A,Tidak
402,N/A,NADIYYA SORAYA,5,sebulan lalu,N/A,N/A,Tidak
403,N/A,TEC-i,5,sebulan lalu,"Dugem halal,
Makanan dan minuman halal
Tempatnya seperti tempat dugem tapi chill
Banyak tempat duduk
Tempat parkir banyak
Pesan minuman palma, kopi dan itu enak, mungkin yang pengen pahit, lebih baik pilih kopi yang lain soalnya yang ini manis sekali",N/A,Tidak
404,N/A,Astri Rihadini,5,sebulan lalu,Tempat yang bagus...cinta,N/A,Tidak
405,N/A,wahyu triyono,5,sebulan lalu,Bagus,N/A,Tidak
406,N/A,Erina Fitri,5,sebulan lalu,Tempat nya nyamannn bangett,N/A,Tidak
407,N/A,destyane pristanti,5,sebulan lalu,Tempat yang bagus,N/A,Tidak
408,N/A,fandi febriyanto,5,sebulan lalu,N/A,N/A,Tidak
409,N/A,Juvania Dea,5,sebulan lalu,N/A,N/A,Tidak
410,N/A,Hilda Dini,5,sebulan lalu,Tempat yang nyaman 🩷,N/A,Tidak
411,N/A,shintadwi Cahyaputri,1,sebulan lalu,"baru ditingal ke kamar mandi minuman masih full uda di ambil yang mba” nya
kecewa",N/A,Tidak
412,N/A,"ari widyatmoko, SH",5,sebulan lalu,N/A,N/A,Tidak
413,N/A,Gita Ulfi Safitri,5,sebulan lalu,"good pelayanannya, tempatnya cozy & instagramable",N/A,Tidak
414,N/A,zalikha azura,5,sebulan lalu,N/A,N/A,Tidak
415,N/A,Risty Eka,5,sebulan lalu,N/A,N/A,Tidak
416,N/A,lili,5,sebulan lalu,N/A,N/A,Tidak
417,N/A,Erlisa Mutia,5,sebulan lalu,N/A,N/A,Tidak
418,N/A,Octavia Widanti,5,sebulan lalu,N/A,N/A,Tidak
419,N/A,Kinasih Sayekti,5,sebulan lalu,N/A,N/A,Tidak
420,N/A,Dixon Dionisius,5,sebulan lalu,N/A,N/A,Tidak
421,N/A,Irma Fauzia,5,sebulan lalu,"tempat nya aesthetic rating 9/100 ⭐🤩
kak wildan ramah dan asik",N/A,Tidak
422,N/A,fazela jogja,5,sebulan lalu,"Mantap c28 malioboro setiap sudut nya instagramable banget
Pelayanan kak wildan juga ramah bangett
Pokonya mantep poll",N/A,Tidak
423,N/A,Raras Augita,5,sebulan lalu,untuk tempatnya super nyaman dan banyak spot foto pelayanan nya sangat baik dan buat kak wildan salah satu ger o nya sangat ramah,N/A,Tidak
424,N/A,devita anjelinaa,5,sebulan lalu,"vibesnya enak recommended , gro wildan ramah, inisiatif",N/A,Tidak
425,N/A,Radiana Putri,5,sebulan lalu,N/A,N/A,Tidak
426,N/A,Yulia Ningsih,5,sebulan lalu,N/A,N/A,Tidak
427,N/A,Nabil Alvaro,5,sebulan lalu,N/A,N/A,Tidak
428,N/A,NUR HIDAYAH,5,sebulan lalu,N/A,N/A,Tidak
429,N/A,Zainrosiee0709,5,sebulan lalu,N/A,N/A,Tidak
430,N/A,aoki agstn,5,sebulan lalu,N/A,N/A,Tidak
431,N/A,Frananda yw,5,sebulan lalu,N/A,N/A,Tidak
432,N/A,putri walliy A,5,sebulan lalu,"tempat nya asik pelayanan ramah
gen z abjzzz",N/A,Tidak
433,N/A,Gabriella Paskaliana Setyobudi,5,sebulan lalu,"Vibes nya enak buat nongki, banyak spot cantik buat foto 🙆‍♀️🦖",N/A,Tidak
434,N/A,Nopita Sri Rahayu,5,sebulan lalu,playlist nya cakep cakep ihhh,N/A,Tidak
435,N/A,Veronika Maharani Lim,4,sebulan lalu,N/A,N/A,Tidak
436,N/A,aruza,3,sebulan lalu,"baru ini ngopi nambah gula bayar, mana di kasihnya dikit bener wkwkk, mas nya mayan sinis yee",N/A,Tidak
437,N/A,Sri Widowati,5,sebulan lalu,N/A,N/A,Tidak
438,N/A,Adel Kwok,5,sebulan lalu,Bagus,N/A,Tidak
439,N/A,nicholas pedro,5,sebulan lalu,N/A,N/A,Tidak
440,N/A,Gabriel Mardame Silaban,5,sebulan lalu,N/A,N/A,Tidak
441,N/A,Haikal Nafis Batutoh,5,sebulan lalu,N/A,N/A,Tidak
442,N/A,Dhita Agustina,5,sebulan lalu,Aku suka kopi nyalumayan sih untuk macha nya dan pelayanan nya top juara ☺️,N/A,Tidak
443,N/A,Soo K,5,sebulan lalu,N/A,N/A,Tidak
444,N/A,yosepina simarmata,5,sebulan lalu,tempatnya okei dan tempat nya lucu juga kalcer gitu,N/A,Tidak
445,N/A,Herna Hikmatul,5,sebulan lalu,N/A,N/A,Tidak
446,N/A,Ikfina Azizah,5,sebulan lalu,"es krim nyaa juaraaa, minuman dan pelayanan nyaa jugaa okee, next bakal kesini lagii sii pastii🤩🤩",N/A,Tidak
447,N/A,ERLINDA Ekasari,5,sebulan lalu,N/A,N/A,Tidak
448,N/A,rasyaegi iii,5,sebulan lalu,N/A,N/A,Tidak
449,N/A,Rifan Saputra,5,sebulan lalu,N/A,N/A,Tidak
450,N/A,Valen arvino,5,sebulan lalu,N/A,N/A,Tidak
451,N/A,Hani safira,5,sebulan lalu,N/A,N/A,Tidak
452,N/A,Fikki F,5,sebulan lalu,N/A,N/A,Tidak
453,N/A,Ness Ness,5,sebulan lalu,Keren bagettttt,N/A,Tidak
454,N/A,A.Yonishiro Rimbayan,5,sebulan lalu,N/A,N/A,Tidak
455,N/A,dini adryyyn,5,sebulan lalu,"super ramah,pelayanan super duper ramah poll,tadi cuma nnya toilet tapi malah di anterinn,dari tim juga gercep bangett kalau ada keluhan atau ada di minta tolongin,superr baik banget,wajib banget cobain coffeshop satu inii",N/A,Tidak
456,N/A,aisaaptrr,5,sebulan lalu,"baru nyampek jogja langsung nongki kesinii, skena abiezzz sih vibes dan pengunjungnya😁 tempatnya artistic dan futuristic ala y2k gituu, ada spot foto yg estetik gen Z bgt. untuk minum dan makanannya start diharga 30rb an kalo gak salah (?) ruamee poll krn aku kesini malam minggu, kalo weekdays kurang tah juga sihh. di dalam ada photobox nya jg tapi bayar terpisah yaa jadi langsung bayar pake QRIS dikasih waktu 10-15 menit untuk foto-foto. kayanya kadang juga ada DJ nya karena ada panggung untuk DJ",N/A,Tidak
457,N/A,Devina Amalia,5,sebulan lalu,N/A,N/A,Tidak
458,N/A,Zulfia Amiranti,5,sebulan lalu,N/A,N/A,Tidak
459,N/A,Putri Nur Hidayah,5,sebulan lalu,nemu tempat aesthetic di tengah kota,N/A,Tidak
460,N/A,Selvira gustiayu,5,sebulan lalu,Tempat nya keren dan kopi nya enak,N/A,Tidak
461,N/A,Alvira Nur khasanah,5,sebulan lalu,N/A,N/A,Tidak
462,N/A,Raffa,1,sebulan lalu,kembalian uang ga ada sama tempat ada beberapa bau kecoa seperti kamar mandi terima kasih,N/A,Tidak
463,N/A,Lerry Shelby,5,sebulan lalu,Baguss bangett mantabbb,N/A,Tidak
464,N/A,TTK Sofiematofani Arifin,5,sebulan lalu,N/A,N/A,Tidak
465,N/A,Firzi Saputro,5,sebulan lalu,N/A,N/A,Tidak
466,N/A,M Mahmud,5,sebulan lalu,N/A,N/A,Tidak
467,N/A,Su Pardi,5,sebulan lalu,Banyak spot foto yang menarik,N/A,Tidak
468,N/A,12. Echa Marsya Aulia,5,sebulan lalu,"Tempatnya nyaman, Pelayanannya ramah, Rekomen banget siii",N/A,Tidak
469,N/A,Anisha Maroso,5,sebulan lalu,N/A,N/A,Tidak
470,N/A,agacatur,5,sebulan lalu,mantap sihhhhh,N/A,Tidak
471,N/A,Wedding Organizer,5,sebulan lalu,N/A,N/A,Tidak
472,N/A,Oktaa Riyann,5,sebulan lalu,N/A,N/A,Tidak
473,N/A,Anya aulia Noor,5,Diedit sebulan lalu,N/A,N/A,Tidak
474,N/A,Juliana Eka,5,sebulan lalu,wow nyaman banget :p,N/A,Tidak
475,N/A,073_RAFI RICHARD ABDULLAH,5,sebulan lalu,"tempatnya nyaman, tapi nambah menu per nasian dong",N/A,Tidak
476,N/A,Krisma Agatha,5,sebulan lalu,N/A,N/A,Tidak
477,N/A,Septi Fitri Nurkhasanah,5,sebulan lalu,N/A,N/A,Tidak
478,N/A,nazwa rika,5,sebulan lalu,N/A,N/A,Tidak
479,N/A,Yurisa Cristiani,5,sebulan lalu,"enak sih tempatnyaa rame , asik si suasananya
pelayanan jg oke",N/A,Tidak
480,N/A,Rika Putri,5,sebulan lalu,N/A,N/A,Tidak
481,N/A,dwii rahayu,5,sebulan lalu,N/A,N/A,Tidak
482,N/A,Elma Fitria,5,sebulan lalu,N/A,N/A,Tidak
483,N/A,Deviana rizqi lestari 12,5,sebulan lalu,Tempatnya skena abizz estetik parahh😍 …,N/A,Tidak
484,N/A,Andini Arlindiaputri,5,sebulan lalu,❤️✨ mantapppp 🫶🏼🫶🏼🫶🏼,N/A,Tidak
485,N/A,Triyana Taufan Nugraheni,5,sebulan lalu,"Enak buat nongkrong, minumannya enak dan segar",N/A,Tidak
486,N/A,Gabriella Hehanussa,5,sebulan lalu,🫶🏼🫶🏼🫶🏼 …,N/A,Tidak
487,N/A,Benzrio Manurung,5,sebulan lalu,N/A,N/A,Tidak
488,N/A,yossy tiyan,5,sebulan lalu,N/A,N/A,Tidak
489,N/A,Muzdalifah,5,sebulan lalu,N/A,N/A,Tidak
490,N/A,Uswah Azkia Nafsah,5,sebulan lalu,N/A,N/A,Tidak
491,N/A,Lisa Amandani PT. Amanda Cakra Persada,5,sebulan lalu,N/A,N/A,Tidak
492,N/A,Mutiara Anugerah Safitri,5,sebulan lalu,N/A,N/A,Tidak
493,N/A,Alvin N,5,sebulan lalu,N/A,N/A,Tidak
494,N/A,Evita Dwi astuti,5,sebulan lalu,N/A,N/A,Tidak
495,N/A,selsa verdinita,5,sebulan lalu,N/A,N/A,Tidak
496,N/A,Syeham azfa areha laraibafi (azfa),5,sebulan lalu,mantap enak bettt,N/A,Tidak
497,N/A,Reyna Aulia Azzahra,5,sebulan lalu,N/A,N/A,Tidak
498,N/A,Muhammad pasha Ramadhan,5,sebulan lalu,nyaman,N/A,Tidak
499,N/A,Raden Diza Rananta Rangganaya G 033,5,sebulan lalu,mantap enak cozy tempat nya,N/A,Tidak
500,N/A,dania nia,5,sebulan lalu,N/A,N/A,Tidak
501,N/A,Safira Rahmawati,5,sebulan lalu,N/A,N/A,Tidak
502,N/A,Alya Amelia,5,sebulan lalu,N/A,N/A,Tidak
503,N/A,Nofita Fitriani,5,sebulan lalu,N/A,N/A,Tidak
504,N/A,evelyn id,5,sebulan lalu,"tempatnyaaa kerennn kece abiss, cozyyy🤩🤩🤩🤩🤩 …",N/A,Tidak
505,N/A,Silvii,5,sebulan lalu,asek☺️,N/A,Tidak
506,N/A,ARIL MUDA SAPUTRA,5,sebulan lalu,N/A,N/A,Tidak
507,N/A,Topan Egoist,5,sebulan lalu,N/A,N/A,Tidak
508,N/A,yudhii jr,5,2 bulan lalu,Sangat memuaskan,N/A,Tidak
509,N/A,Mashita Sylvia,5,2 bulan lalu,Tempat cozyy abiss,N/A,Tidak
510,N/A,Dewa Ramadhan,5,2 bulan lalu,Bagus,N/A,Tidak
511,N/A,Daniel Maesa,5,2 bulan lalu,Tempat kerennya,N/A,Tidak
512,N/A,Ahmad Faisol,5,2 bulan lalu,Kalcer abiezzzz,N/A,Tidak
513,N/A,Zkdlin Love,5,2 bulan lalu,N/A,N/A,Tidak
514,N/A,nayya ghifarana,5,2 bulan lalu,N/A,N/A,Tidak
515,N/A,waisul qoroni,5,2 bulan lalu,N/A,N/A,Tidak
516,N/A,naila tazkiyah,5,2 bulan lalu,N/A,N/A,Tidak
517,N/A,Eliyanti Safitri,5,2 bulan lalu,N/A,N/A,Tidak
518,N/A,rezal satriawan,5,2 bulan lalu,N/A,N/A,Tidak
519,N/A,anissa maharani,5,2 bulan lalu,tempatnya lucu bangett ditambahh ada cowoku jadi tambah lucu jadinya,N/A,Tidak
520,N/A,Dwi Artika,5,2 bulan lalu,"tempatnya cozyy bangett,gronya ramah terutama kak candra:)",N/A,Tidak
521,N/A,Haruhi kumada,5,2 bulan lalu,Tempatnya sangat aesthetic. Pelayanannya kurang ramah. Minumanya enak.,N/A,Tidak
522,N/A,Wisnu Prawerthi,5,2 bulan lalu,Tempat terbaik di jogja!!!,N/A,Tidak
523,N/A,Zahra Maharani,5,2 bulan lalu,N/A,N/A,Tidak
524,N/A,Amanda Putri,5,2 bulan lalu,N/A,N/A,Tidak
525,N/A,Gadis Maulidia,5,2 bulan lalu,N/A,N/A,Tidak
526,N/A,ANNEKE KYNDA,5,2 bulan lalu,N/A,N/A,Tidak
