no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto
1010,N/A,Bernadeta Yuliyanti,4,4 bulan lalu,Judulnya aja gelato.jd kl kesini beli gelato aja. Utk snack simple menu. Pesan chickin wing rasanya asin sekali.,N/A,Tidak
1011,N/A,marble purple,5,4 bulan lalu,"tempat cozy, staff nya ramah2, eskrimnya enak",N/A,Tidak
1012,N/A,DR,3,4 bulan lalu,N/A,N/A,Tidak
1013,N/A,Farra Safira Penadi,5,4 bulan lalu,pelayanan bagusss 😍😍👍🏻👍🏻👍🏻,N/A,Tidak
1014,N/A,Shaula Wilujeng,5,4 bulan lalu,Es krimnya enakk bgttt variannya banyakk ga nyesel ke sini😍😍😍😍,N/A,Tidak
1015,N/A,Hendy soesanto,4,4 bulan lalu,N/A,N/A,Tidak
1016,N/A,Clandestya,5,4 bulan lalu,Tempat yang luas untuk nongkrong. Konsep rumah gelato 24 jam.,N/A,Tidak
1017,N/A,Stefanie Valeriene,5,4 bulan lalu,Enakkk 😁 …,N/A,Tidak
1018,N/A,Annabella Olivia,5,4 bulan lalu,mantap gelatonya 👍,N/A,Tidak
1019,N/A,Ika Irmawati Susanto,5,4 bulan lalu,"Enak banget gelatonya, tempat cozy, staff ramah",N/A,Tidak
1020,N/A,Nika,5,4 bulan lalu,"Tempatnya bagus cozy nyaman, makananya enak",N/A,Tidak
1021,N/A,agus santoso,5,4 bulan lalu,"Pelayanannya ramah, dijelaskan detail buat yang baru pertama kali datang, gelatonya enak, minumannya juga enak, parkirnya juga luas, banyak colokan",N/A,Tidak
1022,N/A,antok k,4,5 bulan lalu,"Pengalaman pertama datang masih agak bingung, habis pesan dan bayar harus tunjuk pesanan dan sering tanya ternyata ada pesanan yg belum di buat kalau tidak di tanya.",N/A,Tidak
1023,N/A,Meano,5,5 bulan lalu,"Lebih worth the money pilih yang biasa dengan size besar (3 scoop), karena pilihan variannya banyak banget.
Tempatnya luas dan toiletnya bersih.",N/A,Tidak
1024,N/A,Arfi,5,5 bulan lalu,"tempat nyaman, eskrin enak, layanan ramah",N/A,Tidak
1025,N/A,Galuh Syifa,5,5 bulan lalu,N/A,N/A,Tidak
1026,N/A,Pranama MSi,4,5 bulan lalu,Es creamnya banyak variannya dan enak,N/A,Tidak
1027,N/A,shinta Swasdiantoro,5,5 bulan lalu,"Tempat keren, gelato deli",N/A,Tidak
1028,N/A,Esti Harjanti Candrarini,5,5 bulan lalu,Tempar makan gelato yg enak & cozy ga pake antri.,N/A,Tidak
1029,N/A,Nilam Putri,5,5 bulan lalu,"my Fav in TOWN!!!

varian gellato nya banyak banget. dari mulai yang basic sampe premium. mau pakai cone atau cup, tinggal pilih aja sesuka hati 😁",N/A,Tidak
1030,N/A,D3di 474,5,5 bulan lalu,N/A,N/A,Tidak
1031,N/A,Ge Asmara,3,5 bulan lalu,"Gelatonya toppp. Hanya saja pelayanannya kurang, beberapa staff tidak ramah dan kurang kooperatif ketika saya ingin menanyakan smoking area dan toilet.",N/A,Tidak
1032,N/A,vania beauty estetika,5,5 bulan lalu,N/A,N/A,Tidak
1033,N/A,Isna Nur Muharimah,5,5 bulan lalu,"parkir luas, kids friendly👍",N/A,Tidak
1034,N/A,R Anggun Win Pradhani,5,5 bulan lalu,"Wajib cobain Earl Grey Pistachio!
Tempatnya nyaman tapi harganya terjangkau, recomended banget ✨",N/A,Tidak
1035,N/A,Madarina Sabila,5,5 bulan lalu,N/A,N/A,Tidak
1036,N/A,Filomena Jovana,5,5 bulan lalu,"bagus, ada photobox, parkir motor mobil luas, gelatonya itungannya murah dan banyak rasa",N/A,Tidak
1037,N/A,Audrey Laras,3,5 bulan lalu,"Service: staff nya ramah, murah senyum. Parkir jg gratis, aman.

Atmosphere: tempatnya luas cocok buat ngobrol, walau kalo malam musiknya lumayan besar jadi kalau ngobrol suaranya hrs besar. Ada bagian outdoor yg disediain colokan juga.

Food: gelatonya cenderung ke manis dan milky. Coba bbrp varian

1. Hokkaido cheesecake: gabegitu kerasa cheesecake nya. Subtle bgt. Ada sedikit crumb nya tp teksturnya aneh. Lebih ke milky drpd cheesy
2. Dark Chocolate: dari warnanya keliatan walau dia dark choc tp rasanya lebih kaya milk chocolate, kurang pahit untuk dibilanh dark chocolate
3. Yogurt: rasa spt frozen yogurt cm lebih creamy dan milky, jadi lama2 agak eneg juga
4. Rujak aceh: rasanya unik, ada sambel gulanya jd ada pedas2nya, cuma cenderung manis juga
5. Strawberry cheesecake: lumayan balance karena creamy dr cheesecake dan asam dari strawberrynya
6. Mix berry sorbet: seger tapi kurang asam, lebih ke manis segar

Ohiya untuk menu signature itu ada rasa:
- Onde2
- Pistachio choco kunafa
- Ferrero rocher
- Pistachio
- Banana Collagen
Sm ada satu lg tp lupa apa😅

Ada free topping jg berupa meses rainbow, meses coklat, oreo, dan choco sauce bisa diambil sendiri di deket counter gelatonya.

Overall rasa2nya cenderung manis dan milky, kalo disuruh milih lebih cenderung pilih t***o gelato karena rasanya lebih sesuai. Tapi tergantung selera, karena ada jg sodara yg hbs nyoba Michael Kreme lgsg balik lg 2x dalam seminggu.",N/A,Tidak
1038,N/A,Kimberly Avani,5,5 bulan lalu,"Ice creamnya yang signature enak bgt
Passion fruit, pistachio sama chocolate",N/A,Tidak
1039,N/A,Eti Susilawati,1,5 bulan lalu,"sorry bintang 1 kak, lemon tea mu ngga enak kaya asal2an bikinnya. manis engga, kerasa lemon nya juga ga begitu. kaya air sm bulir jeruk aja 😭 …",N/A,Tidak
1040,N/A,Irianto Amir,3,5 bulan lalu,N/A,N/A,Tidak
1041,N/A,ftmh nbrss,5,5 bulan lalu,N/A,N/A,Tidak
1042,N/A,patricia,5,5 bulan lalu,"tempatnya bersih & cozy, ada photobox nya juga, butterscotch nya enak, kakak-kakaknya ramah-ramah. next kesini lagi!🤩",N/A,Tidak
1043,N/A,Divangga_,5,5 bulan lalu,matchanya bener2 enakkkk suka bgt😍,N/A,Tidak
1044,N/A,Vania Nereisya,5,5 bulan lalu,"tempat yang bagus, nyaman, unik",N/A,Tidak
1045,N/A,Fransisca Aprilia Tiurida Sitompul,5,5 bulan lalu,N/A,N/A,Tidak
1046,N/A,adelheid paulina,5,5 bulan lalu,N/A,N/A,Tidak
1047,N/A,Putri Aryawati Widya Budi,5,5 bulan lalu,"Michael Kreme Gelato benar-benar surganya pecinta gelato! 🍦 Tempatnya modern, bersih, dan nyaman banget buat nongkrong santai atau sekadar mampir sebentar. Pilihan rasa gelatonya banyak, mulai dari yang klasik seperti vanilla dan cokelat, sampai varian unik seperti pistachio, earl grey, dan matcha.

Harga masih cukup terjangkau untuk ukuran premium gelato. Wajib coba kalau kamu lagi cari dessert manis yang menyegarkan!

Ada juga photobox untuk mengabadikan moment kalian.",N/A,Tidak
1048,N/A,Anggolo Pryadiy,5,5 bulan lalu,N/A,N/A,Tidak
1049,N/A,Intan Mahadewi,5,5 bulan lalu,"Tempatnya luas, nyaman banget. Tempat parkir juga luas security dan staff nya ramah. Cuman masukan aja kemarin ada 1 mba2 yang pake lanyard untuk etikanya harusnya mendahuluan tamu dulu masuk dan paling tidak menyapa seperti security nya. But honestly recomended bgt kids friendly juga. Appreciate untuk mas mas baju hijau (kl ga salah namanya rizky) ketemu di Resto seberang juga sangat2 ramah detail menjelaskan .. you such an amazing person.",N/A,Tidak
1050,N/A,Haidar A Hakim,5,5 bulan lalu,N/A,N/A,Tidak
1051,N/A,Kencana Bulan,5,5 bulan lalu,tempatnya bagus. gelatonya enak✨🤍,N/A,Tidak
1052,N/A,Biro Pemerintahan Otonomi Daerah,5,5 bulan lalu,"Suasananya cukup menyenangkan dengan alunan musik yang berirama, suasana yang menyenangkan, dan pelayanan yang baik. Tersedia air minum gratis dan photo booth",N/A,Tidak
1053,N/A,Annisa Dwi pratiwi,5,5 bulan lalu,tempatnya sangat nyaman dan juga aesthetic,N/A,Tidak
1054,N/A,Siti Yana Nabilah I P,5,5 bulan lalu,Nyaman banget nongkrong di sini!,N/A,Tidak
1055,N/A,Puspita Eka Lestari,5,5 bulan lalu,"Pelayanannya bagus, makanannya enak, fasilitasnya bagus, suasananya juga bagus 👍🏻",N/A,Tidak
1056,N/A,laras mulat,5,5 bulan lalu,"tempatnyaa cozy bnget, cocok buat foto foto",N/A,Tidak
1057,N/A,nikita hasnita,5,5 bulan lalu,"tempatnya nyaman, makanan minuman sama gelato nya enak enak",N/A,Tidak
1058,N/A,roy kurniawan,5,5 bulan lalu,"Another Hidden Gem @yogya
Gelato ditengah desa palagan
Banyak pilihan rasanya
Kopinya juga mantab",N/A,Tidak
1059,N/A,kukuh ginanjar,1,5 bulan lalu,Sayang berisik.. g ccocok bawa anak2 padahal menu gelato tp musik kenceng2 kaya di club,N/A,Tidak
1060,N/A,SSS,5,5 bulan lalu,"Top Markotopp.. tempatnya nyaman cozy banget, Gelato pistachionya Juara..
musicnya pun ala2 cafe bali, jadi berasa kek lagi di Bali..",N/A,Tidak
1061,N/A,Addina Faizati,5,5 bulan lalu,Tempatnya bagus dan nyaman. Gelatonya enak dan ada makanan pendamping juga. Cozy untuk nongkrong bersama teman atau keluarga.,N/A,Tidak
1062,N/A,Raffasa Alghifary,5,5 bulan lalu,N/A,N/A,Tidak
1063,N/A,aya sofya,4,5 bulan lalu,N/A,N/A,Tidak
1064,N/A,Rieke Lalitya,5,5 bulan lalu,"good ambience, cozy, banyak varian ice cream dan enakk!!",N/A,Tidak
1065,N/A,Brigitta Adna,5,5 bulan lalu,"tempatnya nyaman dan aesthetic, good job!",N/A,Tidak
1066,N/A,Alfian Pramesthi Dwi Viandini,4,5 bulan lalu,N/A,N/A,Tidak
1067,N/A,Ticha Helya,5,5 bulan lalu,"tempantnya nyaman banget, rasanya juga enak",N/A,Tidak
1068,N/A,Rossy Penditiawati,5,5 bulan lalu,"keren sih konsepnya...gelato buka 24jam, and tbh lebih suka rasa gelato yg ini drpd yg rame itu...cm ini lokasinya agak jauh dr pusat kota kyknya yaa cm bakal balik lg sih klo pas ke jogya",N/A,Tidak
1069,N/A,Durra Fahima,5,5 bulan lalu,N/A,N/A,Tidak
1070,N/A,Mufid Syaifurrahman,5,5 bulan lalu,Banyak pilihan rasa untuk gelatonya..,N/A,Tidak
1071,N/A,Wanda,5,5 bulan lalu,Enak gelatonya cm wktu itu banyak menu yg belum restock,N/A,Tidak
1072,N/A,Yonada Yonada,5,5 bulan lalu,"Variant gelatonya banyak rasanya enak2 anak2 pada suka, mejanya ga berdekatan, tempat nyaman, parkiran luas, harga masih bersahabat.",N/A,Tidak
1073,N/A,Iqbal Peter,1,5 bulan lalu,"Minta tolong pelayanan di perbaiki lagi terutama  untuk mas-mas scopernya. Karena di awal saya   dan pacar di layanin sama mas mas scoper yang 1 bya   dengan ramah dan dia jelasin  mana yang besic dan apa itu lah tapi pas pacar saya mau gelato  rasa yuzu  kata mas mas yang layanin saya di awal maaf kak yuzunya habis ternyata.
Dan tiba-tiba mas mas scoper  yang tingi bilang  ada kok itu kalau kaknya mau  dan posisinya itu sisaan potongan buah  lemon  kering  dan saya langsung jawab  mas nya ngomong apa tadi. Tapi dia hanya tertawa
Untung mas mas yang layanin kita di awal langsung  gercep  bilang maaf kak.

Tolong untuk mas mas yang tinggi  di gelato kalau mau bercanda  tau tempat yah apakah tidak di ajari  bagaimana melayani  customer yang baik  dan sopan

Kejadi di malam hari sekit jam 9an
Terimakasih",N/A,Tidak
1074,N/A,Yunita Ayu Kartika,4,5 bulan lalu,"Kopinya cukup creamy dan tidak terlalu manis. Tempat nyaman dan banyak kursi yg tersedia. Sayangnya td minuman yg saya pesan sempat mengalami kendala. Teman saya pesan terakhir, namun minuman nya lebih dulu jadi. ± 5 menit kemudian, saya akhirnya mendatangi area bar untuk menanyakan minuman saya, krn saya lihat para karyawan berkumpul dan hanya berbincang"" disana. Setelah saya tanyakan, akhirnya minuman saya baru dibuatkan 😮‍💨",N/A,Tidak
1075,N/A,ria ramadhani,5,5 bulan lalu,N/A,N/A,Tidak
1076,N/A,James Tedja,5,5 bulan lalu,"Gelato dengan tempat yg sangat besar
Dan keren.
Rasa. Nya juga enak dan banyak pilihan",N/A,Tidak
1077,N/A,fushiguro megumi,2,5 bulan lalu,"beli mk platter dan ayamnya mentah banget, kentang gorengnya juga gak DIGORENG DENGAN BAIK (masih agak mentah), gelatonya terlalu kental, tempatnya sangat berisik, dan antriannya berantakan, mk platternya gak sebanding dengan harganya (hanya berisi 2 sayap ayam chc, 2 sosis, 2 bakso ikan, keripik, & kentang goreng)",N/A,Tidak
1078,N/A,SVT17 Ryosuna,2,5 bulan lalu,"Tried the mk platter tapi belum mateng bgt makanannya apalagi ayamnya masi agak mentah
Antriannya ga rapi
Gelato nya juga terlalu milky dan manis",N/A,Tidak
1079,N/A,frank variasi,5,5 bulan lalu,N/A,N/A,Tidak
1080,N/A,Arga Dwi,5,5 bulan lalu,N/A,N/A,Tidak
1081,N/A,Candra Gani,5,5 bulan lalu,Suasana yang menyenangkan 🤩 …,N/A,Tidak
1082,N/A,Mira Saraswati Susanto,5,5 bulan lalu,N/A,N/A,Tidak
1083,N/A,Zahra Nurdina,5,5 bulan lalu,Tempat yang bagus,N/A,Tidak
1084,N/A,Farah Rosyihana Fadhila,5,5 bulan lalu,N/A,N/A,Tidak
1085,N/A,Zahrina Faudia,3,5 bulan lalu,"Cuma boleh nyoba 2 rasa, hospitality isn’t as warm as gelato sebelah. Interior tempatnya too gen z for my type. Plusnya cepet aja dan bisa bayar pake QRIS. Taste wise…. Ya ok aja, texture wise…. Hit n miss, ga konsisten di semua rasa. Ada yg gelato y ada yg kek es krim.  Beberapa rasa terlalu nanis.",N/A,Tidak
1086,N/A,Lana Jessica,5,5 bulan lalu,"Tempatnya luas, banyak kursi nya. Pilihan rasa gelato nya banyak. Ada tempat photobox. Mantep deh, buat yang lagi liburan ke Jogja, boleh dikunjungi kesini",N/A,Tidak
1087,N/A,Andri Feby,3,5 bulan lalu,"Pesen coffee latte, tanpa gula, es sedikit. Dikasi nya manis. Waktu komplain kasir nya ga percaya 😭 😭 bilangnya itu creamy susu, efek susu sehingga jadi manis. Saya tau dengan jelas beda rasa susu dan gula tambahan 🙏🏻🙄 Akhirnya order lagi, kali ini benar.

Saran saya sih ya mending pake print label detail pesanan nya kek coffee shop pada umumnya. Ato ditulis pake spidol di cup nya.",N/A,Tidak
1088,N/A,Afifah N H Isnaini,5,5 bulan lalu,"Gelatonya lembut, tempatnya cozy pas buat menikmati suasana Jogja yg puanas",N/A,Tidak
1089,N/A,rakyan sinto,5,5 bulan lalu,Wort untuk dibeli,N/A,Tidak
1090,N/A,Chi,5,5 bulan lalu,N/A,N/A,Tidak
1091,N/A,ben Rama,5,5 bulan lalu,N/A,N/A,Tidak
1092,N/A,berlian dwif,5,5 bulan lalu,"gelatonya banyak pilihan, enakk tempatnya nyaman luas jga",N/A,Tidak
1093,N/A,natalia putri,5,5 bulan lalu,"Tempat, suasana dan rasa yang luar biasa,,,Jika Anda ingin menemukan es krim terbaik di Jogja!",N/A,Tidak
1094,N/A,Sekarjati Ningrum Putri,5,5 bulan lalu,"super duper comfy! 🌟🌟🌟🌟🌟 pelayanannya cepet dan ramah banget, dibantu buat cara pesen self servicenya jugaa, bakal balik lagi sihh!🫰🏻",N/A,Tidak
1095,N/A,neciwa,5,5 bulan lalu,"tempatnya enak bgt, recommended bgtt !! gass cobain red velvetnya enaakk 😍😍😍",N/A,Tidak
1096,N/A,Zhafira Az Zahra,5,5 bulan lalu,imut-imut sekali!,N/A,Tidak
1097,N/A,Anisa Berlian,5,5 bulan lalu,"Tempat nyaman, pelayananan sangat ramah, gelato nya si best ga nyesel",N/A,Tidak
1098,N/A,Adenia Anifa,5,5 bulan lalu,"enak, mantap",N/A,Tidak
1099,N/A,Zaein Suprapto,5,5 bulan lalu,Gelato nya mantab,N/A,Tidak
1100,N/A,Puti Deshinta,5,5 bulan lalu,N/A,N/A,Tidak
1101,N/A,Nayyara Aisha,5,5 bulan lalu,enak bgt pistachiooo suka tempatnya lucu jg,N/A,Tidak
1102,N/A,Devina Kwee,5,5 bulan lalu,"tempatnya ok banget, full ac, colokan, dan jarak antar meja cukup jauh jadinya leluasa untuk mengobrol. gelatonya juga enak2 semua. best!",N/A,Tidak
1103,N/A,elisabeth gTg_,5,5 bulan lalu,"Saya pesen coffe-lato dengan topping gelato dari choco, wiiihhh mantapp betz dah enak wkwkwk cucok recomended topping yg di blend wkwkwk
Sama gelato mangga sm salted caramelnya juga enak (tapi buatku kemanisan sih)
Mbak"" Sama mas"" Waiters + kasirnya baik, ramah dan good looking 🤣🤣🤣",N/A,Tidak
1104,N/A,Mas noeg,1,5 bulan lalu,"Pelayan gak jelas, datang duluan, yg dilayani malah yg lain.

Anehnya lagi.. ternyata ada roti isi ham.
Tau pas ditawarin sama kasirnya.
Ini aku datang sama istri yg berjilbab lho..
.
Agak sus kalau makanannya / gelatonya juga non halal tp gak dijelaskan.",N/A,Tidak
1105,N/A,Fransiskus Agung,4,5 bulan lalu,N/A,N/A,Tidak
1106,N/A,Ramadilla Azzahra,5,5 bulan lalu,N/A,N/A,Tidak
1107,N/A,nazwa rika,5,5 bulan lalu,"gelato nya enak bgt, tempatnya juga nyaman bgt buat nongs",N/A,Tidak
1108,N/A,Nada Dini,5,5 bulan lalu,N/A,N/A,Tidak
1109,N/A,Fadilla Zahra,5,5 bulan lalu,"ice cream gelato nya mantap sekali, enak banget, wajib coba, harus coba. interior nya nyaman sekali, untuk nongkrong, family time atau hanya sekedar menikmati ice cream. tempatnya juga bersih😍",N/A,Tidak
1110,N/A,falah arifah,5,5 bulan lalu,"tempatnyaa baguss,luass bangett,gelatonya jugaaa enakkk🤩🤩 trss pelayanannya jugaa ramahh bgttt,sukaa pokokknyaaa🫰🏻🫰🏻",N/A,Tidak
1111,N/A,Ida Fitriana,2,5 bulan lalu,N/A,N/A,Tidak
1112,N/A,nanda soraya,5,5 bulan lalu,N/A,N/A,Tidak
1113,N/A,aufa ibrahim,5,5 bulan lalu,Ice cream nya enak. Model nya gelato lembut banget. Kurang bertektur. Rasa nya oke cenderung kurang ada sesasi waw dan mengagetkan. Tempat nya oke dapet banget vibe nya oke banget. Lokasinya luas. Meja kursinya bagus. Pelayanan bagus. Oke sih,N/A,Tidak
1114,N/A,evith poe,4,5 bulan lalu,N/A,N/A,Tidak
1115,N/A,Zin Riva,5,5 bulan lalu,"Gelatonya yummy, tempatnya instagramable. Puas foto2 pastinya. 👍🏻",N/A,Tidak
1116,N/A,prih adiartanto,5,5 bulan lalu,"Tempat yang nyaman, ada gelato, ada kopi.. 😆",N/A,Tidak
1117,N/A,Fetri Primadini,4,5 bulan lalu,"Varian rasa gelato banyak. Harganya juga masih oke lah. Perscoopnya juga banyak. Cone-nya enak tidak terlalu manis jadi pas dimakan bareng gelato. Pistachio latte-nya enak cuma terlalu manis buat aku.

Tempatnya juga nyaman, banyak kursi, ada balon buat anak2 jadi hepi.

Pelayanan ramah murah senyum. Cuma agak kaget sih pas lagi pesan di kasir, tiba2 nyaut yel2 ‘ENJOOYYY’ 🤣😆

Tapi sayang, toiletnya kurang bersih🥲",N/A,Tidak
1118,N/A,Henny Wulandari,4,5 bulan lalu,N/A,N/A,Tidak
1119,N/A,Rizki Aulia Rachman,5,5 bulan lalu,N/A,N/A,Tidak
1120,N/A,ghyna hnsyh,5,5 bulan lalu,N/A,N/A,Tidak
1121,N/A,areta diandra,5,5 bulan lalu,N/A,N/A,Tidak
1122,N/A,ctsania auliaa,5,5 bulan lalu,"Tempatnya cukup luas, cocok bgt buat nongkrong bareng temen / keluarga, varian ice cream nya juga banyak & enaaakkk!! highly recommended!🥰🦋",N/A,Tidak
1123,N/A,Muthia Hanum,5,5 bulan lalu,kyoto matcha + hokkaido cheesecake beeesttt,N/A,Tidak
1124,N/A,Zsazsa Raissa,5,5 bulan lalu,N/A,N/A,Tidak
1125,N/A,ALIYYAH SHAFA RAMADHINA NUGROHO,5,5 bulan lalu,"enakk sekali gelatonya berbagai macam rasa, tempatnya juga nyaman adem enak untuk ngobrol lama lamaaa",N/A,Tidak
1126,N/A,Nafisa Khalida Rafa,5,5 bulan lalu,N/A,N/A,Tidak
1127,N/A,Erika Febri Astuti,5,5 bulan lalu,"Cobain yg kyoto matcha & dark choco, sukakk bgt sama yg kyoto matcha. Varian rasa lainnya juga ada banyak & harganya affordable. Tempatnya juga luas dan lucuu. Pokoknya suka pol, ntar pasti balik ke sini lagi :))",N/A,Tidak
1128,N/A,Eutami,5,5 bulan lalu,"Matcha, tiramisunya enaaaak, tempatnya bersih terus pelayanannya ramah pollllll!",N/A,Tidak
1129,N/A,Andriani Yulianti,5,5 bulan lalu,"Banyak pilihan rasa, dan cocok untuk nongkrong",N/A,Tidak
1130,N/A,Nico Cerahati,5,5 bulan lalu,"Salah satu cafe gelato nih di daerah Palagan Jogja.

Tempat luas, nyaman, dingin, estetik.
seru dan lengkap deh disini, apalagi ditambah ice creamnya unik dan enak2

pelayanan juga ga mengecewakan, ramah dan baik.

Selamat mencoba guys!

Jangan meninggalkan sampah juga ya, biar tetap bersih dan semua nyaman

Salam,

#nicocerahati
#gagaldietlagii
#kitasatustudio
#kitangadmin
#studiokitasatu",N/A,Tidak
1131,N/A,ana uswatun,5,5 bulan lalu,"Mbak nora ramah sekali, service excellent untuk semua staffnya",N/A,Tidak
1132,N/A,Moh Nasuha,5,5 bulan lalu,Tempatnya enak makannya enak tempatnya estetik juga,N/A,Tidak
1133,N/A,ahyana syahila,5,5 bulan lalu,N/A,N/A,Tidak
1134,N/A,Herliana Rahmawati,5,5 bulan lalu,N/A,N/A,Tidak
1135,N/A,hasya rania,5,5 bulan lalu,N/A,N/A,Tidak
1136,N/A,Angelica Clarrie,5,5 bulan lalu,N/A,N/A,Tidak
1137,N/A,Apfia Sabrina,5,5 bulan lalu,N/A,N/A,Tidak
1138,N/A,Tsaniya Azmi,5,5 bulan lalu,"Tempatnya nyaman bgt, pelayanannya cepat dan pastinya rasa gelatonya bikin nagih bgt dan toiletnya bersiiiihhhhhhh bgggtttt plus tempat fotonya keren2,,ga bakal nyesel dech",N/A,Tidak
1139,N/A,revanda ardelia,5,5 bulan lalu,N/A,N/A,Tidak
1140,N/A,Yovie Ananda Saputra,5,5 bulan lalu,N/A,N/A,Tidak
1141,N/A,Aisya Nabilla,5,5 bulan lalu,Gelato nya enak lembut ada booth fotonya juga...,N/A,Tidak
1142,N/A,Tamara Berry,5,5 bulan lalu,"Tempat es krim yang enak di lingkungan sekitar.
Tempatnya cukup mewah dengan dekorasi yang unik.
Mereka bahkan mengecat AC dengan warna yang sama dengan dinding 🙂
Es krimnya enak dan memiliki banyak variasi
Tempat yang bagus untuk nongkrong dan mengobrol dengan teman-teman Anda
Mereka buka 24 jam!!
Oh, mereka juga punya beberapa makanan, tidak hanya es krim
Nikmati Jogja
Nikmati Indonesia 🇮🇩",N/A,Tidak
1143,N/A,raden roro rara,1,5 bulan lalu,terlalu mahal,N/A,Tidak
1144,N/A,Yogzz Op,5,5 bulan lalu,N/A,N/A,Tidak
1145,N/A,indah dayanty,4,5 bulan lalu,N/A,N/A,Tidak
1146,N/A,Aldian Karal Ryaneti,5,5 bulan lalu,Itu bagus sekali.,N/A,Tidak
1147,N/A,Nurul Fatiha,5,5 bulan lalu,Enakkk bangetttt,N/A,Tidak
1148,N/A,Fiona,5,5 bulan lalu,Pilihan rasa gelatonya banyak suka banget sm yg raca kyoto matcha❤️😭,N/A,Tidak
1149,N/A,Kanehaneha,5,5 bulan lalu,N/A,N/A,Tidak
1150,N/A,Catherine Aprimanti Secundina,5,5 bulan lalu,"Tempatnya cukup luas, parkiran juga besar, dan ada petugas parkir yang mengarahkan. Open 24 hours (jarang2 nih gelato shop bukanya 24 jam 😁). Variasi gelatonya pun banyakkk dengan harga yang (menurut aku) nggak terlalu mahal. Ada menu makanan & minuman juga. Untuk rasa, yaa standar aja seperti toko gelato pada umumnya.",N/A,Tidak
1151,N/A,Infiniart Studio,3,5 bulan lalu,Ice cream nya lumayan enak tapi hot coffee nya sangat gak enak. Bisa di upskill barista nya,N/A,Tidak
1152,N/A,Rudy Purwanto,4,5 bulan lalu,N/A,N/A,Tidak
1153,N/A,Fanny Wijaya,5,6 bulan lalu,N/A,N/A,Tidak
1154,N/A,Leony Wijaya,5,6 bulan lalu,tempat super cozy dan gelato nyaa enakk!!,N/A,Tidak
1155,N/A,Firstiana Putri,5,6 bulan lalu,gelatonya enakk 😋 …,N/A,Tidak
1156,N/A,Dian Hartika,5,6 bulan lalu,Banyak freenyaaa 🎉 …,N/A,Tidak
1157,N/A,Nellis Amalia,5,6 bulan lalu,tempat nya bagus dan pelayanan baik,N/A,Tidak
1158,N/A,Ellania Ramadhani,5,6 bulan lalu,Tempatnya lucuuu good ambiance ☺️,N/A,Tidak
1159,N/A,Bunga Kartikasari,2,6 bulan lalu,"Hari ini saya mencoba tempat gelato baru yang cukup ramai dibicarakan: Michael Gelato. Sayangnya, pengalaman saya justru jauh dari menyenangkan.

Pertama-tama, pelayanan yang saya terima sangat mengecewakan.

Pegawainya tidak ramah sejak awal. Terutama ketika salah satu staf laki-laki menyebut ulang pesanan kami, sempat terjadi kekeliruan.

Akhirnya, teman saya langsung mengoreksi bahwa pesanan yang memakai cone ada dua, dan satu menggunakan cup.

Tapi bukannya meminta maaf atau memperbaiki dengan sopan, mas-mas tersebut malah ROLLING EYES.

Ini jelas bukan sikap yang pantas ditunjukkan ke pelanggan terutama untuk bisnis yang mengandalkan pengalaman pelanggan sebagai bagian dari jualannya.

Selain itu, tidak ada penjelasan bahwa tester hanya boleh dua kali.

Saya bahkan menyebut produk mereka ""ice cream"" karena rasanya tidak mencerminkan gelato yang autentik.

Seharusnya, informasi seperti batas tester disampaikan sejak awal, bukan membuat pelanggan merasa salah karena tidak tahu aturan internal yang tidak diinformasikan.

Musiknya pun tidak cocok dengan suasana yang diharapkan dari tempat yang menjual gelato. Bukannya musik yang ringan, ceria, atau santai khas kedai dessert, yang terdengar justru seperti lagu-lagu dari klub malam ala Boshe atau Liquid.

Sangat mengganggu dan tidak cocok, apalagi jika ingin menjadi tempat ramah keluarga atau anak-anak.

Secara keseluruhan, tempat ini terasa seperti dibangun untuk ""jualan tempat"" dan viral di media sosial saja tanpa memperhatikan pelayanan, kualitas produk, atau kenyamanan pengunjung. Jika target pasarnya memang keluarga dan pecinta gelato, sudah seharusnya ada konsistensi antara konsep, pelayanan, dan suasana.

Sayang sekali, potensi tempat ini sebenarnya ada, tapi eksekusinya sangat tidak memuaskan. Semoga bisa menjadi masukan untuk perbaikan ke depannya.

Dan yang menjadi catatan penting dan harus bener-bener DIBACA DAN DIGARIS BAWAHI: AJARKAN PEGAWAI ANDA MELAYANI DENGAN SENYUM. BUKAN CEMBERUT DAN ROLLING EYES.",N/A,Tidak
1160,N/A,Lisa Aulia,5,6 bulan lalu,"tempatnya nyamannn, staffnyaa asikk dan ramahhh, mantepp lah untuk tempat nongkiii💓✨✨",N/A,Tidak
1161,N/A,Rama Soni Ravictor,5,6 bulan lalu,N/A,N/A,Tidak
1162,N/A,Wahyu Setiawan,5,6 bulan lalu,"Yaaa jadi pilihan kalau mau gelato selain yang terkenal itu, pilihannya juga banyak,   tempat duduknya banyak, ada pilihan kopi dan pastry
Ada photobox juga",N/A,Tidak
1163,N/A,ZACK,5,6 bulan lalu,Es krim yang enak,N/A,Tidak
1164,N/A,zakia putri,5,6 bulan lalu,wajib dicoba ke sini😃,N/A,Tidak
1165,N/A,ruv tok,5,6 bulan lalu,Semua baik-baik saja,N/A,Tidak
