no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto
361,N/A,dany bilkis saida aminah,5,sebulan lalu,"Vibes Bali tapi di Jogja.

Dark coklatnya enak sih. Ini vibes dan hospitality nya amazing. Setelah ke sini, aku lebih pilih ke sini sih dari pada ke Tempo Gelato. Rasa 11-12 sama aja. Vibes menang ke Michalw Kreme bangetttttt.",N/A,Tidak
362,N/A,Septiyani,5,2 bulan lalu,"Es krimnyaa enakkkk lembutttt, luass banget tempatnya dan estetikk juga, adaa photobothnya",N/A,Tidak
363,N/A,NurdjaniHoa Hoahoa,5,2 bulan lalu,N/A,N/A,Tidak
364,N/A,Silviana Mayawati,5,2 bulan lalu,"Nyoba kesini karna ada photoboxnyaa, ternyata eskrimnya enak jugaaa. Pelayanannya juga oke bgt bgt bgtt",N/A,Tidak
365,N/A,Sarah Marriani,5,2 bulan lalu,💜💜,N/A,Tidak
366,N/A,aulia maharani,5,2 bulan lalu,Jika Anda bertaruh pada akhir pekan,N/A,Tidak
367,N/A,Chand Nugroho,5,2 bulan lalu,"Tempatnya endulll gelatonya best bengeeet, yang pistaacho aaah seenaak ituuu 😍 kopinya juga best parah, hruss bngt kw jogja mmpir kesini",N/A,Tidak
368,N/A,Keisha Putri,5,2 bulan lalu,N/A,N/A,Tidak
369,N/A,Moh Arif,5,2 bulan lalu,N/A,N/A,Tidak
370,N/A,NURUL E.,5,2 bulan lalu,Pelayanan,N/A,Tidak
371,N/A,Cita Kemuning,5,Diedit 2 bulan lalu,Tempat nongkrong yang bagus dan mereka punya gelato yang enak,N/A,Tidak
372,N/A,Astrid Gepeng,5,2 bulan lalu,Tempatnya vibing,N/A,Tidak
373,N/A,Rahma Latifah,5,2 bulan lalu,"tempatnya cozy, layanan sangat baik dan makanannya enakk! wajib dicoba kalo main ke jogjaa 🥰🥰",N/A,Tidak
374,N/A,Astri Ambarita,5,2 bulan lalu,N/A,N/A,Tidak
375,N/A,lotus dessert,5,2 bulan lalu,"super excellent service bangettt, gelatonya enak2 semuaaa parahh <333",N/A,Tidak
376,N/A,Issrotul Qomaria,4,2 bulan lalu,"Gelato rasa pistachio kunafa chocolate dan ferrero rocher, best 🍦🍨",N/A,Tidak
377,N/A,Iib Baim,5,2 bulan lalu,"Tempatnya bagus dan kopinya enak apa lagi es krimnya bikin nagih,jadi pingin selalu kesini kalo main ke jogja wkwkwk😊😊👍👍❤❤",N/A,Tidak
378,N/A,hayy nana,5,2 bulan lalu,"Tempat nya nyaman luas  bawa anak kecil aman, makanan nya enak, pelayanan nya cepat juga",N/A,Tidak
379,N/A,Faiz Yuflih,5,2 bulan lalu,"tempatnya enak buat nugas, minumannya enak, coffee shop 24 jam deket rumah😍",N/A,Tidak
380,N/A,Almira Rahma,5,2 bulan lalu,Tempat yang nyaman dan gelato yang lezat,N/A,Tidak
381,N/A,Yosephin Primasari,5,2 bulan lalu,N/A,N/A,Tidak
382,N/A,Safa Raihanna.,5,2 bulan lalu,Suasananya sempurna dan gelato-nya lezat!,N/A,Tidak
383,N/A,Rismawati Widyaningrum,5,2 bulan lalu,"tempatnya nyaman dan vibes banget, gelatonya juga enakkk i reaally love it.",N/A,Tidak
384,N/A,Muhammad Aji Syahbana,5,2 bulan lalu,Oke banget,N/A,Tidak
385,N/A,BENEDIKTUS PRIMUS GUNTEJA,5,2 bulan lalu,"Rekomen bgt, tempat nya cozy dan nyaman banget, dan es krim nya enak, sopan banget di mulut 😁",N/A,Tidak
386,N/A,Ziolice Xiao,5,2 bulan lalu,N/A,N/A,Tidak
387,N/A,my nameistyea,5,2 bulan lalu,Enak pool ..dekat rumah,N/A,Tidak
388,N/A,Sasha Sengko,4,2 bulan lalu,"Rasa udah enak tapi pelayanan kurang terorganize. Saya datang ber4, sudah bayar utk 4 orang, pas pilih es krim nya mbak pelayan minta bill , pas giliran saya mau pilih, mbak pelayan nya udah ninggalin saya , saya kayak ngemis2 minta diambilin eskrim",N/A,Tidak
389,N/A,Blue Bunny,5,2 bulan lalu,Ini gelato terenak yang pernah saya coba sejauh ini! Semua yang saya coba benar-benar enak — pelayanannya luar biasa dan tempatnya juga nyaman.,N/A,Tidak
390,N/A,Faisyal Hakim,4,2 bulan lalu,Gelato sangat lezat...,N/A,Tidak
391,N/A,Stevan Suryanto,5,2 bulan lalu,"Gelato yang menarik buka 24 jam, gelatonya lumayan banyak pilihan rasa, terlihat enak semua dan ingin coba semuanya. Tempatnya luas dan nyaman, untuk nongkrong atau hanya sebentar sambil menikmati gelatonya. Tempat parkirnya luas.",N/A,Tidak
392,N/A,Ari Pitik,5,2 bulan lalu,"Rasanya enak ,rasanya pas, tempatnya enak , pelayanan cepat dan ramah",N/A,Tidak
393,N/A,treas anhira,5,2 bulan lalu,N/A,N/A,Tidak
394,N/A,mlati panwascam,5,2 bulan lalu,N/A,N/A,Tidak
395,N/A,3322_ Avid Dwi Saputro,5,2 bulan lalu,N/A,N/A,Tidak
396,N/A,V,5,2 bulan lalu,N/A,N/A,Tidak
397,N/A,lin,5,2 bulan lalu,N/A,N/A,Tidak
398,N/A,Aulya Ramadhani Idris,5,2 bulan lalu,N/A,N/A,Tidak
399,N/A,Kania Cipta Az-zahra,5,2 bulan lalu,N/A,N/A,Tidak
400,N/A,Resa Ramadhina,5,2 bulan lalu,N/A,N/A,Tidak
401,N/A,Zalfaa Nadia,5,2 bulan lalu,N/A,N/A,Tidak
402,N/A,Delia Arinanda,5,2 bulan lalu,tempatnya cozy bgt,N/A,Tidak
403,N/A,devina aulia,5,2 bulan lalu,N/A,N/A,Tidak
404,N/A,Mutiara Fitriani,5,2 bulan lalu,N/A,N/A,Tidak
405,N/A,Regita Putri Ardya,5,2 bulan lalu,N/A,N/A,Tidak
406,N/A,Rezerald,5,2 bulan lalu,N/A,N/A,Tidak
407,N/A,Yuaninda AP,5,2 bulan lalu,N/A,N/A,Tidak
408,N/A,citra puji Lestari,5,2 bulan lalu,N/A,N/A,Tidak
409,N/A,Febri Vitri Astuti,5,2 bulan lalu,N/A,N/A,Tidak
410,N/A,Dwi Yasti Bontong Padatuan,5,2 bulan lalu,"SUKAAAA!! gelatonya enaaak, minumannya juga enaaakk. tempatnya juga comfy, esp buat nugass. kakak kakak yang kerja disini juga sangat baik dan ramahh＼(^-^)／",N/A,Tidak
411,N/A,Amaliyyah Mudhoafah,5,2 bulan lalu,N/A,N/A,Tidak
412,N/A,Nusindowisata_jogja Nusindowisata_jogja,5,2 bulan lalu,"Selalu jadi langganan terus sih..dekat rumah ,varian rasanya buanyakkkk... top bangett",N/A,Tidak
413,N/A,lestari agustininingtyas,5,2 bulan lalu,"Es krim nya enak, tempat nya cozy, pilihan menunya lumayan ❤️",N/A,Tidak
414,N/A,Khaura Aulia,5,2 bulan lalu,Enaaakkk banget,N/A,Tidak
415,N/A,decky purnama,5,2 bulan lalu,Gelato enakk dijogja tempat juga cozy,N/A,Tidak
416,N/A,Nisrina Salma,5,2 bulan lalu,"tempatnya nyaman buat nugas, eskrim nya enak-enak, harganya terjangkau",N/A,Tidak
417,N/A,izzaty alya,5,2 bulan lalu,N/A,N/A,Tidak
418,N/A,Dewi Rahmawati,5,2 bulan lalu,Pelayanan baik tempat nyaman,N/A,Tidak
419,N/A,Ara,4,2 bulan lalu,"Gelatonya enak, tapi aku menemukan benda kecil ini di dalam es krim Oreo-ku :(

Pelayanannya bagus sih.",N/A,Tidak
420,N/A,Raditya Budi,5,2 bulan lalu,N/A,N/A,Tidak
421,N/A,Muhammad Irfan,5,2 bulan lalu,N/A,N/A,Tidak
422,N/A,faizah al-atsariah,5,2 bulan lalu,N/A,N/A,Tidak
423,N/A,Indri Martawardaja,5,2 bulan lalu,N/A,N/A,Tidak
424,N/A,Shanum Almeera,5,2 bulan lalu,"Dateng pas weekend rame sekali, tapi msih bs nikmati gelato nya g buru2.. mbk2 n mas2 nya nglayani ramah banget.. brwnies almond nya ntappsss jg.. suka smua pokoknyaa..",N/A,Tidak
425,N/A,Luthfi Amalia,5,2 bulan lalu,"Gelattonya enak bgt,, kopinya jg mantab, mau cobain croissant tp dah hbs😁
Klo diksh pojok buat playground anak, meskipun kecil pasti akan lbh asyik,, krn pasti byk konsumen yg bawa anak",N/A,Tidak
426,N/A,Dhitya Pradhanie,5,2 bulan lalu,"Tempat aestetic , banyak spot foto menarik, pelayanan super ramah",N/A,Tidak
427,N/A,Monica Hesti,5,2 bulan lalu,suasana yang bagus dan gelato baru terbaik di kota yogyakarta 😍😍😍🤤🤤🤤,N/A,Tidak
428,N/A,Dira Ayu Indah Cahyani,5,2 bulan lalu,"Tempat nyaman, es krim gak bikin eneg, cemilan dan minumannya juga enak 👍🏻",N/A,Tidak
429,N/A,Adeeva Maheswari,5,2 bulan lalu,"Gelatonya enak, ngga bikin enek. Minumannya juga enak, service nya oke",N/A,Tidak
430,N/A,Ray Chand,5,2 bulan lalu,"gelatonya lembut , variannya lengkap , tempatnya nyaman bangett 🥰🥰",N/A,Tidak
431,N/A,Rio Rahman,5,2 bulan lalu,"Ice creamnya enak, tempatnya nyaman, parkiran luas...",N/A,Tidak
432,N/A,Rizke Tantular,5,2 bulan lalu,"Gelatonya enak-enak, tempatnya luas, adem, dan cozy kayak di rumah. Crew michael kreme ramah juga super ramah ❤️",N/A,Tidak
433,N/A,Ulfa Wachiddiyah Zuqri,5,2 bulan lalu,Enukkkkk,N/A,Tidak
434,N/A,Ryan Abdisa,5,2 bulan lalu,N/A,N/A,Tidak
435,N/A,fiqih kartika sari,5,2 bulan lalu,"Pertama kali kesini. Pelayanan ramah dan cepat, tempat duduk juga cukup ada jeda dari table lainnya jadi nggak berisik. Es creamnya juga enak.",N/A,Tidak
436,N/A,sheila lugitha,5,2 bulan lalu,N/A,N/A,Tidak
437,N/A,maya fitria rindhany,5,2 bulan lalu,"Betah lama-lama disini!
Mampir deh",N/A,Tidak
438,N/A,Della Tri Amanda,5,2 bulan lalu,N/A,N/A,Tidak
439,N/A,Fairuz Yussi Khansah Putri,5,2 bulan lalu,"eskrimnyaa enak, tempatnya estetik, pelayanannya ramah bgt🤩 nongkrong disini enak deh pokoknya👍🏻",N/A,Tidak
440,N/A,Dhea Ayu,5,2 bulan lalu,Tempatnya keren bagus dan aestetic cocok buat yang suka foto. Gelatonya juga bervariasi rasanya unik dan enak. Harus cobain kesini sih!,N/A,Tidak
441,N/A,yuliantisulistyo_,5,2 bulan lalu,"Eskrimnya enak, tempatnya juga nyaman cocok buat nongki bareng temen 👍🏻",N/A,Tidak
442,N/A,lelly lelstari,5,2 bulan lalu,"gelatoo nyaa recomended, yang lagi ke jogja wajib kesini🤩",N/A,Tidak
443,N/A,Bobo Boy,5,2 bulan lalu,"bagus, tempat nyaman, pelayanan baik",N/A,Tidak
444,N/A,Veronica Lia,5,2 bulan lalu,"Tempatnya nyaman dan luas, banyak spot foto yang menarik, pelayanannya sangat ramah",N/A,Tidak
445,N/A,laurentius diota,5,2 bulan lalu,Enak ✨,N/A,Tidak
446,N/A,rinto soetjipto,5,2 bulan lalu,N/A,N/A,Tidak
447,N/A,Titi Sari,3,2 bulan lalu,"Tempatnya bagus, tapi maaf quality SDMnya kurang menurut saya.

1. Petugas gelatonya yang jaga tanggal 27 Sept jam 15:00 spt kurang edukasi ya, jd di menu itu ada 2 pilhan. Satu yg biasa satu yg premium, TAPI pelanggan ga dikasitau di kasir kalau yg premium it apanyaa sdgkan kita modelnya bayar dulu baru pesen. Jd saya sendiri baru tau maksudnya premium itu tipe gelato pas sy uda bayar, pas pilih gelato krn sudah terlanjur bayar jadilah sy cm bs ambil yg gelato biasa krn gamungkin pesen dobel bs obesitas sy. YA PANTES AJA KOK SECTION GELATO PREMIUMNYA MASI UTUH WKWKWK. Managernya cb deh mawas diri, mngkin gelato premium km sampe sore masi awet krn kasirnya ga ngasitau itu di PL premium2 apaan. Rugi loh, sampe sore kok gelato ferrero dkknya masi padet montok gt kayak jarang kesenggol pdhl cm beda 5-10rb pasti kl org tau bakal pilih yg prem. Mbak kasirnya cantik tp kurang mau edukasi, atau kl mager yah saran saya cb dibuatkan ilustrasi di kasir kalau bayar yg biasa spt apa gelatonya & kalo yg prem spt apa dptnya, krn ini kan sistemnya bayar didepan jd emg kudu lebih effort lah petugas kasirnya (sabar ya mb2 kasir tp ya resiko krn sistem restomu spt ini). 😬

2. Cleanernya ada yg prengat prengut, aduh gatau entah kecapean atau wagenya kekecilan. Tp mrengut gt bersih2 jd ganyaman liatnya kan. Mngkin bs dirolling yg prengut2 utk bersihin blkg atau toilet aja biar ga ganggu mood cust.

3. TOILET MAMBU.  Bau bgt toiletnya bukan bau pesing gr2 cust misal ada yg pipisnya ga tertib tp krn emg toiletnya berdaki gt paham ga admin? Toiletnya kotor bgt kayak ga dibersihin dr kemarin, sbg org yg paham soal ginian jd sy bs asumsikan toiletnya tdk digosok sdh sehari lebih. Sdgkan ini kelasnya restoran ya harusnya bukannya kl sdh salah tiap mau open atau closing ada sesi resik2 wc dulu yah? Ampun bgt kl cm bau tp visualnya bersih mah sy bs maklum mngkin kesalahan customer, tp ini berdaki toiletnya jijik bgt kak. Trus posisi toiletna ini bener2 deket ke tmpt makan ya jd makin ilfil kalo kotor, jd sudah konsekuensi jg jika membuat toilet resto yg itungannya deket sm meja2 makan artinya harus siap bersih terus. Tolong lah kak huhu jorok bgt",N/A,Tidak
448,N/A,agus fajar,4,2 bulan lalu,"Gelato nya enak, okelah variasi rasa nya.
Saya Tiramizu dan mermaid enak.
Pelayanan oke.
Parkir juga luas.
Cuma waktu saya datang rasanya panas banget di dalam terutama dekat kasir.
Untung di area pojok yang tempat duduknya masuk ke bawah agak dingin",N/A,Tidak
449,N/A,Doni Wijaya,3,2 bulan lalu,N/A,N/A,Tidak
450,N/A,Rania Fathony,5,2 bulan lalu,mantapp!! enak dan estetik bingits,N/A,Tidak
451,N/A,Rahadian Benny,4,2 bulan lalu,N/A,N/A,Tidak
452,N/A,a jie,5,2 bulan lalu,"tempatnya bagus, enak",N/A,Tidak
453,N/A,Fauziah Hana Maharani,5,2 bulan lalu,N/A,N/A,Tidak
454,N/A,Farid Naufal,5,2 bulan lalu,N/A,N/A,Tidak
455,N/A,sri hidayani,5,2 bulan lalu,"Mb dini nya ramah, tempatnya nyaman... Pelayananyabagus",N/A,Tidak
456,N/A,endah cantikk,5,2 bulan lalu,"tempat nyaman pelayanan bagus
eskrim enak",N/A,Tidak
457,N/A,Ivan Rachmadhani,5,2 bulan lalu,"Tempatnya enak, bersih, ada mushola bersih. Nyaman juga. Pegawainya ramah-ramah😁",N/A,Tidak
458,N/A,Josse Aditya Hahury,5,2 bulan lalu,Pelayanan nya ramah dan tempatnya punya konsep yg cukup unik. Reccomended banget 💥💥💥,N/A,Tidak
459,N/A,Elvaretta Maria Feodora Damayanti,5,2 bulan lalu,Tempat cozy banget buat nongkrong.,N/A,Tidak
460,N/A,Savika Intan Nadhila,5,2 bulan lalu,"Tempatnya enak, gelatonya juga enakkkk! + deket rumah jadi bakal sering kesini🤗",N/A,Tidak
461,N/A,ALYA CAHYA AGITHA -,5,2 bulan lalu,pelayanan ramah🤩,N/A,Tidak
462,N/A,Zuyina Shfwa,5,2 bulan lalu,tempat yang nyaman!!,N/A,Tidak
463,N/A,KKN 240 PAITAN PURWOREJO,5,2 bulan lalu,eskrimnya enak tempatnya bagus pelayanan bagus,N/A,Tidak
464,N/A,Jason Prasetyo,5,2 bulan lalu,N/A,N/A,Tidak
465,N/A,Aji Tnj,5,2 bulan lalu,Terbaik,N/A,Tidak
466,N/A,Mak Le,5,2 bulan lalu,N/A,N/A,Tidak
467,N/A,Bara Juni,5,2 bulan lalu,N/A,N/A,Tidak
468,N/A,dwi melani,5,2 bulan lalu,tempatnya bagus pelayanannya baik oke bgt pokonya ‼️,N/A,Tidak
469,N/A,NOVIA METTA DEVI,5,2 bulan lalu,N/A,N/A,Tidak
470,N/A,Nikita Raya,5,2 bulan lalu,seruuu bangettt,N/A,Tidak
471,N/A,Chairani Nasywa Putri,5,2 bulan lalu,seruu tempat nya bagus makananyaa enak sangat rekomen,N/A,Tidak
472,N/A,Shoffi Nafisah,5,2 bulan lalu,puas banget sama gelato dan pelayanannyaa💓 luvvv,N/A,Tidak
473,N/A,hiqmatulw,5,2 bulan lalu,"gelatonya enak, suasana tempatnya juga nyaman. harganya juga affordable. rekomen banget untuk nongkrong!💗 …",N/A,Tidak
474,N/A,Eldon Rizky,5,2 bulan lalu,Pelayannya ramah . Rasaa kualitass juaraa . Hargaa ramah untuk semua .. children friendly jugaa,N/A,Tidak
475,N/A,Fahira Salsabila,5,2 bulan lalu,tempatnya nyaman. harga terjangkau. gelstonya enak😍 kopinya juga ga kalah enak! recommended!,N/A,Tidak
476,N/A,regina aprilia,4,2 bulan lalu,"bagus dan nyaman, ruang luas untuk nongkrong bersama teman dan keluarga",N/A,Tidak
477,N/A,Febiola Kristina,5,2 bulan lalu,"Tempatnya bagus, staf ramah, ice cream nya juga enak, pokoknya best!!!",N/A,Tidak
478,N/A,v s,5,2 bulan lalu,"tmptnya enak cozyyy bgtt
gelato nya enak juga",N/A,Tidak
479,N/A,Rendi Chandra,5,2 bulan lalu,N/A,N/A,Tidak
480,N/A,Rani Aulia Rahim,5,2 bulan lalu,N/A,N/A,Tidak
481,N/A,sen buffieeem,5,2 bulan lalu,tempatnya instagram-able bgt. cocok buat anak muda. 🍨,N/A,Tidak
482,N/A,Nur Maya Noviyana,5,2 bulan lalu,"makanannya enak”, apalagi gelatonyaa uww mantap.. banyak spot fotonya estetik pulaa.. ada photoboxnyaaa jugaa🥰",N/A,Tidak
483,N/A,Maulana Haqi,5,2 bulan lalu,"Kekinian banget kak, belum lagi staff barnya ramah banget , kalau ga salah namanya lana",N/A,Tidak
484,N/A,zuliyani,5,2 bulan lalu,"pelayannya ramah bangettt,spott fotonya juga banyak bangett dan tempatnya luas bgtt cocok buat kalian yang suka foto foto cantikkk,kalian wajib cobainn yaaaa😍🥰",N/A,Tidak
485,N/A,Alfina Ifds,5,2 bulan lalu,"Pelayanannya sangat ramah,, menunya banyak dan enak enak wajib dicoba sihh😍🥰",N/A,Tidak
486,N/A,11 Maria Credisia I N T A,5,2 bulan lalu,"Gelatonya cukup oke, tapi masih bisa ditingkatkan lagi",N/A,Tidak
487,N/A,Anna,5,2 bulan lalu,"Tempatnyaaa enaak, instagrams able.
Bisa buat nongkrong2 sama temen2 di Sore hari",N/A,Tidak
488,N/A,special Be,5,2 bulan lalu,N/A,N/A,Tidak
489,N/A,Annastya Wahyu Pramesti,5,2 bulan lalu,N/A,N/A,Tidak
490,N/A,Anisa MiftakhulJ,4,2 bulan lalu,"Nyaman, makanan juga enk",N/A,Tidak
491,N/A,Intan Ramadana,5,2 bulan lalu,"Tempattnya okeee bgtt, es krimnya juga enakk😍",N/A,Tidak
492,N/A,Dewi Siska Astuti,5,2 bulan lalu,N/A,N/A,Tidak
493,N/A,Ainun Nisa Salsabila,5,2 bulan lalu,OKE BGTTT KALIAN HARUS KESINI!!!!,N/A,Tidak
494,N/A,reysa meliana,5,2 bulan lalu,"tempatnya oke banget, gelatonya enakkkk wajib cobain klo ke jogja",N/A,Tidak
495,N/A,Aminah fajri Chairunisa,5,2 bulan lalu,First time kesini... gelatonya enak banget hihihi ❤️,N/A,Tidak
496,N/A,2735_Syahputri,5,2 bulan lalu,"keren banget tempat nya dan harga gelato nya juga murah banget , staff nya juga ramah , kalau ke jogja pasti balik lagi ke sini",N/A,Tidak
497,N/A,anggita zuqni,5,2 bulan lalu,N/A,N/A,Tidak
498,N/A,Ummu Nauza,5,2 bulan lalu,N/A,N/A,Tidak
499,N/A,STS SML,5,2 bulan lalu,N/A,N/A,Tidak
500,N/A,nieken dody,5,2 bulan lalu,"Wajib coba yg signature
Gelayo ferrero dan pistacio macha
Laziz
Wafle enak
Gas deh",N/A,Tidak
501,N/A,Dewi Noviarsari,5,2 bulan lalu,N/A,N/A,Tidak
502,N/A,Sewa Lurik Yogya,5,2 bulan lalu,Tempatnya estetik & luas,N/A,Tidak
503,N/A,Uni Anila,4,2 bulan lalu,"Nongkrong/ngopi sekaligus jajan gelato ini di daerah palagan 😁. Tempatnya lumayan luas, banyak tempat aesthetic sih sebenernya. Kemarin saking ramenya agak kurang nyaman mau poto2. Jadi ala kadarnya.
Parkir mobil dan motor, aman ada space nya. Bapak parkirnya juga sat set ngarahinnya. Rasanya selera klo menurutku (enak yg premium sih ya , harganya juga lumayan 😅). Kalau kopinya byc c28 udh gak diragukan ya, creamy dan pahitnya dapet.. Ada buat potobox nya juga..Pembayaran kemarin lupabisaa cash atau tidak 😊",N/A,Tidak
504,N/A,Pernah Bobo Sini,5,2 bulan lalu,"Lokasinya jauh dari pusat kota, interior-nya menarik buat jadi spot foto. Varian gelato-nya lumayan banyak. Ada booth buat photobox.",N/A,Tidak
505,N/A,WIDIA ASTIANI -,5,2 bulan lalu,"Tempatnya comfy, pelayanan sangat ramahh, gelatonya enakkk😍",N/A,Tidak
506,N/A,Artasya Pancarani,5,2 bulan lalu,sudah bagus semuanya,N/A,Tidak
507,N/A,Yuninda Eka,5,2 bulan lalu,N/A,N/A,Tidak
508,N/A,Resky Novalia,5,2 bulan lalu,Tempatnya aestethic and of course gelatonya enakk poll,N/A,Tidak
509,N/A,Andang Syaifudin,5,2 bulan lalu,N/A,N/A,Tidak
510,N/A,Galuh Puji,5,2 bulan lalu,"bener bener unik bgt konsepp gelato nya, semua produknya bestttttttt, suasananya oke banget, pelayanannya juga oke banget dipertahanin begini",N/A,Tidak
511,N/A,R Fitrya R,5,2 bulan lalu,"Siang2 panas, makan gelato dulu disini. Pilih yang 2 scoop basic gelato rasa dark coklat & mix beri, enak banget.. Pelayannya juga ramah2 & suasana restonya nyaman banget, betah berlama2 disini.. 🥰👍",N/A,Tidak
512,N/A,Hilmi Romadhon,5,2 bulan lalu,N/A,N/A,Tidak
513,N/A,Adrianus Ginas,5,3 bulan lalu,N/A,N/A,Tidak
514,N/A,Yusep Agustono,4,3 bulan lalu,"Sangat luas, tempatnya bagus",N/A,Tidak
515,N/A,Dular Budi Jatmiko,3,3 bulan lalu,Maha,N/A,Tidak
516,N/A,Vero Sakmaf23,5,3 bulan lalu,"Makanannya enak.menarik
Para stafnya jg ramah banget. Bakal balik lagi sih",N/A,Tidak
517,N/A,Emilia Puspita Dewi,5,3 bulan lalu,N/A,N/A,Tidak
518,N/A,rizkyashinta ayudia,5,3 bulan lalu,N/A,N/A,Tidak
519,N/A,Yuanita Putri wahyudi,5,3 bulan lalu,N/A,N/A,Tidak
520,N/A,ayu,5,3 bulan lalu,N/A,N/A,Tidak
521,N/A,yola yuwinda fatikasari,5,3 bulan lalu,N/A,N/A,Tidak
522,N/A,Farell Valentino,5,3 bulan lalu,kayak rumah sendiri,N/A,Tidak
523,N/A,Mhmd Ozzora,5,3 bulan lalu,N/A,N/A,Tidak
524,N/A,dik a,5,3 bulan lalu,enak bgt,N/A,Tidak
525,N/A,Andi Shafwan,5,3 bulan lalu,N/A,N/A,Tidak
526,N/A,jommeme hahaha,5,3 bulan lalu,N/A,N/A,Tidak
527,N/A,Adrian,5,3 bulan lalu,N/A,N/A,Tidak
528,N/A,Joevanny Thio,5,3 bulan lalu,Banyak pilihan rasa untuk Gelato-nya! Rasanya unik! Suka banget!,N/A,Tidak
529,N/A,Fazza _Putra07,5,3 bulan lalu,bintang 5,N/A,Tidak
530,N/A,Jody Sandy Prawira,4,3 bulan lalu,Brownies dan coffee 💯,N/A,Tidak
531,N/A,biru poluakan,5,3 bulan lalu,N/A,N/A,Tidak
532,N/A,Firza Aditya Primandani,5,3 bulan lalu,"Mampir ke sini karena memang jadi ""hadiah"" bagi si Sulung yang lama tidak bersua. Michael Kreme tempatnya cukup tersembunyi, jadi jauh dari hiruk pikuk padatnya aktivitas warga. Parkirnya juga luas banget.

Masuk langsung disambut dengan ramah. Pilihan gelatonya ada banyak, lebih dari 30an varian rasa. Ada yang basic ada yang MK Signature. Mau yang porsi kids (mulai 25k), small (mulai 35k) atau medium (55k). Kalau bingung dengan rasanya, bisa minta testernya juga. Mau ditambahi topping juga bisa.

Gelatonya sendiri rasanya segar, komposisi susunya tidak begitu banyak, lebih banyak rasa kombinasi buah dan rasa lainnya sehingga ngga bikin enek. Ini pas banget sih menurutku, dan ngga bikin cepat haus.  Oh iya, di sini juga ada snack ringan, pastry maupun olahan kopi juga.

Ambience di Michael Kreme ini lebih ke tempat nongkrong sekaligus nugas. Karena ada beberapa spot yang dibuat untuk santai atau ada juga untuk space yang buat meeting atau ngerjain tugas. Banyak lukisan maupun ornamen lucu yang sayang tidak diambil fotonya. Bahkan ada photo boxnya juga!

SOP di tempat ini sepertinya dijaga betul, mulai menyapa, melayani, hingga petugas yang ambil gelato juga pakai masker mulut. Oh iya, vibes gen-z di tempat ini kental banget. Salut!",N/A,Tidak
533,N/A,Angelina Felianjani Wulanditya,5,3 bulan lalu,N/A,N/A,Tidak
534,N/A,Aditya _,5,3 bulan lalu,N/A,N/A,Tidak
535,N/A,Ary Anjani,5,3 bulan lalu,N/A,N/A,Tidak
536,N/A,Kania Aksan,5,3 bulan lalu,N/A,N/A,Tidak
537,N/A,surya bayu,5,3 bulan lalu,tempat estetik,N/A,Tidak
538,N/A,Truthty KK,5,3 bulan lalu,seru,N/A,Tidak
539,N/A,Haiva Alidya,5,3 bulan lalu,N/A,N/A,Tidak
540,N/A,wafa nurazizah,5,3 bulan lalu,kerja bagus,N/A,Tidak
541,N/A,Lemon Anne,5,3 bulan lalu,"Pelayanan ramah puollll, mantap semuaaa kackkk👍🏻👍🏻👍🏻",N/A,Tidak
542,N/A,Chiara Alodia C.R,5,3 bulan lalu,"banyak spot foto bagus, layanan baik, gelato nya enak🫰🏻",N/A,Tidak
543,N/A,Reva Nursiyamah,5,3 bulan lalu,"Tempatnya instagramable bangett, pelayanannya sihhh all staf ramah poll, begitu masuk langsung disambut. Rasa gelatonya jangan ditanya enak2 semuaa, pilihan rasanya banyak bervariasi. Love it",N/A,Tidak
544,N/A,Agustin Tri1408,5,3 bulan lalu,"Tempatnya nyaman bangett, cocok bgt buat ningkrong dan juga ga jauh dari pusat kota",N/A,Tidak
545,N/A,zalza malviana,5,3 bulan lalu,pelayanan ramah suasananya ga bikin bosen makanya pas dengan harganya tempatnya juga higenis.,N/A,Tidak
546,N/A,Syuja indah,5,3 bulan lalu,"pelayanannya ramah bangett, makanannya enak banget, dan tempatnya nyaman",N/A,Tidak
547,N/A,rio paradika,5,3 bulan lalu,"Gelato cafe yang lagi naik daun di jogja. Tempat luas, nyaman, adem, banyak pilihan rasa. Estetik dan instagramable untuk kepentingan konten. Ada menu kopi dan pastry juga. Parkiran luas, pelayanan baik dan selalu ramah serta informatif. Bagi anak muda yang suka photobox, mereka menyediakan dua booth untuk dipakai. Buka 24 jam.",N/A,Tidak
548,N/A,Kinar R,5,3 bulan lalu,Pelayanannya bagus banget! Stafnya ramah dan membantu. Tempatnya nyaman dan gelatonya juga enak banget! Saya pasti akan kembali ke sini :D,N/A,Tidak
549,N/A,Jv YOLO,5,3 bulan lalu,"gelato sm kopinya enak, tempatnya nyaman, pelayanannya ramah. wajib bgt dtg kesini 🤗 …",N/A,Tidak
550,N/A,valmai,5,3 bulan lalu,"tempat yang bagus, suasana yang bagus, kambing jantan dawg",N/A,Tidak
551,N/A,Maxella Ginting,5,3 bulan lalu,"Sangat bagus, sangat menyenangkan.",N/A,Tidak
552,N/A,Annamaria Phoebe,5,3 bulan lalu,"tempat yang bagus, suasana yang bagus, goateeeddd",N/A,Tidak
