username,comment,time,tokens,cleaned_tokens,filtered_tokens
@yantofebri-vr8cc,"jangankan hacker. yang di lapangan saja males"" patroli malam tidak pernah, kalo pagi cuma foto di perempatan cuma buat foto. mereka cuma gerak kalo ada duitnya. pengalam 2x lapor kehilangan cuma dapat kertas doang gak ada tindak lanjut. giliran bikin ivent di kasih amplop mau bantuin. tahun ini usaha ane jadi tempat tkp karna karyawan terlibat perselisihan. mau buka lagi musti urus ini itu dan dengan terang""an minta 4 juta buat beri ijin usaha lagi. gk usah sebut oknum karna pas di minta di kantor. kalo 1 kantor apa itu juga oknum? gak akan bisa berubah karna sudah dari dulu watak mereka. beberapa berita setelah viral oknum di tangkap. ujung2nya yg jaga temen mereka sendiri. gak mungkin senasip narapidana yang lain",2 hari yang lalu,"['jangankan', 'hacker', '.', 'yang', 'di', 'lapangan', 'saja', 'males', ""''"", 'patroli', 'malam', 'tidak', 'pernah', ',', 'kalo', 'pagi', 'cuma', 'foto', 'di', 'perempatan', 'cuma', 'buat', 'foto', '.', 'mereka', 'cuma', 'gerak', 'kalo', 'ada', 'duitnya', '.', 'pengalam', '2x', 'lapor', 'kehilangan', 'cuma', 'dapat', 'kertas', 'doang', 'gak', 'ada', 'tindak', 'lanjut', '.', 'giliran', 'bikin', 'ivent', 'di', 'kasih', 'amplop', 'mau', 'bantuin', '.', 'tahun', 'ini', 'usaha', 'ane', 'jadi', 'tempat', 'tkp', 'karna', 'karyawan', 'terlibat', 'perselisihan', '.', 'mau', 'buka', 'lagi', 'musti', 'urus', 'ini', 'itu', 'dan', 'dengan', 'terang', ""''"", 'an', 'minta', '4', 'juta', 'buat', 'beri', 'ijin', 'usaha', 'lagi', '.', 'gk', 'usah', 'sebut', 'oknum', 'karna', 'pas', 'di', 'minta', 'di', 'kantor', '.', 'kalo', '1', 'kantor', 'apa', 'itu', 'juga', 'oknum', '?', 'gak', 'akan', 'bisa', 'berubah', 'karna', 'sudah', 'dari', 'dulu', 'watak', 'mereka', '.', 'beberapa', 'berita', 'setelah', 'viral', 'oknum', 'di', 'tangkap', '.', 'ujung2nya', 'yg', 'jaga', 'temen', 'mereka', 'sendiri', '.', 'gak', 'mungkin', 'senasip', 'narapidana', 'yang', 'lain']","['jangankan', 'hacker', 'yang', 'di', 'lapangan', 'saja', 'males', 'patroli', 'malam', 'tidak', 'pernah', 'kalo', 'pagi', 'cuma', 'foto', 'di', 'perempatan', 'cuma', 'buat', 'foto', 'mereka', 'cuma', 'gerak', 'kalo', 'ada', 'duitnya', 'pengalam', '2x', 'lapor', 'kehilangan', 'cuma', 'dapat', 'kertas', 'doang', 'gak', 'ada', 'tindak', 'lanjut', 'giliran', 'bikin', 'ivent', 'di', 'kasih', 'amplop', 'mau', 'bantuin', 'tahun', 'ini', 'usaha', 'ane', 'jadi', 'tempat', 'tkp', 'karna', 'karyawan', 'terlibat', 'perselisihan', 'mau', 'buka', 'lagi', 'musti', 'urus', 'ini', 'itu', 'dan', 'dengan', 'terang', 'an', 'minta', '4', 'juta', 'buat', 'beri', 'ijin', 'usaha', 'lagi', 'gk', 'usah', 'sebut', 'oknum', 'karna', 'pas', 'di', 'minta', 'di', 'kantor', 'kalo', '1', 'kantor', 'apa', 'itu', 'juga', 'oknum', 'gak', 'akan', 'bisa', 'berubah', 'karna', 'sudah', 'dari', 'dulu', 'watak', 'mereka', 'beberapa', 'berita', 'setelah', 'viral', 'oknum', 'di', 'tangkap', 'ujung2nya', 'yg', 'jaga', 'temen', 'mereka', 'sendiri', 'gak', 'mungkin', 'senasip', 'narapidana', 'yang', 'lain']","['hacker', 'lapangan', 'males', 'patroli', 'malam', 'kalo', 'pagi', 'foto', 'perempatan', 'foto', 'gerak', 'kalo', 'duitnya', 'pengalam', '2x', 'lapor', 'kehilangan', 'kertas', 'doang', 'gak', 'tindak', 'giliran', 'bikin', 'ivent', 'kasih', 'amplop', 'bantuin', 'usaha', 'ane', 'tkp', 'karna', 'karyawan', 'terlibat', 'perselisihan', 'buka', 'musti', 'urus', 'terang', 'an', '4', 'juta', 'ijin', 'usaha', 'gk', 'oknum', 'karna', 'pas', 'kantor', 'kalo', '1', 'kantor', 'oknum', 'gak', 'berubah', 'karna', 'watak', 'berita', 'viral', 'oknum', 'tangkap', 'ujung2nya', 'yg', 'jaga', 'temen', 'gak', 'senasip', 'narapidana']"
@garansi_menang_di_bosmujur,"pemerintah: bjorka tertangkap
 bjorka: typing...",2 hari yang lalu,"['pemerintah', ':', 'bjorka', 'tertangkap', 'bjorka', ':', 'typing', '...']","['pemerintah', 'bjorka', 'tertangkap', 'bjorka', 'typing']","['pemerintah', 'bjorka', 'tertangkap', 'bjorka', 'typing']"
@rudiheru-n9y,"indonesia bukan kekurangan orang pinter tapi kekurangan orang jujur, kalau orang indonesia jujur"" pasti sekarang indonesia menjadi negara maju",9 jam yang lalu,"['indonesia', 'bukan', 'kekurangan', 'orang', 'pinter', 'tapi', 'kekurangan', 'orang', 'jujur', ',', 'kalau', 'orang', 'indonesia', 'jujur', ""''"", 'pasti', 'sekarang', 'indonesia', 'menjadi', 'negara', 'maju']","['indonesia', 'bukan', 'kekurangan', 'orang', 'pinter', 'tapi', 'kekurangan', 'orang', 'jujur', 'kalau', 'orang', 'indonesia', 'jujur', 'pasti', 'sekarang', 'indonesia', 'menjadi', 'negara', 'maju']","['indonesia', 'kekurangan', 'orang', 'pinter', 'kekurangan', 'orang', 'jujur', 'orang', 'indonesia', 'jujur', 'indonesia', 'negara', 'maju']"
@aldirahman2918,bjorka akan hebat dimata rakyat indonesia jika mampu mencari dan mempublikasi data pejabat korup dan bukti korupsinya. sehingga kita  bisa membasmi korupsi dari negara ini.,2 hari yang lalu,"['bjorka', 'akan', 'hebat', 'dimata', 'rakyat', 'indonesia', 'jika', 'mampu', 'mencari', 'dan', 'mempublikasi', 'data', 'pejabat', 'korup', 'dan', 'bukti', 'korupsinya', '.', 'sehingga', 'kita', 'bisa', 'membasmi', 'korupsi', 'dari', 'negara', 'ini', '.']","['bjorka', 'akan', 'hebat', 'dimata', 'rakyat', 'indonesia', 'jika', 'mampu', 'mencari', 'dan', 'mempublikasi', 'data', 'pejabat', 'korup', 'dan', 'bukti', 'korupsinya', 'sehingga', 'kita', 'bisa', 'membasmi', 'korupsi', 'dari', 'negara', 'ini']","['bjorka', 'hebat', 'dimata', 'rakyat', 'indonesia', 'mencari', 'mempublikasi', 'data', 'pejabat', 'korup', 'bukti', 'korupsinya', 'membasmi', 'korupsi', 'negara']"
@interiortegal1527,"jadi inget pemilu tahun 2004, semua partai gambarnya diganti dengan buah-buahan.. dan pemerintah malah menangkap sebagai kriminal, sedangkan pihak swasta luar negeri justru merekrut sebagai teknisi profesional. dan pelakunya adalah admin salah satu warnet di jogja. cmiiw",1 hari yang lalu,"['jadi', 'inget', 'pemilu', 'tahun', '2004', ',', 'semua', 'partai', 'gambarnya', 'diganti', 'dengan', 'buah-buahan', '..', 'dan', 'pemerintah', 'malah', 'menangkap', 'sebagai', 'kriminal', ',', 'sedangkan', 'pihak', 'swasta', 'luar', 'negeri', 'justru', 'merekrut', 'sebagai', 'teknisi', 'profesional', '.', 'dan', 'pelakunya', 'adalah', 'admin', 'salah', 'satu', 'warnet', 'di', 'jogja', '.', 'cmiiw']","['jadi', 'inget', 'pemilu', 'tahun', '2004', 'semua', 'partai', 'gambarnya', 'diganti', 'dengan', 'buahbuahan', 'dan', 'pemerintah', 'malah', 'menangkap', 'sebagai', 'kriminal', 'sedangkan', 'pihak', 'swasta', 'luar', 'negeri', 'justru', 'merekrut', 'sebagai', 'teknisi', 'profesional', 'dan', 'pelakunya', 'adalah', 'admin', 'salah', 'satu', 'warnet', 'di', 'jogja', 'cmiiw']","['inget', 'pemilu', '2004', 'partai', 'gambarnya', 'diganti', 'buahbuahan', 'pemerintah', 'menangkap', 'kriminal', 'swasta', 'negeri', 'merekrut', 'teknisi', 'profesional', 'pelakunya', 'admin', 'salah', 'warnet', 'jogja', 'cmiiw']"
@cari_digoogle_pulau777,"rakyat juga udah pada pinter kali, masih aja pake cara primitif wkwkwk. bjorka ketawa di pojokan  noh 🤣",2 hari yang lalu,"['rakyat', 'juga', 'udah', 'pada', 'pinter', 'kali', ',', 'masih', 'aja', 'pake', 'cara', 'primitif', 'wkwkwk', '.', 'bjorka', 'ketawa', 'di', 'pojokan', 'noh', '🤣']","['rakyat', 'juga', 'udah', 'pada', 'pinter', 'kali', 'masih', 'aja', 'pake', 'cara', 'primitif', 'wkwkwk', 'bjorka', 'ketawa', 'di', 'pojokan', 'noh']","['rakyat', 'udah', 'pinter', 'kali', 'aja', 'pake', 'primitif', 'wkwkwk', 'bjorka', 'ketawa', 'pojokan', 'noh']"
@3hintalu,ahh... se indonesia juga paham seperti apa kerja polisi kita... dan kami sebagai masyarakat cuma bisa mengelus dada dan diujungnya kami akan tertawa terbahak bahak dengan semua dagelan ini...,1 hari yang lalu,"['ahh', '...', 'se', 'indonesia', 'juga', 'paham', 'seperti', 'apa', 'kerja', 'polisi', 'kita', '...', 'dan', 'kami', 'sebagai', 'masyarakat', 'cuma', 'bisa', 'mengelus', 'dada', 'dan', 'diujungnya', 'kami', 'akan', 'tertawa', 'terbahak', 'bahak', 'dengan', 'semua', 'dagelan', 'ini', '...']","['ahh', 'se', 'indonesia', 'juga', 'paham', 'seperti', 'apa', 'kerja', 'polisi', 'kita', 'dan', 'kami', 'sebagai', 'masyarakat', 'cuma', 'bisa', 'mengelus', 'dada', 'dan', 'diujungnya', 'kami', 'akan', 'tertawa', 'terbahak', 'bahak', 'dengan', 'semua', 'dagelan', 'ini']","['ahh', 'indonesia', 'paham', 'kerja', 'polisi', 'masyarakat', 'mengelus', 'dada', 'diujungnya', 'tertawa', 'terbahak', 'bahak', 'dagelan']"
@rofikpatrang,"sebaik2 manusia adalah yg bermanfaat bagi orang lain, dan seburuk2 manusia adalah polisi indonesia...",2 hari yang lalu,"['sebaik2', 'manusia', 'adalah', 'yg', 'bermanfaat', 'bagi', 'orang', 'lain', ',', 'dan', 'seburuk2', 'manusia', 'adalah', 'polisi', 'indonesia', '...']","['sebaik2', 'manusia', 'adalah', 'yg', 'bermanfaat', 'bagi', 'orang', 'lain', 'dan', 'seburuk2', 'manusia', 'adalah', 'polisi', 'indonesia']","['sebaik2', 'manusia', 'yg', 'bermanfaat', 'orang', 'seburuk2', 'manusia', 'polisi', 'indonesia']"
@cubitcubitus5384,"""bjorka itu memberikan hiburan yang cerdas untuk masyarakat..""",2 hari yang lalu,"['``', 'bjorka', 'itu', 'memberikan', 'hiburan', 'yang', 'cerdas', 'untuk', 'masyarakat', '..', ""''""]","['bjorka', 'itu', 'memberikan', 'hiburan', 'yang', 'cerdas', 'untuk', 'masyarakat']","['bjorka', 'hiburan', 'cerdas', 'masyarakat']"
@h_awal88,"tajam sekali kata² teguh ""tidak ada prestasi, mungkin butuh prestasi"".😂",10 jam yang lalu,"['tajam', 'sekali', 'kata²', 'teguh', '``', 'tidak', 'ada', 'prestasi', ',', 'mungkin', 'butuh', 'prestasi', ""''"", '.😂']","['tajam', 'sekali', 'kata', 'teguh', 'tidak', 'ada', 'prestasi', 'mungkin', 'butuh', 'prestasi']","['tajam', 'teguh', 'prestasi', 'butuh', 'prestasi']"
@jobin380,"pelajaran buat kita semua. kalo nyari karyawan itu bukan karena di sogok, bukan karena kenalan, bukan karena keluarga tapi yg dilihat adalah kemampuan. bukan umur, bukan pendidikan, bukan agama, bukan ras, bukan gender",2 hari yang lalu,"['pelajaran', 'buat', 'kita', 'semua', '.', 'kalo', 'nyari', 'karyawan', 'itu', 'bukan', 'karena', 'di', 'sogok', ',', 'bukan', 'karena', 'kenalan', ',', 'bukan', 'karena', 'keluarga', 'tapi', 'yg', 'dilihat', 'adalah', 'kemampuan', '.', 'bukan', 'umur', ',', 'bukan', 'pendidikan', ',', 'bukan', 'agama', ',', 'bukan', 'ras', ',', 'bukan', 'gender']","['pelajaran', 'buat', 'kita', 'semua', 'kalo', 'nyari', 'karyawan', 'itu', 'bukan', 'karena', 'di', 'sogok', 'bukan', 'karena', 'kenalan', 'bukan', 'karena', 'keluarga', 'tapi', 'yg', 'dilihat', 'adalah', 'kemampuan', 'bukan', 'umur', 'bukan', 'pendidikan', 'bukan', 'agama', 'bukan', 'ras', 'bukan', 'gender']","['pelajaran', 'kalo', 'nyari', 'karyawan', 'sogok', 'kenalan', 'keluarga', 'yg', 'kemampuan', 'umur', 'pendidikan', 'agama', 'ras', 'gender']"
@deguztione,"dari dulu indonesia gak kekurangan orang pintar, tapi kekurangan orang jujur",1 hari yang lalu,"['dari', 'dulu', 'indonesia', 'gak', 'kekurangan', 'orang', 'pintar', ',', 'tapi', 'kekurangan', 'orang', 'jujur']","['dari', 'dulu', 'indonesia', 'gak', 'kekurangan', 'orang', 'pintar', 'tapi', 'kekurangan', 'orang', 'jujur']","['indonesia', 'gak', 'kekurangan', 'orang', 'pintar', 'kekurangan', 'orang', 'jujur']"
@mugiwarahashirama5691,"ketawa di awal gurulih bgt 😂😂😂
menertawakan instansi mabes polri 😂😂",2 hari yang lalu,"['ketawa', 'di', 'awal', 'gurulih', 'bgt', '😂😂😂', 'menertawakan', 'instansi', 'mabes', 'polri', '😂😂']","['ketawa', 'di', 'awal', 'gurulih', 'bgt', 'menertawakan', 'instansi', 'mabes', 'polri']","['ketawa', 'gurulih', 'bgt', 'menertawakan', 'instansi', 'mabes', 'polri']"
@dhikakcm5897,"saya jadi inget kata2 seorang ter*ris imam samudra "" anak muda kalo gak belajar teknologi nanti cari duitnya kaya isilop""

 katakanlah isilop 6 bulan kerja dapet 18 jt, tapi yg menguasai teknologi gajinya 1 hari = gaji isilop 6 bulan",3 jam yang lalu,"['saya', 'jadi', 'inget', 'kata2', 'seorang', 'ter', '*', 'ris', 'imam', 'samudra', '``', 'anak', 'muda', 'kalo', 'gak', 'belajar', 'teknologi', 'nanti', 'cari', 'duitnya', 'kaya', 'isilop', ""''"", 'katakanlah', 'isilop', '6', 'bulan', 'kerja', 'dapet', '18', 'jt', ',', 'tapi', 'yg', 'menguasai', 'teknologi', 'gajinya', '1', 'hari', '=', 'gaji', 'isilop', '6', 'bulan']","['saya', 'jadi', 'inget', 'kata2', 'seorang', 'ter', 'ris', 'imam', 'samudra', 'anak', 'muda', 'kalo', 'gak', 'belajar', 'teknologi', 'nanti', 'cari', 'duitnya', 'kaya', 'isilop', 'katakanlah', 'isilop', '6', 'bulan', 'kerja', 'dapet', '18', 'jt', 'tapi', 'yg', 'menguasai', 'teknologi', 'gajinya', '1', 'hari', 'gaji', 'isilop', '6', 'bulan']","['inget', 'kata2', 'ter', 'ris', 'imam', 'samudra', 'anak', 'muda', 'kalo', 'gak', 'belajar', 'teknologi', 'cari', 'duitnya', 'kaya', 'isilop', 'isilop', '6', 'kerja', 'dapet', '18', 'jt', 'yg', 'menguasai', 'teknologi', 'gajinya', '1', 'gaji', 'isilop', '6']"
@gustiariastikaputra,"duuuuhhh ampun gw mah sm kelakuan polri, asli speechless bgt..",2 hari yang lalu,"['duuuuhhh', 'ampun', 'gw', 'mah', 'sm', 'kelakuan', 'polri', ',', 'asli', 'speechless', 'bgt', '..']","['duuuuhhh', 'ampun', 'gw', 'mah', 'sm', 'kelakuan', 'polri', 'asli', 'speechless', 'bgt']","['duuuuhhh', 'ampun', 'gw', 'mah', 'sm', 'kelakuan', 'polri', 'asli', 'speechless', 'bgt']"
@muhamadramadhan741,plot twist bjorka nya yang lagi podcastt auuuuuuuuu😂😂😂😂,1 hari yang lalu,"['plot', 'twist', 'bjorka', 'nya', 'yang', 'lagi', 'podcastt', 'auuuuuuuuu😂😂😂😂']","['plot', 'twist', 'bjorka', 'nya', 'yang', 'lagi', 'podcastt', 'auuuuuuuuu']","['plot', 'twist', 'bjorka', 'nya', 'podcastt', 'auuuuuuuuu']"
@komatsuindonesia8753,ada anak pimpinan saya dulu namanya pak purnawan efendi dia punya anak laki2 mukin sekarang umurnya sudah 30an. waktu kecil anaknya normal pada umumnya.pas kelas sd 3 anaknya itu sakit panas n di sutik ahirnya anak itu lumpuh kedua kakinya kecil. tp dia belajar semua banyak hal dari internet...kuasa allah anak itu pintar sekali n ahli komputer n anak-anak kuliah malah banyak yg belajar dari beliau. kesimpulan stiap kekurangan pasti ada kelebihan 🙏🏻,2 hari yang lalu (diedit),"['ada', 'anak', 'pimpinan', 'saya', 'dulu', 'namanya', 'pak', 'purnawan', 'efendi', 'dia', 'punya', 'anak', 'laki2', 'mukin', 'sekarang', 'umurnya', 'sudah', '30an', '.', 'waktu', 'kecil', 'anaknya', 'normal', 'pada', 'umumnya.pas', 'kelas', 'sd', '3', 'anaknya', 'itu', 'sakit', 'panas', 'n', 'di', 'sutik', 'ahirnya', 'anak', 'itu', 'lumpuh', 'kedua', 'kakinya', 'kecil', '.', 'tp', 'dia', 'belajar', 'semua', 'banyak', 'hal', 'dari', 'internet', '...', 'kuasa', 'allah', 'anak', 'itu', 'pintar', 'sekali', 'n', 'ahli', 'komputer', 'n', 'anak-anak', 'kuliah', 'malah', 'banyak', 'yg', 'belajar', 'dari', 'beliau', '.', 'kesimpulan', 'stiap', 'kekurangan', 'pasti', 'ada', 'kelebihan', '🙏🏻']","['ada', 'anak', 'pimpinan', 'saya', 'dulu', 'namanya', 'pak', 'purnawan', 'efendi', 'dia', 'punya', 'anak', 'laki2', 'mukin', 'sekarang', 'umurnya', 'sudah', '30an', 'waktu', 'kecil', 'anaknya', 'normal', 'pada', 'umumnyapas', 'kelas', 'sd', '3', 'anaknya', 'itu', 'sakit', 'panas', 'n', 'di', 'sutik', 'ahirnya', 'anak', 'itu', 'lumpuh', 'kedua', 'kakinya', 'kecil', 'tp', 'dia', 'belajar', 'semua', 'banyak', 'hal', 'dari', 'internet', 'kuasa', 'allah', 'anak', 'itu', 'pintar', 'sekali', 'n', 'ahli', 'komputer', 'n', 'anakanak', 'kuliah', 'malah', 'banyak', 'yg', 'belajar', 'dari', 'beliau', 'kesimpulan', 'stiap', 'kekurangan', 'pasti', 'ada', 'kelebihan']","['anak', 'pimpinan', 'namanya', 'purnawan', 'efendi', 'anak', 'laki2', 'mukin', 'umurnya', '30an', 'anaknya', 'normal', 'umumnyapas', 'kelas', 'sd', '3', 'anaknya', 'sakit', 'panas', 'n', 'sutik', 'ahirnya', 'anak', 'lumpuh', 'kakinya', 'tp', 'belajar', 'internet', 'kuasa', 'allah', 'anak', 'pintar', 'n', 'ahli', 'komputer', 'n', 'anakanak', 'kuliah', 'yg', 'belajar', 'beliau', 'kesimpulan', 'stiap', 'kekurangan', 'kelebihan']"
@tatanghusaini,"gara2 dia bikin akun dengan nama ""bjorka"", maka polisi menuduh dia ""bjorka""... asli gua ketawa mendengar keterangan ini",1 hari yang lalu,"['gara2', 'dia', 'bikin', 'akun', 'dengan', 'nama', '``', 'bjorka', ""''"", ',', 'maka', 'polisi', 'menuduh', 'dia', '``', 'bjorka', ""''"", '...', 'asli', 'gua', 'ketawa', 'mendengar', 'keterangan', 'ini']","['gara2', 'dia', 'bikin', 'akun', 'dengan', 'nama', 'bjorka', 'maka', 'polisi', 'menuduh', 'dia', 'bjorka', 'asli', 'gua', 'ketawa', 'mendengar', 'keterangan', 'ini']","['gara2', 'bikin', 'akun', 'nama', 'bjorka', 'polisi', 'menuduh', 'bjorka', 'asli', 'gua', 'ketawa', 'mendengar', 'keterangan']"
@denypratama3212,"bjorka klo lu baca ini,pesen gw.
""pergunakan keahlianmu utk membuka kebusukan penjahat di negeri ini,dengan caramu sendiri"" sbg bukti rasa nasionalisme terhadap republik indonesia.",1 hari yang lalu,"['bjorka', 'klo', 'lu', 'baca', 'ini', ',', 'pesen', 'gw', '.', '``', 'pergunakan', 'keahlianmu', 'utk', 'membuka', 'kebusukan', 'penjahat', 'di', 'negeri', 'ini', ',', 'dengan', 'caramu', 'sendiri', ""''"", 'sbg', 'bukti', 'rasa', 'nasionalisme', 'terhadap', 'republik', 'indonesia', '.']","['bjorka', 'klo', 'lu', 'baca', 'ini', 'pesen', 'gw', 'pergunakan', 'keahlianmu', 'utk', 'membuka', 'kebusukan', 'penjahat', 'di', 'negeri', 'ini', 'dengan', 'caramu', 'sendiri', 'sbg', 'bukti', 'rasa', 'nasionalisme', 'terhadap', 'republik', 'indonesia']","['bjorka', 'klo', 'lu', 'baca', 'pesen', 'gw', 'pergunakan', 'keahlianmu', 'utk', 'membuka', 'kebusukan', 'penjahat', 'negeri', 'caramu', 'sbg', 'bukti', 'nasionalisme', 'republik', 'indonesia']"
@redam1241edam,"ini baru orang benar-benar cerdas, dia tahu kelemahan masyarakat indonesia yg katanya paling ""religius"" dan mudah dikelompokkan!  dia orang masuk ke ranah yg sensitif,  otomatis lebih aman dalam berkonten youtube. .. netizent indonesia jadi gandrung sama cannel ini orang karena ini orang sudah ada dijalur mayoritas!?!? salut sama kecerdasan anda!!!",1 hari yang lalu,"['ini', 'baru', 'orang', 'benar-benar', 'cerdas', ',', 'dia', 'tahu', 'kelemahan', 'masyarakat', 'indonesia', 'yg', 'katanya', 'paling', '``', 'religius', ""''"", 'dan', 'mudah', 'dikelompokkan', '!', 'dia', 'orang', 'masuk', 'ke', 'ranah', 'yg', 'sensitif', ',', 'otomatis', 'lebih', 'aman', 'dalam', 'berkonten', 'youtube', '.', '..', 'netizent', 'indonesia', 'jadi', 'gandrung', 'sama', 'cannel', 'ini', 'orang', 'karena', 'ini', 'orang', 'sudah', 'ada', 'dijalur', 'mayoritas', '!', '?', '!', '?', 'salut', 'sama', 'kecerdasan', 'anda', '!', '!', '!']","['ini', 'baru', 'orang', 'benarbenar', 'cerdas', 'dia', 'tahu', 'kelemahan', 'masyarakat', 'indonesia', 'yg', 'katanya', 'paling', 'religius', 'dan', 'mudah', 'dikelompokkan', 'dia', 'orang', 'masuk', 'ke', 'ranah', 'yg', 'sensitif', 'otomatis', 'lebih', 'aman', 'dalam', 'berkonten', 'youtube', 'netizent', 'indonesia', 'jadi', 'gandrung', 'sama', 'cannel', 'ini', 'orang', 'karena', 'ini', 'orang', 'sudah', 'ada', 'dijalur', 'mayoritas', 'salut', 'sama', 'kecerdasan', 'anda']","['orang', 'benarbenar', 'cerdas', 'kelemahan', 'masyarakat', 'indonesia', 'yg', 'religius', 'mudah', 'dikelompokkan', 'orang', 'masuk', 'ranah', 'yg', 'sensitif', 'otomatis', 'aman', 'berkonten', 'youtube', 'netizent', 'indonesia', 'gandrung', 'cannel', 'orang', 'orang', 'dijalur', 'mayoritas', 'salut', 'kecerdasan']"
@fuadriyadi366,tsunami fakta 😂,2 hari yang lalu,"['tsunami', 'fakta', '😂']","['tsunami', 'fakta']","['tsunami', 'fakta']"
@satrioarif1796,fakta,2 hari yang lalu,['fakta'],['fakta'],['fakta']
@aries_bast,belum pernah sekalipun nemu polisi di lingkunganku yg jujur & kerja ga males2an 😂,2 hari yang lalu,"['belum', 'pernah', 'sekalipun', 'nemu', 'polisi', 'di', 'lingkunganku', 'yg', 'jujur', '&', 'kerja', 'ga', 'males2an', '😂']","['belum', 'pernah', 'sekalipun', 'nemu', 'polisi', 'di', 'lingkunganku', 'yg', 'jujur', 'kerja', 'ga', 'males2an']","['nemu', 'polisi', 'lingkunganku', 'yg', 'jujur', 'kerja', 'ga', 'males2an']"
@anjasanggara2145,fakta yang sangat nyata,2 hari yang lalu,"['fakta', 'yang', 'sangat', 'nyata']","['fakta', 'yang', 'sangat', 'nyata']","['fakta', 'nyata']"
@evinsaputra6585,mahkotamu king👑👑,2 hari yang lalu,"['mahkotamu', 'king👑👑']","['mahkotamu', 'king']","['mahkotamu', 'king']"
@ajunkgraca4992,"faktanya begitu, negara hukum seperti tanpa petugas hukum.",2 hari yang lalu,"['faktanya', 'begitu', ',', 'negara', 'hukum', 'seperti', 'tanpa', 'petugas', 'hukum', '.']","['faktanya', 'begitu', 'negara', 'hukum', 'seperti', 'tanpa', 'petugas', 'hukum']","['faktanya', 'negara', 'hukum', 'petugas', 'hukum']"
@bobyenugraha3811,"suka kak patroli malem,, tp nyamperin kang miras,, kang parkir,, tmpat karoke,, club malem bar trus mereka salaman 😂🤣",2 hari yang lalu,"['suka', 'kak', 'patroli', 'malem', ',', ',', 'tp', 'nyamperin', 'kang', 'miras', ',', ',', 'kang', 'parkir', ',', ',', 'tmpat', 'karoke', ',', ',', 'club', 'malem', 'bar', 'trus', 'mereka', 'salaman', '😂🤣']","['suka', 'kak', 'patroli', 'malem', 'tp', 'nyamperin', 'kang', 'miras', 'kang', 'parkir', 'tmpat', 'karoke', 'club', 'malem', 'bar', 'trus', 'mereka', 'salaman']","['suka', 'kak', 'patroli', 'malem', 'tp', 'nyamperin', 'kang', 'miras', 'kang', 'parkir', 'tmpat', 'karoke', 'club', 'malem', 'bar', 'trus', 'salaman']"
@dwiandika-t7w,terlalu fakta 😂,2 hari yang lalu,"['terlalu', 'fakta', '😂']","['terlalu', 'fakta']",['fakta']
@lippo39,real😂,2 hari yang lalu,['real😂'],['real'],['real']
@jokonarimo1899,yg cuma foto2 itu lho...beneeer bgt..😂,2 hari yang lalu,"['yg', 'cuma', 'foto2', 'itu', 'lho', '...', 'beneeer', 'bgt', '..', '😂']","['yg', 'cuma', 'foto2', 'itu', 'lho', 'beneeer', 'bgt']","['yg', 'foto2', 'lho', 'beneeer', 'bgt']"
