username,comment,time,tokens,cleaned_tokens,filtered_tokens
@yogajp1037,kalau di ancam ya ngaku 😅😅😅 kan itu pointnya 😅😅😅😅,1 hari yang lalu,"['kalau', 'di', 'ancam', 'ya', 'ngaku', '😅😅😅', 'kan', 'itu', 'pointnya', '😅😅😅😅']","['kalau', 'di', 'ancam', 'ya', 'ngaku', 'kan', 'itu', 'pointnya']","['ancam', 'ngaku', 'pointnya']"
@puridwicahyo6615,"undangg wasit arab vs indonesia bung,",6 jam yang lalu,"['undangg', 'wasit', 'arab', 'vs', 'indonesia', 'bung', ',']","['undangg', 'wasit', 'arab', 'vs', 'indonesia', 'bung']","['undangg', 'wasit', 'arab', 'vs', 'indonesia']"
@conehlo,kalo cari pemerintah yang aneh sumbernya di indonesia wkwkwwkw😅😂,2 jam yang lalu,"['kalo', 'cari', 'pemerintah', 'yang', 'aneh', 'sumbernya', 'di', 'indonesia', 'wkwkwwkw😅😂']","['kalo', 'cari', 'pemerintah', 'yang', 'aneh', 'sumbernya', 'di', 'indonesia', 'wkwkwwkw']","['kalo', 'cari', 'pemerintah', 'aneh', 'sumbernya', 'indonesia', 'wkwkwwkw']"
@atenggggg012-u2g,🤣🤣🤣,13 jam yang lalu,['🤣🤣🤣'],[],[]
@nakjinakbeh3538,"percuma bg, masih banyak konflik kepentingan",8 jam yang lalu,"['percuma', 'bg', ',', 'masih', 'banyak', 'konflik', 'kepentingan']","['percuma', 'bg', 'masih', 'banyak', 'konflik', 'kepentingan']","['bg', 'konflik', 'kepentingan']"
@hakav4ngogh,"ya, namanya isinya cuma org org yg gila kekuasaan",1 hari yang lalu,"['ya', ',', 'namanya', 'isinya', 'cuma', 'org', 'org', 'yg', 'gila', 'kekuasaan']","['ya', 'namanya', 'isinya', 'cuma', 'org', 'org', 'yg', 'gila', 'kekuasaan']","['namanya', 'isinya', 'org', 'org', 'yg', 'gila', 'kekuasaan']"
@rahmatsofyan1714,itu kepala kenapa mereng mulu dah... keberatankah headsetnya ?,4 jam yang lalu,"['itu', 'kepala', 'kenapa', 'mereng', 'mulu', 'dah', '...', 'keberatankah', 'headsetnya', '?']","['itu', 'kepala', 'kenapa', 'mereng', 'mulu', 'dah', 'keberatankah', 'headsetnya']","['kepala', 'mereng', 'mulu', 'dah', 'keberatankah', 'headsetnya']"
@asrofi2098,"mana biorka muncul dong, kalau bukan lo yang ditangkap",1 hari yang lalu,"['mana', 'biorka', 'muncul', 'dong', ',', 'kalau', 'bukan', 'lo', 'yang', 'ditangkap']","['mana', 'biorka', 'muncul', 'dong', 'kalau', 'bukan', 'lo', 'yang', 'ditangkap']","['biorka', 'muncul', 'lo', 'ditangkap']"
@ahmadsyifaas.547,ladusing negeri konoha 😂😂😂,10 jam yang lalu,"['ladusing', 'negeri', 'konoha', '😂😂😂']","['ladusing', 'negeri', 'konoha']","['ladusing', 'negeri', 'konoha']"
@tribagus-g7r,maaf ora usah bjorka yang kalian ungkap dulu dah..yang gampang aja dulu ungkap siapa itu pemilik akun fufufafa berani jujur hebat??😂😂,1 hari yang lalu,"['maaf', 'ora', 'usah', 'bjorka', 'yang', 'kalian', 'ungkap', 'dulu', 'dah', '..', 'yang', 'gampang', 'aja', 'dulu', 'ungkap', 'siapa', 'itu', 'pemilik', 'akun', 'fufufafa', 'berani', 'jujur', 'hebat', '?', '?', '😂😂']","['maaf', 'ora', 'usah', 'bjorka', 'yang', 'kalian', 'ungkap', 'dulu', 'dah', 'yang', 'gampang', 'aja', 'dulu', 'ungkap', 'siapa', 'itu', 'pemilik', 'akun', 'fufufafa', 'berani', 'jujur', 'hebat']","['maaf', 'ora', 'bjorka', 'dah', 'gampang', 'aja', 'pemilik', 'akun', 'fufufafa', 'berani', 'jujur', 'hebat']"
@gagal_tobat...,"kayak ngk tau polisi indonesia aja.
asal tangkap aja dulu biar kelihatan kerja,nah urusan klarifikasi belakangan. gitu aja terus polanya.",22 jam yang lalu,"['kayak', 'ngk', 'tau', 'polisi', 'indonesia', 'aja', '.', 'asal', 'tangkap', 'aja', 'dulu', 'biar', 'kelihatan', 'kerja', ',', 'nah', 'urusan', 'klarifikasi', 'belakangan', '.', 'gitu', 'aja', 'terus', 'polanya', '.']","['kayak', 'ngk', 'tau', 'polisi', 'indonesia', 'aja', 'asal', 'tangkap', 'aja', 'dulu', 'biar', 'kelihatan', 'kerja', 'nah', 'urusan', 'klarifikasi', 'belakangan', 'gitu', 'aja', 'terus', 'polanya']","['kayak', 'ngk', 'tau', 'polisi', 'indonesia', 'aja', 'tangkap', 'aja', 'biar', 'kerja', 'urusan', 'klarifikasi', 'gitu', 'aja', 'polanya']"
@lymm9652,polisi nyarik pangkat biasanya:face-blue-smiling:,1 hari yang lalu,"['polisi', 'nyarik', 'pangkat', 'biasanya', ':', 'face-blue-smiling', ':']","['polisi', 'nyarik', 'pangkat', 'biasanya', 'facebluesmiling']","['polisi', 'nyarik', 'pangkat', 'facebluesmiling']"
@bambangkecil3671,"jangankan nangkep hacker nangkep pengguna narkoboy juga di jebak pura"" jual padahal dia yg jual dia yg nangkep yg aneh nya yg d tangkep penyalahgunaan bukan pengedar wkwkwk lawak",22 jam yang lalu,"['jangankan', 'nangkep', 'hacker', 'nangkep', 'pengguna', 'narkoboy', 'juga', 'di', 'jebak', 'pura', ""''"", 'jual', 'padahal', 'dia', 'yg', 'jual', 'dia', 'yg', 'nangkep', 'yg', 'aneh', 'nya', 'yg', 'd', 'tangkep', 'penyalahgunaan', 'bukan', 'pengedar', 'wkwkwk', 'lawak']","['jangankan', 'nangkep', 'hacker', 'nangkep', 'pengguna', 'narkoboy', 'juga', 'di', 'jebak', 'pura', 'jual', 'padahal', 'dia', 'yg', 'jual', 'dia', 'yg', 'nangkep', 'yg', 'aneh', 'nya', 'yg', 'd', 'tangkep', 'penyalahgunaan', 'bukan', 'pengedar', 'wkwkwk', 'lawak']","['nangkep', 'hacker', 'nangkep', 'pengguna', 'narkoboy', 'jebak', 'pura', 'jual', 'yg', 'jual', 'yg', 'nangkep', 'yg', 'aneh', 'nya', 'yg', 'd', 'tangkep', 'penyalahgunaan', 'pengedar', 'wkwkwk', 'lawak']"
@firmanfirdaus103,no system is safe,6 jam yang lalu,"['no', 'system', 'is', 'safe']","['no', 'system', 'is', 'safe']","['no', 'system', 'is', 'safe']"
@hobbyandtools6982,"kalau lu pinter kok gak bantu polri bang mengungkap bjorka sebenarnya, biar ilmu bermanfaat jalan yang benar",1 hari yang lalu (diedit),"['kalau', 'lu', 'pinter', 'kok', 'gak', 'bantu', 'polri', 'bang', 'mengungkap', 'bjorka', 'sebenarnya', ',', 'biar', 'ilmu', 'bermanfaat', 'jalan', 'yang', 'benar']","['kalau', 'lu', 'pinter', 'kok', 'gak', 'bantu', 'polri', 'bang', 'mengungkap', 'bjorka', 'sebenarnya', 'biar', 'ilmu', 'bermanfaat', 'jalan', 'yang', 'benar']","['lu', 'pinter', 'gak', 'bantu', 'polri', 'bang', 'mengungkap', 'bjorka', 'biar', 'ilmu', 'bermanfaat', 'jalan']"
@partofuniverse7664,klo mau ikut kursus ethical hacker daftarnya dimana ya,12 jam yang lalu,"['klo', 'mau', 'ikut', 'kursus', 'ethical', 'hacker', 'daftarnya', 'dimana', 'ya']","['klo', 'mau', 'ikut', 'kursus', 'ethical', 'hacker', 'daftarnya', 'dimana', 'ya']","['klo', 'kursus', 'ethical', 'hacker', 'daftarnya']"
@syifa_thania,"lu udah pada pinter2 bang, knpa ga bikin mesin pencetak uang aja",18 jam yang lalu,"['lu', 'udah', 'pada', 'pinter2', 'bang', ',', 'knpa', 'ga', 'bikin', 'mesin', 'pencetak', 'uang', 'aja']","['lu', 'udah', 'pada', 'pinter2', 'bang', 'knpa', 'ga', 'bikin', 'mesin', 'pencetak', 'uang', 'aja']","['lu', 'udah', 'pinter2', 'bang', 'knpa', 'ga', 'bikin', 'mesin', 'pencetak', 'uang', 'aja']"
@tanjihem,pupupakpak dan kuskas yang jelas di tayangkan di layar tancep bebarengan g30spki aja pura pura mencret .😂😂😂,20 menit yang lalu,"['pupupakpak', 'dan', 'kuskas', 'yang', 'jelas', 'di', 'tayangkan', 'di', 'layar', 'tancep', 'bebarengan', 'g30spki', 'aja', 'pura', 'pura', 'mencret', '.😂😂😂']","['pupupakpak', 'dan', 'kuskas', 'yang', 'jelas', 'di', 'tayangkan', 'di', 'layar', 'tancep', 'bebarengan', 'g30spki', 'aja', 'pura', 'pura', 'mencret']","['pupupakpak', 'kuskas', 'tayangkan', 'layar', 'tancep', 'bebarengan', 'g30spki', 'aja', 'pura', 'pura', 'mencret']"
@kulitambang111,"alangkah malu nya polisi sotoy itu yaa 😅
psti dia dlm anjirrr malu se indonesia gua",1 hari yang lalu,"['alangkah', 'malu', 'nya', 'polisi', 'sotoy', 'itu', 'yaa', '😅', 'psti', 'dia', 'dlm', 'anjirrr', 'malu', 'se', 'indonesia', 'gua']","['alangkah', 'malu', 'nya', 'polisi', 'sotoy', 'itu', 'yaa', 'psti', 'dia', 'dlm', 'anjirrr', 'malu', 'se', 'indonesia', 'gua']","['alangkah', 'malu', 'nya', 'polisi', 'sotoy', 'yaa', 'psti', 'dlm', 'anjirrr', 'malu', 'indonesia', 'gua']"
@dherdiantochannel,kok ngk undang pakar telematika sang pengungkap video dan gambar pnas,12 jam yang lalu,"['kok', 'ngk', 'undang', 'pakar', 'telematika', 'sang', 'pengungkap', 'video', 'dan', 'gambar', 'pnas']","['kok', 'ngk', 'undang', 'pakar', 'telematika', 'sang', 'pengungkap', 'video', 'dan', 'gambar', 'pnas']","['ngk', 'undang', 'pakar', 'telematika', 'sang', 'pengungkap', 'video', 'gambar', 'pnas']"
@liaaa-c4y,"hahahha, ini lah negara konoha dimana hukum bisa di beli, yang punya kuasa akan di bela mati matian padahal jelas bersalah sedangkan yang hanya membela diri tapi berasal dari rakyat miskin malah di adili..... tidak pantas di sebut oknum, karna kalian saling melengkapi untuk menutupi kebusukan masing masing",1 hari yang lalu,"['hahahha', ',', 'ini', 'lah', 'negara', 'konoha', 'dimana', 'hukum', 'bisa', 'di', 'beli', ',', 'yang', 'punya', 'kuasa', 'akan', 'di', 'bela', 'mati', 'matian', 'padahal', 'jelas', 'bersalah', 'sedangkan', 'yang', 'hanya', 'membela', 'diri', 'tapi', 'berasal', 'dari', 'rakyat', 'miskin', 'malah', 'di', 'adili', '.....', 'tidak', 'pantas', 'di', 'sebut', 'oknum', ',', 'karna', 'kalian', 'saling', 'melengkapi', 'untuk', 'menutupi', 'kebusukan', 'masing', 'masing']","['hahahha', 'ini', 'lah', 'negara', 'konoha', 'dimana', 'hukum', 'bisa', 'di', 'beli', 'yang', 'punya', 'kuasa', 'akan', 'di', 'bela', 'mati', 'matian', 'padahal', 'jelas', 'bersalah', 'sedangkan', 'yang', 'hanya', 'membela', 'diri', 'tapi', 'berasal', 'dari', 'rakyat', 'miskin', 'malah', 'di', 'adili', 'tidak', 'pantas', 'di', 'sebut', 'oknum', 'karna', 'kalian', 'saling', 'melengkapi', 'untuk', 'menutupi', 'kebusukan', 'masing', 'masing']","['hahahha', 'negara', 'konoha', 'hukum', 'beli', 'kuasa', 'bela', 'mati', 'matian', 'bersalah', 'membela', 'berasal', 'rakyat', 'miskin', 'adili', 'oknum', 'karna', 'melengkapi', 'menutupi', 'kebusukan']"
@rizaldisaputra2201,"gimana heker mau kerja sama sama pemerintah kalok bayaran nya aja kadang gak ada dan kecil
liat di liar sana heker di pelihara dengan gaji gede biar mau pro pemerintah",3 jam yang lalu,"['gimana', 'heker', 'mau', 'kerja', 'sama', 'sama', 'pemerintah', 'kalok', 'bayaran', 'nya', 'aja', 'kadang', 'gak', 'ada', 'dan', 'kecil', 'liat', 'di', 'liar', 'sana', 'heker', 'di', 'pelihara', 'dengan', 'gaji', 'gede', 'biar', 'mau', 'pro', 'pemerintah']","['gimana', 'heker', 'mau', 'kerja', 'sama', 'sama', 'pemerintah', 'kalok', 'bayaran', 'nya', 'aja', 'kadang', 'gak', 'ada', 'dan', 'kecil', 'liat', 'di', 'liar', 'sana', 'heker', 'di', 'pelihara', 'dengan', 'gaji', 'gede', 'biar', 'mau', 'pro', 'pemerintah']","['gimana', 'heker', 'kerja', 'pemerintah', 'kalok', 'bayaran', 'nya', 'aja', 'kadang', 'gak', 'liat', 'liar', 'heker', 'pelihara', 'gaji', 'gede', 'biar', 'pro', 'pemerintah']"
@jiekhalifa,hampir semua awal mula haker dari suatu game,1 hari yang lalu,"['hampir', 'semua', 'awal', 'mula', 'haker', 'dari', 'suatu', 'game']","['hampir', 'semua', 'awal', 'mula', 'haker', 'dari', 'suatu', 'game']","['haker', 'game']"
@dirham12,"si kadal di kadalin🤣😂 hahaha datanya langsung di buka🤣😃 buat pak pol perbaiki hal kecil dulu sebelum hal besar. 
contoh nih kaya atur lalin di jam kerja 5 pagi udh standby dh di titik2 kemacetan buat atur lalin. jangan foto doang 😄atau baru tiba saat udah bukan jam sibuk kerja macetnya udh selesai. coba deh pak terima kritik dan saran saya, nanti pasti akan terlihat perubahannya. baru bisa nangkep yg gede2",8 jam yang lalu,"['si', 'kadal', 'di', 'kadalin🤣😂', 'hahaha', 'datanya', 'langsung', 'di', 'buka🤣😃', 'buat', 'pak', 'pol', 'perbaiki', 'hal', 'kecil', 'dulu', 'sebelum', 'hal', 'besar', '.', 'contoh', 'nih', 'kaya', 'atur', 'lalin', 'di', 'jam', 'kerja', '5', 'pagi', 'udh', 'standby', 'dh', 'di', 'titik2', 'kemacetan', 'buat', 'atur', 'lalin', '.', 'jangan', 'foto', 'doang', '😄atau', 'baru', 'tiba', 'saat', 'udah', 'bukan', 'jam', 'sibuk', 'kerja', 'macetnya', 'udh', 'selesai', '.', 'coba', 'deh', 'pak', 'terima', 'kritik', 'dan', 'saran', 'saya', ',', 'nanti', 'pasti', 'akan', 'terlihat', 'perubahannya', '.', 'baru', 'bisa', 'nangkep', 'yg', 'gede2']","['si', 'kadal', 'di', 'kadalin', 'hahaha', 'datanya', 'langsung', 'di', 'buka', 'buat', 'pak', 'pol', 'perbaiki', 'hal', 'kecil', 'dulu', 'sebelum', 'hal', 'besar', 'contoh', 'nih', 'kaya', 'atur', 'lalin', 'di', 'jam', 'kerja', '5', 'pagi', 'udh', 'standby', 'dh', 'di', 'titik2', 'kemacetan', 'buat', 'atur', 'lalin', 'jangan', 'foto', 'doang', 'atau', 'baru', 'tiba', 'saat', 'udah', 'bukan', 'jam', 'sibuk', 'kerja', 'macetnya', 'udh', 'selesai', 'coba', 'deh', 'pak', 'terima', 'kritik', 'dan', 'saran', 'saya', 'nanti', 'pasti', 'akan', 'terlihat', 'perubahannya', 'baru', 'bisa', 'nangkep', 'yg', 'gede2']","['si', 'kadal', 'kadalin', 'hahaha', 'datanya', 'langsung', 'buka', 'pol', 'perbaiki', 'contoh', 'nih', 'kaya', 'atur', 'lalin', 'jam', 'kerja', '5', 'pagi', 'udh', 'standby', 'dh', 'titik2', 'kemacetan', 'atur', 'lalin', 'foto', 'doang', 'udah', 'jam', 'sibuk', 'kerja', 'macetnya', 'udh', 'selesai', 'coba', 'deh', 'terima', 'kritik', 'saran', 'perubahannya', 'nangkep', 'yg', 'gede2']"
@dedykusuma01,menit 7:47 suara apa itu,1 hari yang lalu,"['menit', '7:47', 'suara', 'apa', 'itu']","['menit', '747', 'suara', 'apa', 'itu']","['menit', '747', 'suara']"
@abdillahpangestu,"kalo mau belajar kaya gini dmana ya wadahnya,plis yang serius gw pengen tau",8 jam yang lalu,"['kalo', 'mau', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnya', ',', 'plis', 'yang', 'serius', 'gw', 'pengen', 'tau']","['kalo', 'mau', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnya', 'plis', 'yang', 'serius', 'gw', 'pengen', 'tau']","['kalo', 'belajar', 'kaya', 'gini', 'dmana', 'wadahnya', 'plis', 'serius', 'gw', 'pengen', 'tau']"
@mnazikhrosidi6262,efek reformasi kepolisian,1 hari yang lalu,"['efek', 'reformasi', 'kepolisian']","['efek', 'reformasi', 'kepolisian']","['efek', 'reformasi', 'kepolisian']"
@zayanahamara96,apple bakal naik daun nih,12 jam yang lalu,"['apple', 'bakal', 'naik', 'daun', 'nih']","['apple', 'bakal', 'naik', 'daun', 'nih']","['apple', 'daun', 'nih']"
@c.c5845,😂😂😂😂😂😂polisiii,15 jam yang lalu,['😂😂😂😂😂😂polisiii'],['polisiii'],['polisiii']
@udilmc04,bjorwi😂,1 hari yang lalu,['bjorwi😂'],['bjorwi'],['bjorwi']
@generasiberilmumaju,"yah kena karma dia , ngejelekin ins*ansi lain malah dia yg ga beres dalam bekerja😂",7 jam yang lalu,"['yah', 'kena', 'karma', 'dia', ',', 'ngejelekin', 'ins', '*', 'ansi', 'lain', 'malah', 'dia', 'yg', 'ga', 'beres', 'dalam', 'bekerja😂']","['yah', 'kena', 'karma', 'dia', 'ngejelekin', 'ins', 'ansi', 'lain', 'malah', 'dia', 'yg', 'ga', 'beres', 'dalam', 'bekerja']","['yah', 'kena', 'karma', 'ngejelekin', 'ins', 'ansi', 'yg', 'ga', 'beres']"
@hyymda,"lebih lawak lagi  siber pold* jatim njir , nangkep in pemain judol. terus di palak 15jt perkepala 😂, bandar nya malah leha leha wkkw 7:02",1 hari yang lalu,"['lebih', 'lawak', 'lagi', 'siber', 'pold', '*', 'jatim', 'njir', ',', 'nangkep', 'in', 'pemain', 'judol', '.', 'terus', 'di', 'palak', '15jt', 'perkepala', '😂', ',', 'bandar', 'nya', 'malah', 'leha', 'leha', 'wkkw', '7:02']","['lebih', 'lawak', 'lagi', 'siber', 'pold', 'jatim', 'njir', 'nangkep', 'in', 'pemain', 'judol', 'terus', 'di', 'palak', '15jt', 'perkepala', 'bandar', 'nya', 'malah', 'leha', 'leha', 'wkkw', '702']","['lawak', 'siber', 'pold', 'jatim', 'njir', 'nangkep', 'in', 'pemain', 'judol', 'palak', '15jt', 'perkepala', 'bandar', 'nya', 'leha', 'leha', 'wkkw', '702']"
@wahyuardiansyah9163,"trik simpel chat rahasia

pakai fitur chat dalam game yang mendukung pm",1 hari yang lalu,"['trik', 'simpel', 'chat', 'rahasia', 'pakai', 'fitur', 'chat', 'dalam', 'game', 'yang', 'mendukung', 'pm']","['trik', 'simpel', 'chat', 'rahasia', 'pakai', 'fitur', 'chat', 'dalam', 'game', 'yang', 'mendukung', 'pm']","['trik', 'simpel', 'chat', 'rahasia', 'pakai', 'fitur', 'chat', 'game', 'mendukung', 'pm']"
@sonstislamwatergold9483,coba undang pace computer om 🙏🙏🙏,20 jam yang lalu,"['coba', 'undang', 'pace', 'computer', 'om', '🙏🙏🙏']","['coba', 'undang', 'pace', 'computer', 'om']","['coba', 'undang', 'pace', 'computer', 'om']"
@ren-sr5yy,alah paling juga dsuruh ngaku klo die bjorka wkwkwkw,22 jam yang lalu,"['alah', 'paling', 'juga', 'dsuruh', 'ngaku', 'klo', 'die', 'bjorka', 'wkwkwkw']","['alah', 'paling', 'juga', 'dsuruh', 'ngaku', 'klo', 'die', 'bjorka', 'wkwkwkw']","['alah', 'dsuruh', 'ngaku', 'klo', 'die', 'bjorka', 'wkwkwkw']"
@arf_far8675,baru tau ada lomba hacker,22 jam yang lalu,"['baru', 'tau', 'ada', 'lomba', 'hacker']","['baru', 'tau', 'ada', 'lomba', 'hacker']","['tau', 'lomba', 'hacker']"
@fahrulfebriyanto5260,sorot kasus pertamina,1 hari yang lalu,"['sorot', 'kasus', 'pertamina']","['sorot', 'kasus', 'pertamina']","['sorot', 'pertamina']"
@starsgaming1358,plot wist nya dia bjorkanya,1 hari yang lalu,"['plot', 'wist', 'nya', 'dia', 'bjorkanya']","['plot', 'wist', 'nya', 'dia', 'bjorkanya']","['plot', 'wist', 'nya', 'bjorkanya']"
@bilabong88-o2r,reformasi lanjut 😁😁,1 jam yang lalu,"['reformasi', 'lanjut', '😁😁']","['reformasi', 'lanjut']",['reformasi']
@muhammadnabawi9069,malunya sampai 7 angkatan akademi,15 jam yang lalu,"['malunya', 'sampai', '7', 'angkatan', 'akademi']","['malunya', 'sampai', '7', 'angkatan', 'akademi']","['malunya', '7', 'angkatan', 'akademi']"
@erciyifa68,anak punk di bawa bawa aahhh,1 hari yang lalu,"['anak', 'punk', 'di', 'bawa', 'bawa', 'aahhh']","['anak', 'punk', 'di', 'bawa', 'bawa', 'aahhh']","['anak', 'punk', 'bawa', 'bawa', 'aahhh']"
@endangsaefudin330,maling motor aja gabisa nangkep tuh polisi indonesia apalagi hacker😂😂😂,20 jam yang lalu,"['maling', 'motor', 'aja', 'gabisa', 'nangkep', 'tuh', 'polisi', 'indonesia', 'apalagi', 'hacker😂😂😂']","['maling', 'motor', 'aja', 'gabisa', 'nangkep', 'tuh', 'polisi', 'indonesia', 'apalagi', 'hacker']","['maling', 'motor', 'aja', 'gabisa', 'nangkep', 'tuh', 'polisi', 'indonesia', 'hacker']"
@bagusaditriadmojo6953,bjorka mimpi maling motor aja 6 th baru ketemu,10 jam yang lalu,"['bjorka', 'mimpi', 'maling', 'motor', 'aja', '6', 'th', 'baru', 'ketemu']","['bjorka', 'mimpi', 'maling', 'motor', 'aja', '6', 'th', 'baru', 'ketemu']","['bjorka', 'mimpi', 'maling', 'motor', 'aja', '6', 'th', 'ketemu']"
@ngkidd8524,"tapi bener sih, awal gw main game suka banget pake cheat, akhirnya tengelam ingin buat cheat dan akhir cuman bisa bikin flashdis killer, dan ga bisa lanjut karna pc sendiri rusak",1 hari yang lalu,"['tapi', 'bener', 'sih', ',', 'awal', 'gw', 'main', 'game', 'suka', 'banget', 'pake', 'cheat', ',', 'akhirnya', 'tengelam', 'ingin', 'buat', 'cheat', 'dan', 'akhir', 'cuman', 'bisa', 'bikin', 'flashdis', 'killer', ',', 'dan', 'ga', 'bisa', 'lanjut', 'karna', 'pc', 'sendiri', 'rusak']","['tapi', 'bener', 'sih', 'awal', 'gw', 'main', 'game', 'suka', 'banget', 'pake', 'cheat', 'akhirnya', 'tengelam', 'ingin', 'buat', 'cheat', 'dan', 'akhir', 'cuman', 'bisa', 'bikin', 'flashdis', 'killer', 'dan', 'ga', 'bisa', 'lanjut', 'karna', 'pc', 'sendiri', 'rusak']","['bener', 'sih', 'gw', 'main', 'game', 'suka', 'banget', 'pake', 'cheat', 'tengelam', 'cheat', 'cuman', 'bikin', 'flashdis', 'killer', 'ga', 'karna', 'pc', 'rusak']"
@saepull0281,bener lagi 😂😂,10 jam yang lalu,"['bener', 'lagi', '😂😂']","['bener', 'lagi']",['bener']
@kecerdasanbuatan3095,01:00:10,1 jam yang lalu,['01:00:10'],['010010'],['010010']
@hyymda,temen gw kena 4 orang 15jt per kepala,1 hari yang lalu,"['temen', 'gw', 'kena', '4', 'orang', '15jt', 'per', 'kepala']","['temen', 'gw', 'kena', '4', 'orang', '15jt', 'per', 'kepala']","['temen', 'gw', 'kena', '4', 'orang', '15jt', 'kepala']"
@mohsolihin3505,polisi kan kerjaannya emg gitu pura2 kerja😂,3 menit yang lalu,"['polisi', 'kan', 'kerjaannya', 'emg', 'gitu', 'pura2', 'kerja😂']","['polisi', 'kan', 'kerjaannya', 'emg', 'gitu', 'pura2', 'kerja']","['polisi', 'kerjaannya', 'emg', 'gitu', 'pura2', 'kerja']"
@dawudiswanto7124,polisi tidur ajah ngribetin apalagi bangun,11 jam yang lalu,"['polisi', 'tidur', 'ajah', 'ngribetin', 'apalagi', 'bangun']","['polisi', 'tidur', 'ajah', 'ngribetin', 'apalagi', 'bangun']","['polisi', 'tidur', 'ajah', 'ngribetin', 'bangun']"
@juplekah6948,makluk anak sma😂😂😂😂,9 jam yang lalu,"['makluk', 'anak', 'sma😂😂😂😂']","['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']"
@sitimasitoh1505,harus sekolah lagi tuh polisi,14 jam yang lalu,"['harus', 'sekolah', 'lagi', 'tuh', 'polisi']","['harus', 'sekolah', 'lagi', 'tuh', 'polisi']","['sekolah', 'tuh', 'polisi']"
@ytm101,yang di tangkap biji r ka,1 jam yang lalu,"['yang', 'di', 'tangkap', 'biji', 'r', 'ka']","['yang', 'di', 'tangkap', 'biji', 'r', 'ka']","['tangkap', 'biji', 'r', 'ka']"
@wongsifud1093,mana mungkin gampang banget nangkap bjorka,1 hari yang lalu,"['mana', 'mungkin', 'gampang', 'banget', 'nangkap', 'bjorka']","['mana', 'mungkin', 'gampang', 'banget', 'nangkap', 'bjorka']","['gampang', 'banget', 'nangkap', 'bjorka']"
@sriyatibasman7684,"polisi kita itu banyak yg bodoh
terutama yg cuma tamat sma tes , masuk .. tanpa kemampuan
gaji gede 
sementara ank kuliah s1
sulit cari kerja",1 hari yang lalu,"['polisi', 'kita', 'itu', 'banyak', 'yg', 'bodoh', 'terutama', 'yg', 'cuma', 'tamat', 'sma', 'tes', ',', 'masuk', '..', 'tanpa', 'kemampuan', 'gaji', 'gede', 'sementara', 'ank', 'kuliah', 's1', 'sulit', 'cari', 'kerja']","['polisi', 'kita', 'itu', 'banyak', 'yg', 'bodoh', 'terutama', 'yg', 'cuma', 'tamat', 'sma', 'tes', 'masuk', 'tanpa', 'kemampuan', 'gaji', 'gede', 'sementara', 'ank', 'kuliah', 's1', 'sulit', 'cari', 'kerja']","['polisi', 'yg', 'bodoh', 'yg', 'tamat', 'sma', 'tes', 'masuk', 'kemampuan', 'gaji', 'gede', 'ank', 'kuliah', 's1', 'sulit', 'cari', 'kerja']"
@waluyo-bv9xy,"boro boro bjorka,fufufafa yg sudah terang benderang pun tdk mampu.taunys amplop amplop dan amplop itulah parcok.",1 hari yang lalu,"['boro', 'boro', 'bjorka', ',', 'fufufafa', 'yg', 'sudah', 'terang', 'benderang', 'pun', 'tdk', 'mampu.taunys', 'amplop', 'amplop', 'dan', 'amplop', 'itulah', 'parcok', '.']","['boro', 'boro', 'bjorka', 'fufufafa', 'yg', 'sudah', 'terang', 'benderang', 'pun', 'tdk', 'mamputaunys', 'amplop', 'amplop', 'dan', 'amplop', 'itulah', 'parcok']","['boro', 'boro', 'bjorka', 'fufufafa', 'yg', 'terang', 'benderang', 'tdk', 'mamputaunys', 'amplop', 'amplop', 'amplop', 'parcok']"
@tobert-c3b,wapres kita juga jago tentang ai,10 jam yang lalu,"['wapres', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapres', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapres', 'jago', 'ai']"
@sehogainangka7490,kemampuan polisi cybercrime sampe di mana si😂😂😂 mimpi tangkap bjorka.....eeeee ketangkap biawak😂😂,18 jam yang lalu,"['kemampuan', 'polisi', 'cybercrime', 'sampe', 'di', 'mana', 'si😂😂😂', 'mimpi', 'tangkap', 'bjorka', '.....', 'eeeee', 'ketangkap', 'biawak😂😂']","['kemampuan', 'polisi', 'cybercrime', 'sampe', 'di', 'mana', 'si', 'mimpi', 'tangkap', 'bjorka', 'eeeee', 'ketangkap', 'biawak']","['kemampuan', 'polisi', 'cybercrime', 'sampe', 'si', 'mimpi', 'tangkap', 'bjorka', 'eeeee', 'ketangkap', 'biawak']"
@kurex04,biorka itu comunitas bukan individu dan yg menjalankan bukan satu orang kaga bakal ketangkep😂😂😂,1 hari yang lalu,"['biorka', 'itu', 'comunitas', 'bukan', 'individu', 'dan', 'yg', 'menjalankan', 'bukan', 'satu', 'orang', 'kaga', 'bakal', 'ketangkep😂😂😂']","['biorka', 'itu', 'comunitas', 'bukan', 'individu', 'dan', 'yg', 'menjalankan', 'bukan', 'satu', 'orang', 'kaga', 'bakal', 'ketangkep']","['biorka', 'comunitas', 'individu', 'yg', 'menjalankan', 'orang', 'kaga', 'ketangkep']"
